ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
PBYI,Puma Biotechnology Inc,57,0.59,A,high_quality+catalyst_near,,,A,0.377133,0.988462,1,,0,,53,1,specific_days,9,tailwind,deep_drawdown,L,tier_a_commercial|momentum_tailwind|cost_haircut_>2000bps,catalyst_score:-14.3;financial_score:+12.6;momentum_score:+8.6,tier=;reason=;cat_days=53;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 94388000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|near_31_90|nonpos,0.06114871186440678,76.84736,0.6169,0,1,0.2268,0.0,1,1,buying,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,53,True,specific_days,0.159604,price_history,,1,0.7727,price_history,,-0.433852,,44.5007,0.7739,-0.266684,-0.167168,late,micro,none,commercial_biotech,morningstar,,,,0,0.8365058935788055680287382128,65.88,42.98293511111111111111111111,55.5,91.99,52.17877094972067039106145251,69.94413407821229050279329609,52.8524,0.3898,3.0,53,20,1.0,0.8535,1,1,0.0,0.5,0.95,oncology,0.6858,highly_crowded,1.0,111,0.06114871186440678,0.622867,0.313,36.31,0.704778,0.5382,0.119997,0.0,0.0,0.0,0.11694,0.003057,0.0
BMRN,BioMarin Pharmaceutical Inc.,58,1.08,C,mod_quality+catalyst_far,,,C,0.3157,0.780769,1,,0,,388,0,specific_days,9,tailwind,deep_drawdown,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,catalyst_score:-11.3;clinical_score:+11.1;momentum_score:-3.1,tier=;reason=;cat_days=388;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1311679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.06704435294117647,63.836883,0.8987,0,1,0.9454,0.9516,3,3,neutral,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,260.52,1.0,0,0,1.0,0,1.0,0,388,False,specific_days,0.01076,price_history,,3,0.7757,price_history,,-0.372762,,37.6271,0.4294,-0.266684,-0.106078,late,large,none,commercial_biotech,morningstar,,,,0,0.9,53.80,45.56250000000000000000000000,57.5,75.08,67.93296089385474860335195531,59.55307262569832402234636872,67.2262,1.0013,3.0,449,110,1.0,0.1803,0,0,0.0,0.6,0.75,rare_disease,0.6858,highly_crowded,1.0,93,0.06704435294117647,0.6843,0.4798,47.96,0.926621,1.4511,1.731142,1.4274,0.0,0.0,0.30039,0.003352,0.0
INCY,Incyte Corporation,59,1.08,B,mod_quality+catalyst_near,,,B,0.636519,0.803846,1,,0,,52,1,specific_days,9,neutral,,L,sponsor_confirmed,catalyst_score:-13.5;financial_score:+10.8;momentum_score:-7.0,tier=;reason=;cat_days=52;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 3097817000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",late|near_31_90|pos,0.006117508771929824,65.960818,0.8776,0,1,0.6549,0.86,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,225.9,1.0,0,0,1.0,0,1.0,0,52,True,specific_days,-0.061775,price_history,,3,0.5571,price_history,,-0.292636,,44.0994,0.3319,-0.266684,-0.025952,late,large,none,commercial_biotech,morningstar,,,,0,0.9,49.14,42.70794844444444444444444444,60.5,74.33,61.56424581005586592178770950,66.92737430167597765363128492,63.2837,0.8336,3.0,12,286,1.0,4.5073,13,16,0.0023,0.7,0.95,oncology,-0.5032,uncrowded,1.0,187,0.006117508771929824,0.363481,-0.3492,50.99,0.967577,1.8463,1.540386,1.29,0.0,0.0,0.25008,0.000306,0.0
KNSA,"Kiniksa Pharmaceuticals, Ltd.",60,0.92,B,high_quality+no_catalyst_data,,,B,0.110922,0.873077,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+21.1;catalyst_score:-18.7;clinical_score:-4.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 414074000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 2}",late|none|pos,0.1,68.227,0.6304,0,1,0.0546,0.3713,2,2,buying,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,643.76,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.454233,price_history,,2,0.6901,price_history,,-0.062995,,63.2138,0.3477,-0.266684,0.203689,late,mid,none,commercial_pharma,morningstar,,,,0,0.8893164513041397463508016272,81.10,41.25000000000000000000000000,61.0,70.02,55.53072625698324022346368715,61.11111111111111111111111111,54.2116,0.4476,3.0,,10,1.0,0.0,0,0,0.0,0.4,0.6,autoimmune,-0.5032,uncrowded,1.0,33,0.1,0.889078,1.2216,45.87,0.875427,1.1524,0.69623,0.55695,0.0,0.0,0.13428,0.005,0.0
BEAM,Beam Therapeutics Inc.,61,0.55,C,mod_quality+catalyst_far,,,C,0.933447,0.796154,1,,0,,571,0,specific_days,9,headwind,high_beta|deep_drawdown,M,catalyst_far_lift|sponsor_confirmed|momentum_headwind|high_risk,financial_score:+21.2;momentum_score:-18.2;catalyst_score:-13.0,tier=;reason=;cat_days=571;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 345102000.0, ""cash_total"": 1245210000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.29885077455361, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|far_271_540|pos,-0.030195000000000003,65.2935,-1.9081,571,1,0.6377,0.6346,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,448.95,0.85,1,0,1.0,0,1.0,0,571,False,specific_days,-0.090634,price_history,,4,1.9881,price_history,,-0.489293,,43.1474,0.7330,-0.266684,-0.222609,early,mid,none,commercial_biotech,morningstar,,,,0,0.8215250165453342157511581734,40.44,45.56250000000000000000000000,66.0,60.78,61.18644067796610169491525424,79.850,59.9957,0.6937,1.0,571,6,1.0,0.0028,0,0,0.0,0.3,0.85,oncology,0.6858,highly_crowded,1.0,274,-0.030195000000000003,0.066553,-1.502,48.98,0.93686,1.5289,0.2066,0.0,0.0,0.0,0.20811,-0.00151,0.0
PTCT,"PTC Therapeutics, Inc.",62,1.08,B,high_quality+catalyst_far,,,B,0.585324,0.973077,1,,0,,1392,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,financial_score:+18.0;clinical_score:-16.5;catalyst_score:-13.4,tier=;reason=;cat_days=1392;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1945371000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",late|far_271_540|nonpos,0.01698906862745098,75.621,0.605,0,1,-0.2158,-1.4023,5,5,buying,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,343.08,1.0,0,0,1.0,0,1.0,0,1392,False,specific_days,0.104448,price_history,,5,1.3288,price_history,,-0.226342,,45.7604,0.3495,-0.266684,0.040342,late,mid,none,commercial_biotech,morningstar,,,,0,0.8992198090692124105011933174,58.38,45.56250000000000000000000000,71.5,83.70,42.47394830928428506531561992,77.000,42.8398,-0.0362,3.0,417,40,1.0,0.5478,1,1,0.0137,0.4,0.95,oncology,0.2102,moderate,1.0,172,0.01698906862745098,0.414676,-0.2155,38.83,0.732082,0.6191,0.000849,0.0,0.0,0.0,0.0,0.000849,0.0
UTHR,United Therapeutics Corporation,63,1.08,B,mod_quality+catalyst_near,,,B,0.650171,0.680769,1,,0,,53,1,specific_days,9,neutral,,L,sponsor_confirmed,smart_money_score:+18.3;catalyst_score:-15.8;momentum_score:-9.5,tier=;reason=;cat_days=53;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 2920300000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 7}",late|near_31_90|pos,0.006117508771929824,59.069411,0.8849,0,1,0.3812,0.9961,7,7,buying,1.5142,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,229.51,1.0,0,0,1.0,0,1.0,0,53,True,specific_days,-0.099325,price_history,,7,0.5809,price_history,,-0.264829,,51.6464,0.2791,-0.266684,0.001855,late,large,none,commercial_pharma,morningstar,,,,0,0.9,49.29,42.98293511111111111111111111,77.0,61.45,62.90502793296089385474860335,61.56424581005586592178770950,64.1643,0.871,3.0,52,92,1.0,1.808,2,1,0.0,0.5,0.95,oncology,0.6858,highly_crowded,1.0,191,0.006117508771929824,0.349829,-0.3858,46.60,0.892491,1.2399,1.755756,1.49415,0.0,0.0,0.2613,0.000306,0.0
AMGN,Amgen Inc.,64,0.65,C,low_quality,,,C,0.619454,0.526923,1,,0,,46,1,specific_days,9,neutral,,M,,clinical_score:+19.1;catalyst_score:-13.8;smart_money_score:-2.1,tier=;reason=;cat_days=46;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 9129000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|near_31_90|pos,0.006117508771929824,54.878785,0.9121,0,1,0.8562,1.1115,1,1,neutral,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,100.2,1.0,0,0,1.0,0,1.0,0,46,True,specific_days,-0.031931,price_history,,1,0.396,price_history,,-0.199268,,34.8231,0.2777,-0.266684,0.067416,late,large,none,commercial_pharma,morningstar,,,,0,0.9,53.32,40.78608044444444444444444444,52.5,58.81,73.63128491620111731843575419,52.51396648044692737430167598,74.8139,1.3241,3.0,49,595,1.0,4.4611,9,11,-0.0016,0.8,0.95,oncology,0.6858,highly_crowded,1.0,182,0.006117508771929824,0.380546,-0.304,45.49,0.861775,1.0883,2.064786,1.66725,0.0,0.0,0.39723,0.000306,0.0
GILD,"Gilead Sciences, Inc.",65,1.08,C,low_quality,,,C,0.701365,0.565385,1,,0,,206,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,clinical_score:+13.4;catalyst_score:-10.0;financial_score:-8.5,tier=;reason=;cat_days=206;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 68000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",late|near_181_270|pos,-0.0021468813559322036,55.163098,0.9027,0,1,0.6484,0.9125,2,2,buying,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,101.32,1.0,0,0,1.0,0,1.0,0,206,False,specific_days,0.004704,price_history,,2,0.3981,price_history,,-0.168809,,34.5314,0.2352,-0.266684,0.097875,late,large,none,commercial_pharma,morningstar,,,,0,0.8434765813616610333172380493,58.18,45.56250000000000000000000000,58.0,63.92,68.93854748603351955307262570,47.01132923441840142317655503,70.6053,1.145,3.0,7,592,1.0,6.8173,9,9,0.0012,0.8,0.95,oncology,-0.5032,uncrowded,1.0,206,-0.0021468813559322036,0.298635,-0.5283,33.48,0.670648,0.4417,1.712143,1.36875,0.0,0.0,0.3435,-0.000107,0.0
AMLX,"Amylyx Pharmaceuticals, Inc.",66,0.92,B,high_quality+catalyst_far,,,B,0.520478,0.903846,1,,0,,237,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,clinical_score:-25.1;smart_money_score:+24.8;catalyst_score:-14.6,tier=;reason=;cat_days=237;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 95440000.0, ""cash_total"": 343990000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.251047778709136, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",late|near_181_270|nonpos,0.02085011764705882,68.814,0.5939,0,1,-0.8542,-1.3674,9,9,buying,2.2865,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,684.74,0.85,1,0,1.0,0,1.0,0,237,False,specific_days,0.512292,price_history,,9,1.3675,price_history,,-0.344239,,52.1256,0.6469,-0.266684,-0.077555,late,small,none,commercial_pharma,morningstar,,,,0,0.8732384259259259259259259259,74.02,45.56250000000000000000000000,85,75.68,35.01184246572967274568348193,61.16000000000000000000000000,33.528,-0.4323,3.0,237,7,1.0,0.409,0,0,0.0,0.4,0.6,cns,0.6858,highly_crowded,1.0,153,0.02085011764705882,0.479522,-0.0514,32.91,0.66041,0.4136,0.001043,0.0,0.0,0.0,0.0,0.001043,0.0
CAI,"Caris Life Sciences, Inc.",67,0.92,C,low_quality,,,C,0.493174,0.534615,1,,0,,23,1,specific_days,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-19.5;clinical_score:+12.2;momentum_score:-8.1,tier=;reason=;cat_days=23;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 755493000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",late|near_0_30|pos,0.021895363636363636,55.068,0.9048,0,1,1.0525,1.0618,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,447.67,0.85,1,0,1.0,0,1.0,0,23,True,specific_days,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.5606,-0.266684,,late,mid,none,commercial_biotech,morningstar,,,drawdown,1,0.9,50,38.61121111111111111111111111,66.0,44.48,70.27932960893854748603351955,65.55555555555555555555555556,71.8886,1.1996,3.0,23,874,1.0,6.5857,6,7,0.0,0.5,0.95,oncology,-0.5032,uncrowded,1.0,145,0.021895363636363636,0.506826,0.0171,53.30,0.988055,2.2589,1.953675,1.5927,0.0,0.0,0.35988,0.001095,0.0
RIGL,"Rigel Pharmaceuticals, Inc.",68,0.92,C,mod_quality+catalyst_far,,,C,0.588737,0.842308,1,,0,,753,0,specific_days,9,neutral,,L,catalyst_far_lift,financial_score:+8.5;catalyst_score:-6.8;clinical_score:-4.7,tier=;reason=;cat_days=753;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 137143000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|far_271_540|nonpos,0.01698906862745098,67.526,0.6113,0,1,0.0212,-0.0004,1,1,buying,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,815.97,0.85,1,0,1.0,0,1.0,0,753,False,specific_days,0.03245,price_history,,1,0.8676,price_history,,-0.326757,,51.6386,0.9981,-0.266684,-0.060073,late,small,none,commercial_biotech,morningstar,,,,0,0.8465545465156997782187463523,52.15,45.56250000000000000000000000,55.5,84.96,47.67062340265423814626398816,60.80000,47.5299,0.1634,3.0,,26,1.0,0.1176,0,0,0.0,0.8,0.95,oncology,-0.5032,uncrowded,1.0,173,0.01698906862745098,0.411263,-0.2243,41.75,0.793515,0.8187,0.049869,0.0,0.0,0.0,0.04902,0.000849,0.0
ALKS,Alkermes plc,69,0.92,C,low_quality+no_catalyst_data,,,C,0.018771,0.45,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-19.2;clinical_score:+16.6;smart_money_score:+7.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 388570000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 6}",late|none|pos,0.1,53.061,0.9155,0,1,1.0054,1.2544,6,6,buying,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,422.31,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.014861,price_history,,6,0.5682,price_history,,-0.163056,,51.8779,0.3674,-0.266684,0.103628,late,mid,none,commercial_pharma,morningstar,,,,0,0.9,58.20,41.25000000000000000000000000,68.0,44.06,77.000,57.77777777777777777777777778,77.5227,1.4393,3.0,41,53,1.0,1.0096,1,2,0.0,0.5,0.5,respiratory,-0.5032,uncrowded,1.0,6,0.1,0.981229,2.0798,52.82,0.984642,2.1607,2.31839,1.8816,0.0,0.0,0.43179,0.005,0.0
AXSM,"Axsome Therapeutics, Inc.",70,1.08,C,low_quality+no_catalyst_data,,,C,0.049488,0.557692,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-17.8;smart_money_score:+12.0;clinical_score:+10.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 93405000.0, ""cash_total"": 322933000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.761023661657504, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 7}",late|none|pos,0.1,55.1435,0.9037,0,1,1.0295,1.0382,7,7,buying,1.5142,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,308.96,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.080155,price_history,,7,0.6673,price_history,,-0.217713,,46.3672,0.5091,-0.266684,0.048971,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,56.96,41.25000000000000000000000000,71.0,52.79,69.77653631284916201117318436,56.16666666666666666666666667,68.2284,1.0439,3.0,206,17,1.0,0.3038,0,0,0.0,0.4,0.6,cns,0.2102,moderate,1.0,15,0.1,0.950512,1.6498,47.74,0.923208,1.427,1.87547,1.5573,0.0,0.0,0.31317,0.005,0.0
ANIP,"ANI Pharmaceuticals, Inc.",71,0.92,C,mod_quality+no_catalyst_data,,,C,0.02901,0.703846,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-13.1;momentum_score:+12.5;financial_score:-3.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 262610000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",late|none|pos,0.1,60.323,-0.4787,418,1,0.0397,0.3298,2,2,buying,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,562.25,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.219249,price_history,,2,0.7179,price_history,,-0.091158,,42.2448,0.3545,-0.266684,0.175526,late,small,none,commercial_pharma,morningstar,,,,0,0.9,66.87,41.25000000000000000000000000,58.0,69.34,55.19553072625698324022346369,50.40000000000000000000000000,53.6548,0.4239,3.0,418,10,1.0,0.0461,0,0,0.0,0.3,0.55,ophthalmology,-0.5032,uncrowded,1.0,9,0.1,0.97099,1.8955,42.78,0.827645,0.9449,0.62687,0.4947,0.0,0.0,0.12717,0.005,0.0
VRTX,Vertex Pharmaceuticals Incorporated,72,1.08,C,low_quality,,,C,0.360068,0.319231,1,,0,,356,0,specific_days,9,neutral,,L,catalyst_far_lift|sponsor_confirmed,clinical_score:+18.6;catalyst_score:-12.8;momentum_score:-5.6,tier=;reason=;cat_days=356;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 6608100000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.06704435294117647,48.581799,0.9155,0,1,1.359,1.3776,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,123.8,1.0,0,0,1.0,0,1.0,0,356,False,specific_days,0.010211,price_history,,3,0.4802,price_history,,-0.177555,,26.0849,0.2519,-0.266684,0.089129,late,large,none,commercial_biotech,morningstar,,,,0,0.9,52.77,45.56250000000000000000000000,63.0,39.84,77.000,53.51955307262569832402234637,78.2593,1.4706,3.0,18,101,1.0,2.8125,5,3,0.0,0.9,0.95,oncology,0.6858,highly_crowded,1.0,106,0.06704435294117647,0.639932,0.3583,49.35,0.943686,1.5865,2.510932,2.0664,0.0,0.0,0.44118,0.003352,0.0
AQST,"Aquestive Therapeutics, Inc.",73,0.55,C,mod_quality+no_catalyst_data,,,C,0.172355,0.757692,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,M,sponsor_confirmed|momentum_headwind,smart_money_score:+19.0;clinical_score:-13.7;financial_score:+13.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 43963000.0, ""cash_total"": 129063000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 35.22862407024088, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 4}",late|none|nonpos,0.0723424747081712,62.746,0.6,0,1,-0.6635,-0.3435,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,726.16,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.014987,price_history,,4,1.2723,price_history,,-0.507067,,49.9341,0.9486,-0.266684,-0.240383,late,small,none,commercial_pharma,morningstar,,,,0,0.8092350046860356138706654171,46.13,41.25000000000000000000000000,72.0,67.80,39.31618863331356699229112700,66.20000000000000000000000000,37.4255,-0.2665,3.0,,5,1.0,0.0,0,0,0.0,0.3,0.6,cns,0.6858,highly_crowded,1.0,51,0.0723424747081712,0.827645,0.9449,26.49,0.544369,0.1114,0.003617,0.0,0.0,0.0,0.0,0.003617,0.0
PCRX,"Pacira BioSciences, Inc.",74,0.92,C,mod_quality+no_catalyst_data,,,C,0.773038,0.75,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,clinical_score:-27.6;momentum_score:+20.8;financial_score:+13.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 246334000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,-0.003882576923076923,62.196929,-2.1451,,0,-1.5227,-1.1661,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,713.74,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.040605,price_history,,0,0.2219,price_history,,-0.202793,,48.0972,0.3370,-0.266684,0.063891,early,small,sev1,commercial_pharma,morningstar,,,,0,0.7293044343691252902797744111,68.38,41.25000000000000000000000000,,60.57,19.91669060614765871875897731,60.71428571428571428571428572,18.5167,-1.0709,,,,,0.0,0,0,,0.0,0.5,other,-3.5944,uncrowded,1.0,227,-0.003882576923076923,0.226962,-0.7489,19.94,0.390785,-0.2773,-0.000194,0.0,0.0,0.0,0.0,-0.000194,0.0
