ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
MCRB,195,29.04,-0.1145,-0.0092,1.151612,-0.471027,2,0.0914,0.830568,1.101618,1.131787,1.081505,-0.637902,-0.604556,-0.771284,FULL,FULL,FULL,0.90,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,micro,True,33.53,60,-0.2167,50.00,50.00,0,50.00,0,,71.00,MEDIUM,MODERATE,81.17,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70
DRUG,196,28.91,-0.3667,-0.0293,0.749361,-0.114445,3,0.346972,1.292693,0.752499,0.752499,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,mid,small,True,84.27,60,0.4962,50.00,50.00,0,80.00,3,Acuta Capital Partners; Cormorant Asset Management; Perceptive Advisors,44.00,LOW,LOW,16.67,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,67.0,focused,0.80500,0.95,0.85,0.45,0.50
FTRE,197,28.91,-0.3,-0.024,0.795344,-0.100000,1,0.3907,-0.650197,0.870409,0.783987,0.928023,-0.790453,-0.763265,-0.899206,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,suppressed,True,survivability_critical; single_asset_early_stage,sev1,early,small,True,85.70,60,0.5283,50.00,50.00,0,50.00,0,,77.00,LOW,MODERATE,90.00,ev_revenue,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.37
KROS,198,28.89,-0.3836,-0.0307,0.496254,-0.174222,3,0.4040,0.455020,0.467294,0.484985,0.455500,-0.332498,-0.199497,-0.864501,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,small,True,44.73,60,-0.0732,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,58,FT,100.0,highly_crowded,53.0,focused,0.80000,0.95,0.85,0.45,0.55
FDMT,199,28.86,-0.2918,-0.0233,0.880840,-0.261578,2,0.5317,-0.030931,0.928536,0.864517,0.971215,-0.678030,-0.615031,-0.930025,FULL,FULL,FULL,0.90,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,none,late,small,True,37.47,60,-0.1648,50.00,50.00,0,57.00,1,RA Capital Management,59.00,MEDIUM,MODERATE,72.34,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83500,0.95,0.95,0.45,0.78
TCRX,200,28.59,-0.1463,-0.0117,1.208239,-0.422680,1,0.437645,2.323019,1.199326,1.199326,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev1,early,micro,True,14.35,60,-0.5271,50.00,50.00,0,61.00,1,Baker Bros Advisors,64.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.40
ADMA,201,28.53,-0.3752,-0.03,0.478129,-0.201668,2,0.5207,0.039459,0.488333,0.467872,0.501973,-0.429213,-0.429213,-0.429213,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,32.23,60,-0.2338,50.00,50.00,0,62.00,2,Perceptive Advisors; Tang Capital Partners,63.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.95
BRKR,202,28.50,-0.3921,-0.0314,0.432799,-0.124679,1,0.2697,0.593889,0.489350,0.427073,0.530869,-0.532684,-0.494061,-0.687174,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,sev1,early,mid,True,52.64,60,0.0366,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,75.46,ev_revenue,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.30
PSNL,203,28.31,-0.4178,-0.0334,1.041549,-0.091884,1,0.4216,-0.359247,0.959181,1.017114,0.920559,-0.512288,-0.503311,-0.548193,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,small,True,70.29,60,0.2669,50.00,50.00,0,50.00,0,,62.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,50,unknown,35,single_asset,0.68500,0.95,0.65,0.45,0.30
LXEO,204,28.24,-0.2347,-0.0188,0.887899,-0.304327,1,0.3715,0.265546,1.069302,0.873219,1.200024,-0.734445,-0.691911,-0.904584,FULL,FULL,FULL,0.90,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,sev1,early,small,True,35.62,60,-0.1892,50.00,50.00,0,57.00,1,Perceptive Advisors,57.00,MEDIUM,MODERATE,48.21,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.50
MESO,205,28.24,-0.4264,-0.0341,0.539392,-0.109256,2,0.3519,0.335806,0.612433,0.528480,0.668402,-0.511324,-0.508333,-0.523289,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,late,mid,True,44.40,60,-0.0778,50.00,50.00,0,50.00,0,,52.00,LOW,LOW,61.17,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.77
MRSN,206,28.24,-0.3332,-0.0267,2.378451,-0.000687,2,-0.1047,0.144258,1.898838,2.345239,1.601237,-0.854521,-0.828201,-0.959798,FULL,FULL,FULL,0.90,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,late,micro,True,96.55,60,1.5039,50.00,50.00,0,50.00,0,,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.70
CLLS,207,28.02,-0.3583,-0.0287,0.829402,-0.242374,1,0.2548,0.158474,0.852187,0.814994,0.876983,-0.377361,-0.307522,-0.656716,FULL,FULL,FULL,0.90,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,early,small,True,51.30,60,0.0181,50.00,50.00,0,50.00,0,,39.00,LOW,LOW,58.93,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.74000,0.65,0.95,0.45,0.40
ASND,208,27.92,-0.4437,-0.0355,0.427876,-0.045352,2,0.2334,0.497449,0.416317,0.418706,0.414725,-0.207228,-0.186153,-0.291531,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,large,True,42.89,60,-0.0988,80.00,66.09,33.64,80.00,4,Acuta Capital Partners; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,65.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.80
MRVI,209,27.91,-0.4351,-0.0348,0.668245,-0.127910,1,0.3789,-0.655259,0.728400,0.665380,0.770414,-0.719483,-0.687273,-0.848325,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,suppressed,True,single_asset_early_stage,sev1,early,small,True,53.83,60,0.0531,50.00,50.00,0,50.00,0,,73.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,50,unknown,35,single_asset,0.68000,0.95,0.65,0.45,0.30
PEPG,210,27.91,-0.4006,-0.032,0.974038,-0.276848,3,0.0667,0.475882,1.359717,0.987108,1.608122,-0.735250,-0.682540,-0.946092,FULL,FULL,FULL,0.90,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,mid,small,True,96.55,60,0.9484,50.00,50.00,0,80.00,5,EcoR1 Capital; Opaleye Management; Perceptive Advisors; RA Capital Management; RTW Investments,57.00,LOW,LOW,50.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.53
LBRX,211,27.81,-0.4092,-0.0327,0.805430,-0.111669,2,0.600000,0.634973,0.798893,0.798893,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.9700,penalty,def_mult_high_vol_0.97; def_cache_insufficient_rows_120,alpha,False,,none,late,small,True,55.88,60,0.0918,50.00,50.00,0,80.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,48.00,LOW,LOW,53.55,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.82000,0.95,0.95,0.45,0.67
CRBU,212,27.80,-0.4612,-0.0369,0.675549,-0.374486,1,0.6833,0.375568,0.795690,0.663892,0.883555,-0.590703,-0.510563,-0.911259,FULL,FULL,FULL,0.90,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,sev1,early,micro,True,16.99,60,-0.4694,50.00,50.00,0,50.00,0,,51.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.40
TSHA,213,27.79,-0.3415,-0.0273,0.779644,-0.194585,2,0.4290,2.351699,0.873725,0.763975,0.946891,-0.477410,-0.414508,-0.729017,FULL,FULL,FULL,0.90,0.9500,penalty,def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,44.19,60,-0.0807,50.00,50.00,0,80.00,8,Acuta Capital Partners; Ally Bridge Group; Baker Bros Advisors; Deerfield Management; Palo Alto Investors; RA Capital Management; RTW Investments; Tang Capital Partners,77.00,MEDIUM,HIGH,30.20,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,68.0,focused,0.83000,0.95,0.95,0.45,0.80
NGNE,214,27.71,-0.2185,-0.0175,0.842307,-0.420023,2,0.4812,1.540099,0.976079,0.846431,1.062511,-0.727460,-0.684979,-0.897386,FULL,FULL,FULL,0.90,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,micro,True,16.04,60,-0.4894,50.00,50.00,0,80.00,6,Baker Bros Advisors; Casdin Capital; EcoR1 Capital; RTW Investments; Redmile Group; Rock Springs Capital Management,83.00,MEDIUM,HIGH,75.89,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.80
VTRS,215,27.55,-0.4788,-0.0383,0.330195,-0.018699,1,0.2793,0.377831,0.348170,0.324128,0.364197,-0.377737,-0.359633,-0.450156,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,large,True,53.01,60,0.0418,50.00,50.00,0,50.00,0,,64.00,LOW,LOW,62.99,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.37
TNGX,216,27.51,-0.4877,-0.039,0.857703,-0.089162,1,0.4193,1.742399,0.949498,0.838786,1.023306,-0.720233,-0.671642,-0.914596,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,alpha,False,,sev1,early,small,True,73.26,60,0.3061,50.00,50.00,0,80.00,4,Bain Capital Life Sciences; EcoR1 Capital; RA Capital Management,68.00,HIGH,HIGH,33.93,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,60.0,focused,0.83500,0.95,0.95,0.45,0.40
LGND,217,27.42,-0.5055,-0.0404,0.383465,-0.075852,1,0.3493,0.121893,0.365451,0.378271,0.356904,-0.218454,-0.209114,-0.255812,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,mid,True,39.92,60,-0.1399,50.00,50.00,0,50.00,0,,55.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.30
SANA,218,27.42,-0.4966,-0.0397,0.903996,-0.062741,1,0.5864,0.298724,1.020721,0.913199,1.092402,-0.669057,-0.616046,-0.881100,FULL,FULL,FULL,0.90,0.999100,neutral,def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,alpha,False,,sev1,early,small,True,51.32,60,0.0184,50.00,50.00,0,60.00,1,Baker Bros Advisors,80.00,HIGH,HIGH,30.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,focused,0.83000,0.95,0.95,0.45,0.40
IDYA,219,27.29,-0.5235,-0.0419,0.378046,-0.104068,2,0.6555,0.217308,0.467474,0.379437,0.526165,-0.476317,-0.422311,-0.692340,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,45.73,60,-0.0593,50.00,50.00,0,80.00,5,Baker Bros Advisors; Deerfield Management; Redmile Group; Sofinnova Investments; Tang Capital Partners,59.00,LOW,MODERATE,12.99,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.70
KALV,220,27.13,-0.5145,-0.0412,0.699749,-0.116203,2,0.4899,0.658422,0.640907,0.684437,0.611886,-0.370067,-0.327920,-0.538653,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,sev1,late,small,True,50.10,60,0.0014,50.00,50.00,0,50.00,0,,78.00,HIGH,EXTREME,70.30,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.78
TXG,221,26.91,-0.5326,-0.0426,0.718742,-0.079776,2,0.2850,-0.212763,0.711287,0.713805,0.709609,-0.592395,-0.526525,-0.855874,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,74.59,60,0.3245,50.00,50.00,0,64.29,4,Deerfield Management,75.00,MEDIUM,HIGH,53.90,ev_cfo,0.8000,50,unknown,,50,,100.0,crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.73
DNTH,222,26.88,-0.5417,-0.0433,0.645663,-0.046437,2,0.358187,1.286743,0.630299,0.630299,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,85.17,60,0.5160,50.00,50.00,0,80.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,59.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.80
VCYT,223,26.61,-0.5508,-0.0441,0.685501,-0.208991,1,0.2925,-0.391621,0.600902,0.669321,0.555290,-0.500867,-0.500867,-0.500867,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,sev1,early,mid,True,43.71,60,-0.0874,50.00,50.00,0,72.86,6,Casdin Capital; Deerfield Management,63.00,LOW,LOW,42.21,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.30
VTYX,224,26.44,-0.5693,-0.0455,1.072214,-0.004982,3,0.3215,0.701168,1.114808,1.104661,1.121574,-0.657251,-0.592195,-0.917473,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,1.4108,50.00,50.00,0,61.00,1,Baker Bros Advisors,75.00,LOW,LOW,12.75,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.80500,0.95,0.85,0.45,0.53
ZBIO,225,26.04,-0.2428,-0.0194,1.828954,-0.535094,2,0.4474,2.336113,1.539616,1.885357,1.309123,-0.647904,-0.647904,,FULL,PARTIAL,PARTIAL,0.65,0.84778000,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,small,True,20.69,60,-0.3992,86.72,66.04,17.79,80.00,4,Deerfield Management; Rock Springs Capital Management; Sectoral Asset Management,53.00,MEDIUM,MODERATE,55.58,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70
PVLA,226,25.84,-0.4525,-0.0362,0.827563,-0.230127,2,0.355409,1.280814,0.816063,0.816063,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,57.36,60,0.1022,80.00,60.54,15.14,61.00,1,Perceptive Advisors,48.00,LOW,LOW,52.03,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,72.0,diversified,0.83000,0.95,0.95,0.45,0.72
AVBP,227,25.80,-0.6067,-0.0485,0.634826,-0.082937,2,0.6390,1.584215,0.581876,0.635093,0.546398,-0.462692,-0.442735,-0.542520,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,48.35,60,-0.0230,50.00,50.00,0,67.00,2,Orbimed Advisors; Sofinnova Investments,80.00,MEDIUM,HIGH,42.89,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.67
ALVO,228,25.72,-0.56,-0.0448,1.063821,-0.310458,2,0.2702,0.420753,0.833490,1.039283,0.696295,-0.664897,-0.647421,-0.734800,FULL,FULL,FULL,0.90,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,25.74,60,-0.3198,50.00,50.00,0,50.00,0,,38.00,LOW,LOW,19.91,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.77
FULC,229,25.67,-0.6162,-0.0493,1.114188,-0.264384,2,0.2008,0.756188,0.955901,1.111773,0.851986,-0.477784,-0.399522,-0.790833,FULL,FULL,FULL,0.90,0.999100,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,alpha,False,,none,late,small,True,53.23,60,0.0448,50.00,50.00,0,71.00,2,Acuta Capital Partners; RA Capital Management,54.00,LOW,LOW,58.63,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.70
RVMD,230,25.13,-0.6451,-0.0516,0.735838,-0.214245,2,0.5877,0.809590,0.615277,0.718332,0.546574,-0.334458,-0.296497,-0.486304,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,90.53,60,0.6528,55.00,46.23,25.77,80.00,8,Acuta Capital Partners; Baker Bros Advisors; Casdin Capital; Deerfield Management; Opaleye Management; Rock Springs Capital Management; Tang Capital Partners,64.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
AURA,231,25.02,-0.6548,-0.0524,0.531381,-0.181818,2,0.6194,0.652580,0.573865,0.531234,0.602286,-0.439058,-0.403167,-0.582623,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,23.46,60,-0.3535,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,76.40,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.70
VKTX,232,24.68,-0.6844,-0.0548,0.611615,-0.230015,2,0.452809,1.647090,0.606078,0.606078,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,,alpha,False,,sev1,late,mid,True,21.70,60,-0.3819,50.00,50.00,0,80.00,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; Tang Capital Partners,74.00,MEDIUM,HIGH,24.62,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.75
ZYME,233,24.59,-0.6745,-0.054,0.743628,-0.186821,2,0.3925,0.298488,0.630281,0.730874,0.563218,-0.388363,-0.371086,-0.457471,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,late,small,True,56.39,60,0.0888,50.00,50.00,0,80.00,10,Acuta Capital Partners; EcoR1 Capital; Opaleye Management; Perceptive Advisors; Redmile Group; Samsara BioCapital; Tang Capital Partners,60.00,LOW,LOW,35.79,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.70
ELDN,234,24.53,-0.5879,-0.047,1.601567,-0.495413,3,0.213342,1.249371,1.586677,1.586677,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,mid,micro,True,17.93,60,-0.4504,50.00,50.00,0,61.00,1,RA Capital Management,53.00,LOW,LOW,79.41,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.58
IKT,235,24.20,-0.7045,-0.0564,0.759065,-0.175610,2,0.251769,0.387121,0.753495,0.753495,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,micro,True,37.58,60,-0.1634,50.00,50.00,0,61.00,1,Perceptive Advisors,49.00,LOW,LOW,68.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.80500,0.95,0.85,0.45,0.72
HUMA,236,24.15,-0.5785,-0.0463,0.781990,-0.406407,2,0.2938,0.249296,0.993696,0.767001,1.144826,-0.816802,-0.796398,-0.898414,FULL,FULL,FULL,0.90,0.9200,penalty,def_skip_not_elite_vol; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,late,micro,True,11.44,60,-0.5989,50.00,50.00,0,50.00,0,,56.00,MEDIUM,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.72
NTLA,237,24.12,-0.7248,-0.058,0.947200,-0.110692,2,0.3471,0.203411,1.024626,0.950098,1.074312,-0.731829,-0.712652,-0.808537,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,sev1,late,small,True,50.85,60,0.0117,65.00,54.38,29.60,65.71,5,Baker Bros Advisors,78.00,HIGH,HIGH,43.40,mcap_per_trial,0.8000,48.08,exceptional,Regeneron,50,,100.0,highly_crowded,84.0,diversified,0.83000,0.95,0.95,0.45,0.80
GOSS,238,24.10,-0.6646,-0.0532,0.775226,-0.323219,2,-0.057575,0.147908,0.833914,0.756690,0.885397,-0.526176,-0.492157,-0.662252,FULL,FULL,FULL,0.90,0.978500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95; def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,42.97,60,-0.0976,50.00,50.00,0,80.00,4,Opaleye Management; Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,48.00,LOW,LOW,78.43,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,diversified,0.83000,0.95,0.95,0.45,0.70
RPRX,239,23.96,-0.7455,-0.0596,0.250941,-0.015704,1,0.2616,0.317283,0.236991,0.250093,0.228257,-0.112450,-0.088895,-0.206671,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,large,True,39.33,60,-0.1482,50.00,50.00,0,50.00,0,,63.00,LOW,LOW,68.18,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.30
APGE,240,23.91,-0.7771,-0.0622,0.483633,-0.132961,3,0.5939,-0.467191,0.560818,0.472924,0.619414,-0.375578,-0.322588,-0.587536,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,mid,True,66.40,60,0.2158,50.00,50.00,0,80.00,5,Opaleye Management; Perceptive Advisors; RTW Investments; Sofinnova Investments; Tang Capital Partners,78.00,MEDIUM,HIGH,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.63
PRVA,241,23.91,-0.7559,-0.0605,0.308798,-0.096923,1,0.3531,0.033096,0.318560,0.314177,0.321482,-0.272288,-0.265862,-0.297993,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,mid,True,30.19,60,-0.2607,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.30
ZVRA,242,23.86,-0.6944,-0.0556,0.469820,-0.125367,2,0.2530,0.566910,0.542414,0.500213,0.570548,-0.434715,-0.434715,-0.434715,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,22.13,60,-0.3747,50.00,50.00,0,50.00,0,,75.00,LOW,LOW,55.08,mcap_per_trial,0.8000,50,unknown,,50,,65.0,moderate,76.0,diversified,0.83500,0.95,0.95,0.45,0.80
OPCH,243,23.84,-0.7351,-0.0588,0.302272,-0.048368,1,0.1565,-0.035327,0.320382,0.351677,0.299519,-0.280263,-0.260511,-0.359269,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,mid,True,50.80,60,0.0111,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,47.40,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.32
