ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
BBOT,49,53.59,0.8095,0.0648,0.723142,-0.008740,1,0.1057,0.385937,0.610085,0.709733,0.543652,-0.268212,-0.268212,-0.268212,FULL,FULL,FULL,0.90,1.0500,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05,alpha,False,,none,early,small,True,47.22,60,-0.0386,50.00,50.00,0,50.00,0,,45.00,LOW,LOW,23.21,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,52.0,concentrated,0.80000,0.95,0.85,0.45,0.40
QURE,50,53.18,1.5438,0.1235,1.609912,-0.640878,3,0.1181,1.963806,1.653165,1.593572,1.692894,-0.723615,-0.723615,-0.723615,FULL,FULL,FULL,0.90,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,mid,small,True,26.57,60,-0.3084,50.00,50.00,0,80.00,5,EcoR1 Capital; Perceptive Advisors; RA Capital Management; RTW Investments; Sofinnova Investments,48.00,MEDIUM,LOW,38.24,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.63
LAB,51,53.05,0.9737,0.0779,0.699444,-0.119048,2,0.1371,0.259663,0.710263,0.716661,0.705997,-0.490926,-0.442424,-0.684932,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,47.17,60,-0.0392,80.00,86.00,100.00,61.00,1,Casdin Capital,61.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87
BMRN,52,53.03,1.0125,0.081,0.437675,-0.074198,2,-0.072618,-0.101978,0.383659,0.432824,0.350882,-0.325062,-0.293423,-0.451620,FULL,FULL,FULL,0.90,0.9800,neutral,def_skip_not_elite_vol; def_mult_rsi_overbought_0.98,alpha,False,,none,late,large,True,33.90,60,-0.2119,50.00,50.00,0,50.00,0,,64.00,LOW,LOW,73.38,ev_cfo,0.8000,43.75,strong,Sarepta,71.0,BTD; ODD,75.0,uncrowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
ARVN,53,52.83,0.9487,0.0759,0.667934,-0.046256,2,0.5162,0.012174,0.863906,0.655767,1.002665,-0.728911,-0.690148,-0.883961,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,70.51,60,0.2699,80.00,74.78,62.61,68.00,2,Opaleye Management; Tang Capital Partners,76.00,LOW,LOW,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
VYGR,54,52.83,0.9364,0.0749,0.554326,-0.156317,1,0.5912,1.229004,0.630301,0.549102,0.684434,-0.562332,-0.517668,-0.740987,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,early,micro,True,31.15,60,-0.2480,50.00,50.00,0,58.57,3,EcoR1 Capital,57.00,LOW,LOW,76.79,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.37
PTCT,55,52.36,0.9243,0.0739,0.355692,-0.115652,2,0.6350,0.160581,0.443878,0.347676,0.508013,-0.366976,-0.366976,-0.366976,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,52.13,60,0.0296,55.00,42.78,14.27,80.00,9,Palo Alto Investors; RTW Investments; Sectoral Asset Management; Sofinnova Investments; Tang Capital Partners,79.00,LOW,MODERATE,87.66,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.80
QSI,56,52.04,1.2015,0.0961,0.707245,-0.446279,2,0.4481,0.069246,0.858465,0.706345,0.959879,-0.618779,-0.581749,-0.766900,FULL,FULL,FULL,0.90,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,micro,True,18.39,60,-0.4416,65.00,62.98,58.25,50.00,0,,53.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
DYN,57,51.99,0.9004,0.072,0.784580,-0.271464,1,0.4655,0.151596,0.832475,0.766983,0.876136,-0.645986,-0.593675,-0.855230,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,early,mid,True,33.22,60,-0.2209,50.00,50.00,0,80.00,13,Deep Track Capital; Ghost Tree Capital; Logos Global Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,59.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.50
TARS,58,51.49,1.0391,0.0831,0.343560,-0.201673,2,0.4285,-0.095059,0.413152,0.338413,0.462977,-0.344742,-0.318230,-0.450790,FULL,FULL,FULL,0.90,0.9500,penalty,def_mult_momentum_penalty_0.95,alpha,False,,none,late,mid,True,35.48,60,-0.1911,50.00,50.00,0,80.00,6,Ally Bridge Group; Cormorant Asset Management; Orbimed Advisors; RTW Investments; Rock Springs Capital Management; Tang Capital Partners,86.00,LOW,MODERATE,38.43,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.89
AVIR,59,51.32,0.8316,0.0665,0.541629,-0.064320,2,0.2224,0.927423,0.486500,0.531375,0.456583,-0.309696,-0.276923,-0.440789,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,43.83,60,-0.0857,50.00,50.00,0,50.00,0,,73.00,LOW,MODERATE,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.78
RIGL,60,51.27,0.9611,0.0769,0.938403,-0.269035,2,0.3248,1.933167,0.781330,0.916449,0.691251,-0.390359,-0.361038,-0.507643,FULL,FULL,FULL,0.90,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,alpha,False,,none,late,small,True,42.36,60,-0.1061,98.67,80.93,39.54,58.00,1,Opaleye Management,57.00,MEDIUM,MODERATE,82.47,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.77
IMRX,61,51.12,1.1093,0.0887,1.391503,-0.372149,1,0.2666,2.399545,1.290158,1.363811,1.241056,-0.612291,-0.553456,-0.847633,FULL,FULL,FULL,0.90,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,none,early,micro,True,30.71,60,-0.2538,50.00,50.00,0,78.00,4,Avidity Partners Management; Logos Global Management,41.00,MEDIUM,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,42.0,concentrated,0.74500,0.95,0.85,0.45,0.40
GH,62,50.82,0.8205,0.0656,0.637040,-0.022937,2,0.1582,0.553692,0.608486,0.628722,0.594995,-0.314546,-0.282339,-0.443373,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,71.97,60,0.2891,80.00,86.00,100.00,80.00,7,Casdin Capital; Deep Track Capital; RTW Investments,61.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.87
KYMR,63,50.69,0.7878,0.063,0.838950,-0.244433,3,-0.092238,-0.118279,0.786298,0.822912,0.761889,-0.505388,-0.482165,-0.598282,FULL,FULL,FULL,0.90,0.999100,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,alpha,False,,none,mid,mid,True,54.97,60,0.0690,50.00,50.00,0,80.00,4,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; Rock Springs Capital Management,70.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,60.46,exceptional,Sanofi; Vertex,64.0,FT; ODD,100.0,crowded,78.0,diversified,0.83000,0.95,0.95,0.45,0.53
SIGA,64,50.56,0.7771,0.0622,0.542430,-0.204626,2,0.1682,-0.115120,0.513086,0.536077,0.497759,-0.425862,-0.391350,-0.563910,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,21.57,60,-0.3841,50.00,50.00,0,50.00,0,,53.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,61.0,FT; PR,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.95
DSGN,65,50.53,0.7559,0.0605,0.715397,-0.002825,3,0.5494,2.000725,0.833020,0.803517,0.852688,-0.506838,-0.476548,-0.628000,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,small,True,87.43,60,0.5700,50.00,50.00,0,80.00,3,Baker Bros Advisors; RA Capital Management; Tang Capital Partners,53.00,LOW,LOW,42.16,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.53
DVAX,66,50.50,0.877,0.0702,0.705213,-0.015267,2,0.2577,0.579996,0.560511,0.689674,0.474403,-0.350000,-0.350000,-0.350000,FULL,FULL,FULL,0.90,0.9800,neutral,def_skip_not_elite_vol; def_mult_rsi_overbought_0.98,alpha,False,,none,late,small,True,59.99,60,0.1388,50.00,50.00,0,58.57,4,Deep Track Capital,75.00,LOW,LOW,34.42,ev_cfo,0.8000,50,unknown,,50,,100.0,crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.78
GERN,67,50.22,0.7351,0.0588,0.557081,-0.034965,2,0.4758,1.083890,0.664631,0.553201,0.738918,-0.674513,-0.645695,-0.789784,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,37.47,60,-0.1648,50.00,50.00,0,50.00,0,,75.00,LOW,MODERATE,79.44,mcap_per_trial,0.8000,50,unknown,,64.0,FT; ODD,90.0,moderate,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
ALDX,68,50.08,0.8654,0.0692,0.930493,-0.008945,2,0.314640,1.082510,0.909209,0.909209,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,alpha,False,,none,late,small,True,38.30,60,-0.1539,50.00,50.00,0,72.00,2,Palo Alto Investors; Perceptive Advisors,64.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.78
NBIX,69,49.96,0.7248,0.058,0.319676,-0.139690,2,0.4815,0.588576,0.370176,0.345750,0.386461,-0.428926,-0.428926,-0.428926,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,large,True,30.27,60,-0.2597,80.00,86.00,100.00,80.00,11,Deerfield Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sectoral Asset Management; Tang Capital Partners,68.00,LOW,LOW,39.61,ev_cfo,0.8000,38.30,strong,Takeda,71.0,BTD; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.84
MNKD,70,49.58,0.7146,0.0572,0.454611,-0.048680,2,0.3317,0.056829,0.489212,0.454473,0.512372,-0.460274,-0.440262,-0.540323,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,48.83,60,-0.0162,63.70,49.65,16.87,50.00,0,,47.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.92
GILD,71,49.28,0.7045,0.0564,0.271958,-0.003050,2,0.2668,-0.103953,0.280314,0.269978,0.287204,-0.175307,-0.168809,-0.201300,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,44.93,60,-0.0705,80.00,86.00,100.00,61.00,1,Sofinnova Investments,57.00,LOW,LOW,46.10,ev_cfo,0.8000,46.37,exceptional,Galapagos; Arcus Biosciences,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.95
ANIP,72,49.12,0.6944,0.0556,0.350949,-0.148497,2,0.0607,0.119879,0.366937,0.344031,0.382207,-0.229304,-0.228013,-0.234467,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,31.72,60,-0.2406,50.00,50.00,0,61.43,5,Deep Track Capital,63.00,MEDIUM,MODERATE,75.97,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.87
APLS,73,48.96,0.7665,0.0613,0.961240,-0.201099,2,0.2907,0.762181,0.778249,0.945988,0.666424,-0.523716,-0.461665,-0.771922,FULL,FULL,FULL,0.90,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,late,mid,True,28.17,60,-0.2872,50.00,50.00,0,72.00,2,EcoR1 Capital; Rock Springs Capital Management,66.00,MEDIUM,MODERATE,30.52,ev_cfo,0.8000,49.75,exceptional,Swedish Orphan Biovitrum,71.0,BTD; ODD,90.0,moderate,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.72
TRDA,74,48.76,0.6745,0.054,0.537903,-0.064902,1,0.3748,0.173487,0.582015,0.544388,0.607099,-0.666435,-0.641172,-0.767485,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,early,small,True,80.29,60,0.4166,50.00,50.00,0,56.00,1,Baker Bros Advisors,60.00,LOW,LOW,37.50,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.80500,0.95,0.85,0.45,0.40
EXEL,75,48.46,0.6548,0.0524,0.346824,-0.084960,2,0.040750,0.192460,0.398007,0.341325,0.435795,-0.253351,-0.253351,-0.253351,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,39.72,60,-0.1428,80.00,86.00,100.00,61.43,5,Krensavage Asset Management,67.00,LOW,MODERATE,64.29,ev_cfo,0.8000,50,unknown,,75.8,BTD; FT; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87
TRVI,76,48.43,0.6451,0.0516,0.675552,-0.226535,3,0.4046,1.396578,0.687968,0.659081,0.707227,-0.304100,-0.294989,-0.340541,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,small,True,39.78,60,-0.1420,98.67,80.93,39.54,58.00,1,Opaleye Management,67.00,LOW,MODERATE,48.04,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.87000,0.95,0.95,0.65,0.63
MLYS,77,48.02,0.6258,0.0501,0.613883,-0.324636,2,0.3093,-0.031626,0.811351,0.601955,0.950949,-0.362297,-0.338475,-0.457585,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,56.12,60,0.0849,50.00,50.00,0,80.00,5,Orbimed Advisors; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,59.00,MEDIUM,MODERATE,16.50,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.80
TVTX,78,47.78,0.7455,0.0596,0.694869,-0.251490,2,0.2672,0.473575,0.676183,0.678325,0.674755,-0.432724,-0.432000,-0.435622,FULL,FULL,FULL,0.90,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95,alpha,False,,none,late,mid,True,42.18,60,-0.1086,80.00,66.40,34.67,80.00,4,Palo Alto Investors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,48.00,MEDIUM,LOW,40.28,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.95
KNSA,79,47.77,0.6162,0.0493,0.340994,-0.031586,2,0.4817,-0.224132,0.400199,0.356317,0.429453,-0.241658,-0.216716,-0.341428,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,46.61,60,-0.0470,98.67,80.93,39.54,61.00,1,Baker Bros Advisors,58.00,LOW,LOW,37.01,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.77
AARD,80,47.69,0.6844,0.0548,0.848996,-0.110594,2,0.2477,0.376428,0.955883,0.857478,1.021487,-0.594203,-0.594203,,FULL,PARTIAL,PARTIAL,0.65,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,late,micro,True,50.48,60,0.0067,80.00,67.99,39.96,50.00,1,,64.00,LOW,MODERATE,74.37,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.87000,0.95,0.95,0.65,0.80
SYRE,81,47.61,0.5973,0.0478,0.567879,-0.049625,3,0.5938,0.113816,0.634730,0.559955,0.684580,-0.552342,-0.505448,-0.739916,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,mid,True,73.45,60,0.3086,80.00,71.76,52.52,80.00,6,Baker Bros Advisors; Deerfield Management; Opaleye Management; Perceptive Advisors; RTW Investments; Tang Capital Partners,81.00,MEDIUM,MODERATE,10.78,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.87500,0.95,0.95,0.65,0.60
AXSM,82,47.37,0.6067,0.0485,0.518641,-0.019725,2,0.3828,-0.219451,0.471510,0.507080,0.447797,-0.309884,-0.305626,-0.326915,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,63.64,60,0.1795,92.13,94.49,100.00,80.00,6,Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,69.8,BTD; FT,90.0,moderate,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.84
NAMS,83,47.20,0.5693,0.0455,0.473079,-0.232811,2,0.4627,0.226407,0.541577,0.489165,0.576519,-0.392790,-0.380972,-0.440060,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,31.08,60,-0.2489,86.72,66.04,17.79,80.00,3,Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management,63.00,LOW,LOW,42.39,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.75
CAI,84,47.18,0.5879,0.047,0.580724,-0.165811,2,0.1886,0.357725,0.571841,0.571841,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,mid,True,24.26,60,-0.3412,80.00,86.00,100.00,80.00,6,Perceptive Advisors; Rock Springs Capital Management,41.00,LOW,LOW,12.99,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.94
FHTX,85,47.07,0.6646,0.0532,0.893206,-0.126497,1,0.4168,0.451517,0.847428,0.890854,0.818477,-0.527846,-0.488636,-0.684685,FULL,FULL,FULL,0.90,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,none,early,small,True,53.92,60,0.0544,50.00,50.00,0,58.00,1,Deerfield Management,61.00,LOW,LOW,44.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.40
RCUS,86,47.04,0.56,0.0448,0.633015,-0.119157,2,0.5236,1.268961,0.652894,0.646433,0.657200,-0.526902,-0.493736,-0.659564,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,71.82,60,0.2872,80.00,86.00,100.00,72.00,2,RA Capital Management; Sofinnova Investments,50.00,LOW,LOW,42.13,ev_revenue,0.8000,48.08,exceptional,Gilead,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
RYTM,87,46.90,0.5508,0.0441,0.528184,-0.123618,2,-0.036645,0.117529,0.535826,0.517818,0.547831,-0.249415,-0.230580,-0.324752,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,30.62,60,-0.2550,92.13,90.33,86.13,80.00,7,Baker Bros Advisors; Opaleye Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Sofinnova Investments,65.00,LOW,MODERATE,36.80,mcap_per_trial,0.8000,50,unknown,,71.0,BTD; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.92
JANX,88,46.76,0.9123,0.073,1.669139,-0.591249,1,0.4324,1.890181,1.242789,1.645167,0.974536,-0.725776,-0.706408,-0.803247,FULL,FULL,FULL,0.90,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,early,small,True,11.97,60,-0.5851,50.00,50.00,0,80.00,6,Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,48.00,MEDIUM,LOW,26.79,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.40
CLDX,89,46.68,0.5326,0.0426,0.514818,-0.157383,2,0.7395,-0.033127,0.550628,0.508881,0.578459,-0.467192,-0.406899,-0.708365,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,small,True,36.31,60,-0.1801,80.00,80.36,81.19,80.00,7,Baker Bros Advisors; Deep Track Capital; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,70.81,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
AMPH,90,46.67,0.5417,0.0433,0.415990,-0.114966,2,0.2075,-0.042311,0.417731,0.407219,0.424739,-0.481987,-0.444504,-0.631917,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,34.76,60,-0.2005,50.00,50.00,0,50.00,0,,73.00,MEDIUM,MODERATE,78.57,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.90
SPRY,91,46.52,0.6354,0.0508,0.892942,-0.217458,2,0.4447,-0.336085,0.777710,0.881280,0.708663,-0.633243,-0.633243,-0.633243,FULL,FULL,FULL,0.90,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,none,late,small,True,27.70,60,-0.2934,63.70,49.65,16.87,79.00,4,Deerfield Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management,84.00,HIGH,HIGH,40.86,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.83500,0.95,0.95,0.45,0.90
CRL,92,46.04,0.5235,0.0419,0.321306,-0.031927,2,0.3502,0.449855,0.468535,0.337211,0.556084,-0.476038,-0.436250,-0.635190,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,52.14,60,0.0298,80.00,86.00,100.00,61.00,1,Rock Springs Capital Management,54.00,LOW,LOW,57.79,ev_cfo,0.8000,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87
NRIX,93,45.89,0.5055,0.0404,0.687468,-0.143922,3,0.5306,0.002240,0.685827,0.692752,0.681210,-0.612083,-0.588309,-0.707178,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,small,True,68.65,60,0.2455,50.00,50.00,0,70.00,3,Baker Bros Advisors; Perceptive Advisors; Redmile Group,67.00,MEDIUM,MODERATE,22.55,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.53
MIRM,94,45.73,0.5145,0.0412,0.424985,0.000000,2,0.3904,1.002807,0.406581,0.418175,0.398852,-0.277840,-0.277840,-0.277840,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,64.89,60,0.1959,50.00,50.00,0,80.00,4,Palo Alto Investors; Rock Springs Capital Management; Tang Capital Partners,71.00,LOW,MODERATE,12.99,ev_cfo,0.8000,43.75,strong,Ipsen,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.92
ROIV,95,45.43,0.4877,0.039,0.324875,-0.074128,3,0.3790,0.050128,0.328294,0.332450,0.325523,-0.218246,-0.201407,-0.285602,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_3,alpha,False,,none,mid,large,True,57.51,60,0.1042,50.00,50.00,0,80.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,48.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,49.0,concentrated,0.74000,0.95,0.85,0.45,0.53
PBYI,96,45.42,0.4966,0.0397,0.777352,-0.087808,2,0.2102,0.236339,0.719189,0.767223,0.687167,-0.333664,-0.243094,-0.695946,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,57.84,60,0.1088,50.00,50.00,0,50.00,0,,63.00,LOW,LOW,85.06,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70
INVA,97,45.15,0.4788,0.0383,0.326287,-0.114901,2,0.1955,0.293720,0.282824,0.318858,0.258801,-0.235321,-0.235321,-0.235321,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,36.60,60,-0.1764,50.00,50.00,0,50.00,0,,63.00,LOW,MODERATE,88.96,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.87
