ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
HALO,"Halozyme Therapeutics, Inc.",,,D,ineligible,,,D,0.332765,0.680769,1,,0,,,0,no_upcoming,9,tailwind,overbought_rsi,XS,ineligible,financial_score:-20.0;momentum_score:+18.7;clinical_score:+16.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 133820000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",late|none|pos,0.06958397674418605,56.900677,0.9283,0,1,1.0998,1.0746,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,268.65,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.405981,price_history,,0,0.4044,price_history,,0.0,,78.9799,0.2835,-0.163728,0.163728,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,74.62,41.25000000000000000000000000,,73.71,71.91011235955056179775280899,35.95150508286855741465923026,71.4191,1.1791,3.0,1076,30,1.0,0.0466,0,0,0.0,0.7,0.95,oncology,0.6858,highly_crowded,1.0,98,0.06958397674418605,0.667235,0.4323,31.97,0.656997,0.4043,1.969109,1.6119,0.0,0.0,0.35373,0.003479,0.0
IONS,"Ionis Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.803754,0.765385,1,,0,,102,0,specific_days,9,neutral,deep_drawdown,XS,ineligible,financial_score:+10.3;catalyst_score:-8.8;momentum_score:-6.8,tier=;reason=;cat_days=102;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 130874000.0, ""cash_total"": 2240171000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 187.5823540904904, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|near_91_180|pos,-0.01385521052631579,58.660483,0.6567,0,1,0.5502,0.5827,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,247.51,1.0,0,0,1.0,0,1.0,0,102,False,specific_days,-0.023971,price_history,,0,1.1499,price_history,,-0.365407,,49.8212,0.2985,-0.163728,-0.201679,late,large,none,commercial_biotech,morningstar,,,,0,0.9,47.60,45.56250000000000000000000000,,57.22,59.77528089887640449438202247,64.69662921348314606741573034,59.904,0.6898,3.0,80,91,1.0,2.7867,1,5,-0.0066,0.5,0.55,metabolic,0.2102,moderate,1.0,236,-0.01385521052631579,0.196246,-0.8551,45.56,0.885666,1.2038,1.080297,0.87405,0.0,0.0,0.20694,-0.000693,0.0
COLL,"Collegium Pharmaceutical, Inc.",,,D,ineligible,,,D,0.110922,0.965385,1,,0,,,0,no_upcoming,9,neutral,,XS,ineligible,clinical_score:-30.0;financial_score:+24.7;momentum_score:+8.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 386679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|nonpos,0.08036317367458867,71.644,-0.1527,112,1,-1.7588,-2.7254,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.013142,price_history,,0,0.0298,price_history,,-0.282131,,52.8158,0.4474,-0.163728,-0.118403,late,small,none,commercial_pharma,morningstar,,,,0,0.9,52.15,41.25000000000000000000000000,,86.44,14.09600359101684691887949052,68.80000000000000000000000000,13.1975,-1.2951,3.0,112,3,0.6667,0.5899,0,1,0.0,0.4,0.5,other,-1.4543,uncrowded,1.0,33,0.08036317367458867,0.889078,1.2216,25.99,0.537543,0.0942,0.004018,0.0,0.0,0.0,0.0,0.004018,0.0
RGNX,REGENXBIO Inc.,,,D,ineligible,,,D,0.694539,0.957692,1,,0,,133,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-29.0;financial_score:+18.4;momentum_score:+7.2,tier=;reason=;cat_days=133;strength=mid;decay_w=0.7,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 71673000.0, ""cash_total"": 274205000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 45.90933824452723, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|near_91_180|nonpos,0.03476938888888889,71.075,0.5882,0,1,-1.2607,-1.0379,1,1,buying,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=2000bps,1127.96,0.7,1,0,1.0,0,1.0,0,133,False,specific_days,0.151418,price_history,,1,1.5382,price_history,,-0.63394,,64.5862,0.6963,-0.163728,-0.470212,late,small,none,commercial_biotech,morningstar,,,,0,0.8029201877934272300469483568,55.99,45.56250000000000000000000000,55.5,84.60,19.79898722102989240976868802,67.26000000000000000000000000,18.2381,-1.0809,3.0,559,15,1.0,0.4633,0,1,0.0,0.3,0.55,ophthalmology,0.2102,moderate,1.0,204,0.03476938888888889,0.305461,-0.5088,23.39,0.506826,0.0171,0.001738,0.0,0.0,0.0,0.0,0.001738,0.0
ARVN,"Arvinas, Inc.",,,D,ineligible,,,D,0.697952,0.880769,1,,0,,10,1,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-32.5;financial_score:+20.0;smart_money_score:+17.5,tier=;reason=;cat_days=10;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 273800000.0, ""cash_total"": 685400000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 30.030679327976625, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",late|near_0_30|pos,0.029295749999999995,65.6575,0.6315,0,1,-0.0138,0.078,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,932.46,0.85,1,0,1.0,0,1.0,0,10,True,specific_days,-0.45612,price_history,,4,1.5457,price_history,,-0.801857,,27.8273,0.6174,-0.163728,-0.638129,late,small,none,commercial_biotech,morningstar,,,,0,0.8141091718402249033618367108,15.97,44.66680177777777777777777778,66.0,90.46,47.32581464181009692940004769,68.450,47.2647,0.1526,3.0,649,7,1.0,0.6035,2,0,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,205,0.029295749999999995,0.302048,-0.5185,28.07,0.588737,0.2243,0.164245,0.117,0.0,0.0,0.04578,0.001465,0.0
INVA,"Innoviva, Inc.",,,D,ineligible,,,D,0.349829,0.911538,1,,0,,,0,no_upcoming,9,neutral,,XS,ineligible,financial_score:+18.8;catalyst_score:-11.1;clinical_score:-6.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 550941000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|pos,0.06958397674418605,68.173,-0.4832,,0,-0.0736,0.0245,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.28,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.023639,price_history,,0,0.1825,price_history,,-0.150098,,36.9214,0.3385,-0.163728,0.01363,late,small,none,commercial_biotech,morningstar,,,,0,0.9,51.13,41.25000000000000000000000000,,74.02,46.00555485418507764171190507,71.20000000000000000000000000,44.8146,0.0485,3.0,,4,0.0,0.0,0,0,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,103,0.06958397674418605,0.650171,0.3858,42.31,0.820819,0.9185,0.054779,0.03675,0.0,0.0,0.01455,0.003479,0.0
KROS,"Keros Therapeutics, Inc.",,,D,ineligible,,,D,0.725256,0.919231,1,,0,,161,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-35.0;financial_score:+29.4;smart_money_score:+22.3,tier=;reason=;cat_days=161;strength=mid;decay_w=0.7,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 693472000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",mid|near_91_180|nonpos,0.024424,68.209115,0.0105,0,1,-1.7665,-1.4905,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=2000bps,1232.31,0.7,1,0,1.0,0,1.0,0,161,False,specific_days,-0.315039,price_history,,4,0.5736,price_history,,-0.839714,,42.3426,0.4961,-0.163728,-0.675986,mid,small,none,commercial_biotech,morningstar,,,,0,0.8214928939699618919524770231,25.02,45.56250000000000000000000000,66.0,86.63,8.634547684031486096277837108,73.07692307692307692307692308,7.3384,-1.5441,2.0,161,2,0.3333,0.2614,0,1,0.0,0.4,0.5,respiratory,-0.5032,uncrowded,1.0,213,0.024424,0.274744,-0.5985,21.18,0.462457,-0.0942,0.001221,0.0,0.0,0.0,0.0,0.001221,0.0
AMRX,"Amneal Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.745734,0.580769,1,,0,,41,1,specific_days,9,tailwind,,XS,ineligible,catalyst_score:-16.4;clinical_score:+15.7;momentum_score:+7.0,tier=;reason=;cat_days=41;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 201249000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",late|near_31_90|pos,0.004868357142857142,54.682346,0.9261,0,1,0.7858,0.5797,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,544.86,0.85,1,0,1.0,0,1.0,0,41,True,specific_days,0.12083,price_history,,0,0.1695,price_history,,-0.063784,,52.225,0.3236,-0.163728,0.099944,late,mid,none,commercial_pharma,morningstar,,,,0,0.9,62.23,38.82273600000000000000000000,,57.84,70.89887640449438202247191011,48.87188006803528341442189787,70.1167,1.1238,3.0,41,15,1.0,0.1776,1,0,0.0,0.8,0.6,autoimmune,0.6858,highly_crowded,1.0,219,0.004868357142857142,0.254266,-0.6611,44.33,0.858362,1.073,1.206933,0.86955,0.0,0.0,0.33714,0.000243,0.0
EXEL,"Exelixis, Inc.",,,D,ineligible,,,D,0.749147,0.688462,1,,0,,72,0,specific_days,9,tailwind,,XS,ineligible,catalyst_score:-12.3;momentum_score:+10.8;clinical_score:+2.3,tier=;reason=;cat_days=72;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 1059091000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",late|near_31_90|pos,0.004868357142857142,57.210393,0.8878,0,1,0.5654,0.5964,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,299.43,1.0,0,0,1.0,0,1.0,0,72,False,specific_days,0.123633,price_history,,0,0.294,price_history,,-0.05618,,52.0405,0.4304,-0.163728,0.107548,late,large,none,commercial_biotech,morningstar,,,,0,0.9,68.62,45.56250000000000000000000000,,50.86,60.11235955056179775280898877,57.07865168539325842696629213,60.6914,0.7232,3.0,3,90,1.0,3.7349,5,4,-0.008,0.4,0.95,oncology,0.6858,highly_crowded,1.0,220,0.004868357142857142,0.250853,-0.6718,41.66,0.796928,0.8307,1.111803,0.8946,0.0,0.0,0.21696,0.000243,0.0
IMCR,Immunocore Holdings plc,,,D,ineligible,,,D,0.145051,0.85,1,,0,,,0,no_upcoming,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-43.2;smart_money_score:+29.5;financial_score:+18.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 10712000.0, ""cash_total"": 864153000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 453.2667191188041, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",late|none|nonpos,0.08036317367458867,64.265,0.5579,0,1,-1.8256,-1.5434,6,6,buying,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,888.71,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.100001,price_history,,6,1.0446,price_history,,-0.541385,,51.2003,0.4195,-0.163728,-0.377657,late,small,none,commercial_biotech,morningstar,,,,0,0.8953852743690669136374160685,55.40,41.25000000000000000000000000,80.0,63.95,7.328620123721752304002019949,68.450,6.1377,-1.5951,3.0,649,12,1.0,0.1442,0,0,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,43,0.08036317367458867,0.854949,1.0579,20.00,0.421502,-0.1981,0.004018,0.0,0.0,0.0,0.0,0.004018,0.0
AMLX,"Amylyx Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.517065,0.826923,1,,0,,286,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+29.8;clinical_score:-20.6;catalyst_score:-9.6,tier=;reason=;cat_days=286;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 95440000.0, ""cash_total"": 343990000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.251047778709136, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",late|far_271_540|nonpos,0.04223288135593221,61.9325,0.6157,0,1,-0.839,-1.5307,9,9,buying,2.2865,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,684.74,0.85,1,0,1.0,0,1.0,0,286,False,specific_days,-0.022951,price_history,,9,1.6647,price_history,,-0.480797,,51.9906,0.6469,-0.163728,-0.317069,late,small,none,commercial_pharma,morningstar,,,,0,0.8732299502372410600624927670,57.48,45.56250000000000000000000000,85,75.55,34.62820350965787148087362706,53.32000000000000000000000000,32.9947,-0.4538,3.0,286,7,1.0,0.2719,0,0,0.0,0.4,0.6,cns,0.6858,highly_crowded,1.0,152,0.04223288135593221,0.482935,-0.0428,30.97,0.643345,0.3674,0.002112,0.0,0.0,0.0,0.0,0.002112,0.0
DAWN,"Day One Biopharmaceuticals, Inc.",,,D,ineligible,,,D,0.12116,0.803846,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-29.1;financial_score:+27.7;smart_money_score:+14.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 103757000.0, ""cash_total"": 441113000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 51.01685669400619, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",late|none|nonpos,0.08036317367458867,60.805,-0.7159,285,1,-1.6314,-1.3696,1,1,neutral,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,612.55,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.296982,price_history,,1,1.3075,price_history,,-0.534765,,36.6495,0.8040,-0.163728,-0.371037,late,small,none,commercial_biotech,morningstar,,,,0,0.8368586915887850467289719626,27.39,41.25000000000000000000000000,55.0,70.07,11.61595758111349577073601818,68.450,10.916,-1.3921,3.0,317,7,1.0,0.1341,0,0,0.1429,0.3,0.95,oncology,0.6858,highly_crowded,1.0,36,0.08036317367458867,0.87884,1.1692,19.44,0.404437,-0.2419,0.004018,0.0,0.0,0.0,0.0,0.004018,0.0
BIIB,Biogen Inc.,,,D,ineligible,,,D,0.796928,0.426923,1,,0,,108,0,specific_days,9,neutral,deep_drawdown,XS,ineligible,financial_score:-21.2;clinical_score:+18.5;smart_money_score:+15.6,tier=;reason=;cat_days=108;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 5}",late|near_91_180|pos,-0.01385521052631579,50.031615,0.9271,0,1,0.8084,0.6091,5,5,buying,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,critical,<=400bps,177.15,1.0,0,0,1.0,0,1.0,0,108,False,specific_days,-0.028729,price_history,,5,0.2042,price_history,,-0.404983,,46.4262,0.3103,-0.163728,-0.241255,late,large,none,commercial_pharma,morningstar,,,,0,0.8253604890604890604890604891,47.20,45.56250000000000000000000000,68.5,75.31,71.40449438202247191011235955,31.62914334609827603136528777,72.7354,1.235,3.0,6,362,1.0,2.3876,2,3,0.0015,0.8,0.95,oncology,0.6858,highly_crowded,1.0,234,-0.01385521052631579,0.203072,-0.8307,32.04,0.66041,0.4136,1.283457,0.91365,0.0,0.0,0.3705,-0.000693,0.0
APLS,"Apellis Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.288396,0.657692,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+17.5;momentum_score:-16.2;smart_money_score:+15.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 466233000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|none|pos,0.06958397674418605,56.455396,0.6416,0,1,0.26,0.3231,6,6,buying,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,418.5,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.20951,price_history,,6,1.3965,price_history,,-0.595713,,36.6079,0.7133,-0.163728,-0.431985,late,mid,none,commercial_biotech,morningstar,,,,0,0.8657613165769000598444045482,39.51,41.25000000000000000000000000,71.0,44.60,53.37078651685393258426966292,73.20754716981132075471698113,53.5176,0.4184,3.0,72,14,1.0,1.2868,1,2,0.0,0.4,0.55,infectious_disease,-0.5032,uncrowded,1.0,85,0.06958397674418605,0.711604,0.5581,40.41,0.769625,0.7376,0.613649,0.48465,0.0,0.0,0.12552,0.003479,0.0
MNKD,MannKind Corporation,,,D,ineligible,,,D,0.377133,0.388462,1,,0,,,0,no_upcoming,9,headwind,,XS,ineligible,clinical_score:+21.8;catalyst_score:-10.9;momentum_score:-9.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 171346000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",late|none|pos,0.06958397674418605,48.7705,0.9333,0,1,1.1915,1.1566,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,820.88,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.212357,price_history,,0,0.5621,price_history,,-0.298387,,43.9008,0.4616,-0.163728,-0.134659,late,small,none,commercial_biotech,morningstar,,,,0,0.9,42.22,41.25000000000000000000000000,,49.39,73.93258426966292134831460674,51.20000000000000000000000000,74.2004,1.2973,3.0,39,22,1.0,1.7246,1,2,0.0,0.8,0.5,respiratory,0.6858,highly_crowded,1.0,111,0.06958397674418605,0.622867,0.313,45.20,0.882253,1.1863,2.127569,1.7349,0.0,0.0,0.38919,0.003479,0.0
IDYA,"IDEAYA Biosciences, Inc.",,,D,ineligible,,,D,0.87884,0.75,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+19.0;smart_money_score:+16.9;momentum_score:-14.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 71098000.0, ""cash_total"": 639388000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 107.9166221272047, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 6}",mid|none|nonpos,-0.08185119298245615,58.354925,-1.29,458,1,-0.6216,-0.4659,6,6,neutral,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,591.25,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.230831,price_history,,6,1.1218,price_history,,-0.596976,,38.8761,0.3864,-0.163728,-0.433248,mid,mid,none,commercial_biotech,morningstar,,,,0,0.8493134789070538470332685492,33.41,41.25000000000000000000000000,65.0,61.30,33.90886436454254182983268067,67.15094339622641509433962264,32.7179,-0.4656,2.0,665,6,1.0,0.0154,0,0,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,258,-0.08185119298245615,0.12116,-1.1692,29.62,0.609215,0.2773,-0.004093,0.0,0.0,0.0,0.0,-0.004093,0.0
SRPT,"Sarepta Therapeutics, Inc.",,,D,ineligible,,,D,0.035836,0.488462,1,,0,,589,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-26.5;financial_score:+13.1;smart_money_score:+11.8,tier=;reason=;cat_days=589;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 336685000.0, ""cash_total"": 850993000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.848768719225042, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.09766431818181819,51.975,0.8954,0,1,0.6723,0.692,3,3,neutral,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,463.86,0.85,1,0,1.0,0,1.0,0,589,False,specific_days,-0.309172,price_history,,3,1.4927,price_history,,-0.547757,,27.9011,1.0694,-0.163728,-0.384029,late,small,none,commercial_biotech,morningstar,,,,0,0.8614184485330681253107906514,26.66,45.56250000000000000000000000,65.0,48.10,62.47191011235955056179775281,66.24000000000000000000000000,62.9457,0.819,3.0,137,24,1.0,0.645,2,0,0.0,0.8,0.75,rare_disease,0.6858,highly_crowded,1.0,11,0.09766431818181819,0.964164,1.8012,36.61,0.725256,0.5985,1.288583,1.038,0.0,0.0,0.2457,0.004883,0.0
ARDX,"Ardelyx, Inc.",,,D,ineligible,,,D,0.001706,0.296154,1,,0,,620,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-30.0;clinical_score:+26.4;catalyst_score:-5.0,tier=;reason=;cat_days=620;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,survivability_critical,"{""burn_ttm"": 42483000.0, ""cash_total"": 67999000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.207400607301743, ""stage_bucket"": ""late"", ""surv_score"": ""-4.0"", ""tier1_count"": 1}",late|far_271_540|pos,0.09766431818181819,45.754722,0.9361,0,1,1.3304,1.281,1,1,buying,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,582.84,0.85,1,0,1.0,0,1.0,0,620,False,specific_days,0.088539,price_history,,1,0.5319,price_history,,-0.44898,,43.555,0.8641,-0.163728,-0.285252,late,small,none,commercial_biotech,morningstar,,,,0,0.8854376442844731289561871664,54.17,45.56250000000000000000000000,55.5,73.39,77.000,20.52049382716049382716049383,76.159,1.3805,3.0,317,16,1.0,0.1781,0,0,0.0,0.6,0.5,respiratory,-0.5032,uncrowded,1.0,1,0.09766431818181819,0.998294,2.9279,32.31,0.663823,0.4229,2.340533,1.9215,0.0,0.0,0.41415,0.004883,0.0
