ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
STOK,"Stoke Therapeutics, Inc.",148,0.73,C,low_quality+no_catalyst_data,,,C,0.878007,0.55,1,,0,,,0,no_upcoming,9,tailwind,high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,momentum_score:+39.4;clinical_score:-27.5;smart_money_score:+24.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 83394000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 6}",mid|none|nonpos,0.009199273885350318,49.832378,0.1368,0,1,-0.8469,-0.7622,6,6,buying,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,603.91,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.021362,price_history,,6,2.0677,price_history,,-0.094749,,61.4115,0.7422,-0.011891,-0.082858,mid,mid,none,commercial_biotech,morningstar,,,,0,0.7884608316103836434642775098,95.02,41.25000000000000000000000000,80.0,44.67,28.14342403628117913832199547,33.76417233560090702947845804,26.6279,-0.7226,2.0,1709,1,0.0,0.0,0,0,0.0,0.3,0.5,other,-3.3458,uncrowded,1.0,256,0.009199273885350318,0.121993,-1.1651,24.70,0.513746,0.0345,0.00046,0.0,0.0,0.0,0.0,0.00046,0.0
DVAX,Dynavax Technologies Corporation,149,0.44,C,low_quality+no_catalyst_data,,,C,0.094502,0.219231,1,,0,,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+7.6;momentum_score:-7.4;clinical_score:+7.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 160247000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",late|none|pos,0.09789205095541402,36.975389,0.7163,0,1,-0.016,0.1403,2,2,selling,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,453.41,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.114829,price_history,,2,0.6748,price_history,,-0.225484,,59.5296,0.7250,-0.011891,-0.213593,late,small,none,commercial_pharma,morningstar,,,,0,0.8861010221860843303519572540,37.01,41.25000000000000000000000000,52.0,32.67,51.61676646706586826347305389,40.30864197530864197530864198,52.5889,0.3756,3.0,18,19,1.0,1.3988,1,1,0.0,0.4,0.95,oncology,-0.4975,uncrowded,1.0,28,0.09789205095541402,0.905498,1.3135,38.55,0.719931,0.5826,0.328025,0.21045,0.0,0.0,0.11268,0.004895,0.0
FOLD,"Amicus Therapeutics, Inc.",150,0.52,C,low_quality+no_catalyst_data,,,C,0.108247,0.203846,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,smart_money_score:+23.9;momentum_score:-15.9;catalyst_score:-8.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 293536000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 6}",late|none|pos,0.09789205095541402,36.065051,0.7095,0,1,0.0513,0.1499,6,6,buying,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,259.01,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.161317,price_history,,6,0.8952,price_history,,-0.298898,,47.6649,0.6001,-0.011891,-0.287007,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,34.11,41.25000000000000000000000000,74.0,15.33,47.85865394958585822367241564,53.06122448979591836734693878,48.7011,0.2112,3.0,126,29,1.0,1.1331,1,2,0.0,0.7,0.75,rare_disease,0.6892,highly_crowded,1.0,32,0.09789205095541402,0.891753,1.2359,41.21,0.764605,0.7212,0.293105,0.22485,0.0,0.0,0.06336,0.004895,0.0
BCRX,"BioCryst Pharmaceuticals, Inc.",151,0.73,C,low_quality+no_catalyst_data,,,C,0.087629,0.319231,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+28.4;financial_score:-22.0;catalyst_score:-11.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 212873000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|none|pos,0.09789205095541402,41.822486,0.7116,0,1,-0.1008,0.0599,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,517.78,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.56606,price_history,,3,1.6613,price_history,,0.0,,69.1701,0.4141,-0.011891,0.011891,late,mid,none,commercial_pharma,morningstar,,,,0,0.8953892651986596457635232169,80.94,41.25000000000000000000000000,60.5,34.00,49.64111696766148342038477934,30.52107917997130825119163312,49.9824,0.2654,3.0,47,27,1.0,1.3001,1,1,0.0,0.8,0.55,infectious_disease,0.6892,highly_crowded,1.0,26,0.09789205095541402,0.912371,1.3555,28.92,0.599656,0.2525,0.174365,0.08985,0.0,0.0,0.07962,0.004895,0.0
LGND,Ligand Pharmaceuticals Incorporated,152,0.73,C,low_quality+no_catalyst_data,,,C,0.678694,0.480769,1,,0,,,0,no_upcoming,9,tailwind,overbought_rsi,L,momentum_tailwind,clinical_score:-32.6;momentum_score:+21.3;financial_score:+11.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 664522000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.05211243037974684,47.847192,-1.9245,,0,-1.309,-1.2315,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,494.19,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.445713,price_history,,0,0.4332,price_history,,0.0,,77.6703,0.2960,-0.011891,0.011891,early,mid,sev1,commercial_biotech,morningstar,,,,0,0.7264430596175478065241844769,71.87,50,,15.33,18.00000000000000000000000000,62.46153846153846153846153846,18.175,-1.0801,,,,,,,,,,,,-1.6843,unknown,1.0,198,0.05211243037974684,0.321306,-0.4641,18.29,0.369416,-0.3334,0.002606,0.0,0.0,0.0,0.0,0.002606,0.0
VTRS,Viatris Inc.,153,0.52,C,low_quality+no_catalyst_data,,,C,0.757732,0.457692,1,,0,,,0,no_upcoming,9,headwind,overbought_rsi,M,sponsor_confirmed|momentum_headwind,clinical_score:-26.6;smart_money_score:+15.9;financial_score:+5.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 975300000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 2}",early|none|nonpos,0.05211243037974684,46.633192,-1.9245,,0,-1.4579,-1.2285,2,2,buying,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,271.14,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.010996,price_history,,2,0.3312,price_history,,-0.08834,,70.1917,0.337,-0.011891,-0.076449,early,large,sev1,commercial_pharma,morningstar,,,,0,0.7535252171925011431184270690,44.01,50,60.5,43.21,18.00000000000000000000000000,50.46153846153846153846153846,18.175,-1.0801,,,,,,,,,,,,-1.6843,unknown,1.0,221,0.05211243037974684,0.242268,-0.699,21.02,0.438144,-0.1557,0.002606,0.0,0.0,0.0,0.0,0.002606,0.0
FTRE,Fortrea Holdings Inc.,154,0.22,C,low_quality+no_catalyst_data,,,C,0.664948,0.45,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown_rel_xbi,S,momentum_headwind,clinical_score:-21.2;smart_money_score:+16.3;momentum_score:-11.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 15600000.0, ""cash_total"": 131300000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.69230769230769, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.05211243037974684,46.620001,-1.9245,,0,-1.309,-1.2315,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,770.09,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.407711,price_history,,1,0.712,price_history,,-0.331678,,57.8335,0.8315,-0.011891,-0.319787,early,small,sev1,commercial_biotech,morningstar,,,,0,0.6175428571428571428571428571,27.94,50,55.5,59.75,18.00000000000000000000000000,44.71000132117849121416303342,18.175,-1.0801,,,,,,,,,,,,-1.6843,unknown,1.0,194,0.05211243037974684,0.335052,-0.426,15.94,0.269759,-0.6135,0.002606,0.0,0.0,0.0,0.0,0.002606,0.0
NTRA,"Natera, Inc.",155,0.86,C,low_quality,,,C,0.022337,0.234615,1,,0,,385,0,specific_days,9,neutral,,L,catalyst_far_lift|sponsor_confirmed,clinical_score:+18.9;catalyst_score:-9.1;financial_score:-7.1,tier=;reason=;cat_days=385;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",late|far_271_540|nonpos,0.1,37.344548,0.9985,0,1,,0.0,5,5,selling,0.7489,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,210.15,1.0,0,0,1.0,0,1.0,0,385,False,specific_days,0.043298,price_history,,5,0.3083,price_history,,-0.102849,,40.4344,0.3255,-0.011891,-0.090958,late,large,none,platform_diagnostics,morningstar,,,,0,0.8245760992108229988726042841,53.01,45.56250000000000000000000000,53.5,15.33,73.53293413173652694610778443,47.50455177469412472460269082,74.8852,1.3188,3.0,11,67,1.0,2.2229,2,3,0.0,0.8,0.95,oncology,0.2145,moderate,1.0,7,0.1,0.977663,2.0077,33.11,0.654639,0.3979,0.40064,0.0,0.0,0.0,0.39564,0.005,0.0
MEDP,"Medpace Holdings, Inc.",156,0.26,C,low_quality+no_catalyst_data,,,C,0.685567,0.311538,1,,0,,,0,no_upcoming,9,headwind,,S,momentum_headwind,clinical_score:+21.8;catalyst_score:-10.5;momentum_score:-8.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 497049000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.05211243037974684,41.667299,-1.7786,,0,,0.0,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,270.97,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.125229,price_history,,0,0.5337,price_history,,-0.165803,,41.6484,0.2643,-0.011891,-0.153912,early,large,none,platform_diagnostics,morningstar,,,,0,0.8532246430216490096729617688,43.08,41.25000000000000000000000000,,31.33,73.53846153846153846153846154,49.07955292570677186061801447,72.023,1.1977,0.0,,6,0.0,0.0,0,0,0.0,0.0,0.5,dermatology,-3.5832,uncrowded,1.0,200,0.05211243037974684,0.314433,-0.4833,42.22,0.798969,0.8379,0.361916,0.0,0.0,0.0,0.35931,0.002606,0.0
ONC,BeOne Medicines Ltd.,157,0.52,C,low_quality,,,C,0.771478,0.357692,1,,0,,86,0,specific_days,9,headwind,deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,clinical_score:-23.3;financial_score:+15.4;smart_money_score:+13.0,tier=;reason=;cat_days=86;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 4547530000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 2}",late|near_31_90|nonpos,0.046102304347826084,43.016374,0.6805,0,1,-1.0038,-0.9217,2,2,buying,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,342.35,1.0,0,0,1.0,0,1.0,0,86,False,specific_days,-0.091312,price_history,,2,0.7306,price_history,,-0.278017,,60.4005,0.415,-0.011891,-0.266126,late,large,none,commercial_biotech,morningstar,,,,0,0.8800411779511704002013591744,45.44,45.56250000000000000000000000,61.0,15.33,24.69747132481543898231481149,63.47305389221556886227544910,25.9128,-0.7528,3.0,140,38,1.0,2.4812,3,7,0.0,0.4,0.95,oncology,-0.4975,uncrowded,1.0,225,0.046102304347826084,0.228522,-0.7437,25.34,0.524055,0.0603,0.002305,0.0,0.0,0.0,0.0,0.002305,0.0
GH,"Guardant Health, Inc.",158,0.86,C,low_quality,,,C,0.764605,0.426923,1,,0,,67,0,specific_days,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-18.3;momentum_score:+17.1;financial_score:-6.7,tier=;reason=;cat_days=67;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 184760000.0, ""cash_total"": 378203000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.05654706689919, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",late|near_31_90|nonpos,0.046102304347826084,46.032365,0.9899,0,1,,0.0,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,236.1,1.0,0,0,1.0,0,1.0,0,67,False,specific_days,0.614742,price_history,,3,1.0851,price_history,,-0.174381,,62.1693,0.6981,-0.011891,-0.16249,late,large,none,platform_diagnostics,morningstar,,,,0,0.9,81.03,45.56250000000000000000000000,66.5,11.74,69.22155688622754491017964072,57.14970059880239520958083832,70.9464,1.1522,3.0,10,758,1.0,6.8341,10,13,0.0018,0.8,0.95,oncology,-0.4975,uncrowded,1.0,223,0.046102304347826084,0.235395,-0.7212,43.00,0.812715,0.8879,0.347965,0.0,0.0,0.0,0.34566,0.002305,0.0
LAB,Standard BioTools Inc.,159,0.07,B,mod_quality+catalyst_near,,,B,0.768041,0.726923,1,,0,,36,1,specific_days,9,headwind,,XS,momentum_headwind|cost_haircut_>2000bps,clinical_score:+21.0;financial_score:-11.1;catalyst_score:-11.1,tier=;reason=;cat_days=36;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 73153000.0, ""cash_total"": 129418000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 21.229696663158037, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",late|near_31_90|nonpos,0.046102304347826084,56.037742,0.989,0,1,,0.0,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,36,True,specific_days,-0.214444,price_history,,1,0.8043,price_history,,-0.229508,,62.9409,0.7324,-0.011891,-0.217617,late,small,sev1,platform_devices,morningstar,,,,0,0.8246337798923250281707775135,40.67,36.45884444444444444444444444,55.5,90.00,68.50299401197604790419161677,36.45276063100137174211248285,70.253,1.1229,3.0,83,854,1.0,1.7096,5,1,0.0417,0.8,0.95,oncology,0.6892,highly_crowded,1.0,224,0.046102304347826084,0.231959,-0.7324,23.77,0.496564,-0.0086,0.339175,0.0,0.0,0.0,0.33687,0.002305,0.0
TEM,"Tempus AI, Inc.",160,0.86,C,low_quality,,,C,0.802405,0.565385,1,,0,,128,0,specific_days,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-14.0;momentum_score:-9.6;financial_score:+8.9,tier=;reason=;cat_days=128;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 218090000.0, ""cash_total"": 604787000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.16826017748832, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 4}",late|near_91_180|nonpos,0.019136886363636366,51.103408,0.9858,0,1,,0.0,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=400bps,199.47,1.0,0,0,1.0,0,1.0,0,128,False,specific_days,,,beta_missing:insufficient_overlap,4,,,insufficient_overlap,,series_too_short,53.7664,0.5816,-0.011891,,late,mid,none,platform_services,morningstar,,,drawdown,1,0.8459278417173154015259278417,50,45.56250000000000000000000000,66.0,29.38,67.78443113772455089820359281,68.48979591836734693877551020,68.7189,1.058,3.0,110,204,1.0,1.8566,0,3,0.0,0.8,0.95,oncology,-0.4975,uncrowded,1.0,234,0.019136886363636366,0.197595,-0.8502,42.25,0.802405,0.8502,0.318357,0.0,0.0,0.0,0.3174,0.000957,0.0
CATX,"Perspective Therapeutics, Inc.",161,0.73,C,mod_quality+no_catalyst_data,,,C,0.640893,0.742308,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,catalyst_score:-15.9;clinical_score:+12.7;financial_score:+8.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 57827000.0, ""cash_total"": 174137000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.13613018140315, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|nonpos,0.05211243037974684,57.176759,-0.388,0,1,,0.0,2,2,buying,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,741.74,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.386415,price_history,,2,1.0022,price_history,,-0.255435,,61.1879,0.7923,-0.011891,-0.243544,early,small,none,platform_devices,morningstar,,,,0,0.7565861092967559329414326148,50.97,41.25000000000000000000000000,58.0,50.00,69.84615384615384615384615385,65.51724137931034482758620690,68.6807,1.0564,1.0,1253,4,1.0,0.0005,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,187,0.05211243037974684,0.359107,-0.3608,43.88,0.833333,0.9674,0.319526,0.0,0.0,0.0,0.31692,0.002606,0.0
CDNA,"CareDx, Inc.",162,0.73,C,mod_quality+catalyst_far,,,C,0.008591,0.811538,1,,0,,340,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,momentum_score:+30.8;catalyst_score:-18.4;financial_score:-10.6,tier=;reason=;cat_days=340;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 177208000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",late|far_271_540|nonpos,0.1,61.854,0.9794,0,1,,0.0,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,851.72,0.85,1,0,1.0,0,1.0,0,340,False,specific_days,1.212336,price_history,,3,1.1785,price_history,,0.0,,68.9708,0.5165,-0.011891,0.011891,late,small,none,platform_diagnostics,morningstar,,,,0,0.8840539130434782608695652174,94.77,45.56250000000000000000000000,60.5,54.00,65.62874251497005988023952096,53.33333333333333333333333334,66.5952,0.9681,3.0,236,261,1.0,1.0144,1,1,0.0,0.6,0.95,oncology,0.6892,highly_crowded,1.0,3,0.1,0.991409,2.3828,41.46,0.771478,0.7437,0.29543,0.0,0.0,0.0,0.29043,0.005,0.0
ARWR,"Arrowhead Pharmaceuticals, Inc.",163,0.86,C,low_quality,,,C,0.93299,0.280769,1,,0,,218,0,specific_days,9,headwind,deep_drawdown_rel_xbi,L,catalyst_far_lift|sponsor_confirmed|momentum_headwind,clinical_score:-20.4;smart_money_score:+13.5;financial_score:+10.5,tier=;reason=;cat_days=218;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 714967000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",late|near_181_270|nonpos,-0.007043844155844157,40.613133,0.6835,0,1,-0.8941,-0.8102,2,2,buying,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,234.38,1.0,0,0,1.0,0,1.0,0,218,False,specific_days,-0.047026,price_history,,2,1.4558,price_history,,-0.285968,,56.3949,0.7267,-0.011891,-0.274077,late,mid,none,commercial_biotech,morningstar,,,,0,0.7957586865215731195112638412,45.83,45.56250000000000000000000000,61.0,15.33,27.10638603033454049983864607,57.95918367346938775510204081,27.1205,-0.7017,3.0,614,24,1.0,0.8649,1,1,0.0,0.4,0.5,respiratory,-0.4975,uncrowded,1.0,272,-0.007043844155844157,0.06701,-1.4984,21.91,0.469072,-0.0776,-0.000352,0.0,0.0,0.0,0.0,-0.000352,0.0
TWST,Twist Bioscience Corporation,164,0.44,C,mod_quality+no_catalyst_data,,,C,0.750859,0.642308,1,,0,,,0,no_upcoming,9,tailwind,high_beta,M,momentum_tailwind|high_risk,momentum_score:+27.1;catalyst_score:-14.8;financial_score:-13.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 24814000.0, ""cash_total"": 197949000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 95.72773434351576, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.05211243037974684,53.466,-1.8176,,0,,0.0,1,1,selling,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,402.96,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.463502,price_history,,1,1.967,price_history,,-0.013587,,62.4123,0.6351,-0.011891,-0.001696,early,mid,none,platform_diagnostics,morningstar,,,,0,0.7583047126436781609195402299,83.17,41.25000000000000000000000000,49.5,50,63.38461538461538461538461539,42.96000000000000000000000000,62.0202,0.7746,0.0,,2,0.0,0.0,0,0,0.0,0.0,0.75,cardiovascular,0.6892,highly_crowded,1.0,219,0.05211243037974684,0.249141,-0.6772,39.08,0.74055,0.645,0.234986,0.0,0.0,0.0,0.23238,0.002606,0.0
CERS,Cerus Corporation,165,0.36,C,mod_quality+no_catalyst_data,,,C,0.314433,0.665385,1,,0,,,0,no_upcoming,9,tailwind,,M,momentum_tailwind|cost_haircut_<=2000bps,financial_score:-24.2;momentum_score:+15.8;clinical_score:+13.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 1363000.0, ""cash_total"": 15670000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 137.96038151137196, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|none|nonpos,0.08225284251968504,54.834668,0.959,0,1,,0.0,1,1,selling,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1656.9,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.096145,price_history,,1,1.6332,price_history,,-0.224756,,65.9066,,-0.011891,-0.212865,late,small,none,platform_devices,morningstar,,,,0,0.8929900124069478908188585608,63.73,41.25000000000000000000000000,49.5,89.74,61.31736526946107784431137724,23.73259602194787379972565157,61.2019,0.74,3.0,735,16,1.0,0.0279,0,0,0.0,0.5,0.95,oncology,-0.4975,uncrowded,1.0,92,0.08225284251968504,0.685567,0.4833,30.35,0.609966,0.2792,0.226113,0.0,0.0,0.0,0.222,0.004113,0.0
