ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
AVTR,"Avantor, Inc.",147,0.61,C,mod_quality+no_catalyst_data,,,C,0.61583,0.65,1,,0,,,0,no_upcoming,9,neutral,,M,,clinical_score:-27.8;smart_money_score:+8.5;financial_score:+6.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 365400000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.00777088622754491,54.0185,-1.4859,,0,,0.0,1,1,neutral,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,310.61,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.012528,price_history,,1,0.0892,price_history,,-0.13247,,43.835,0.5928,-0.245036,0.112566,early,mid,sev1,platform_devices,morningstar,,,,0,0.6634288619219416202033453591,50.66,50,52.5,60.14,16.26562500000000000000000000,50.75000000000000000000000000,16.4406,-1.1608,,,,,,,,,,,,-1.6497,unknown,1.0,160,0.00777088622754491,0.38417,-0.2945,17.72,0.330116,-0.4396
MYGN,"Myriad Genetics, Inc.",148,0.21,C,low_quality+no_catalyst_data,,,C,0.700772,0.503846,1,,0,,,0,no_upcoming,9,neutral,,S,cost_haircut_<=2000bps,clinical_score:-31.9;financial_score:+23.7;smart_money_score:+7.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 149600000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 1}",early|none|nonpos,0.00777088622754491,47.258351,-1.4859,,0,,0.0,1,1,buying,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1416.19,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.103104,price_history,,1,0.5485,price_history,,-0.161757,,45.124,0.6452,-0.245036,0.083279,early,small,sev1,platform_diagnostics,morningstar,,,,0,0.5995329640490930813511458673,47.34,50,55.5,15.54,16.26562500000000000000000000,71.89189189189189189189189189,16.4406,-1.1608,,,,,,,,,,,,-1.6497,unknown,1.0,182,0.00777088622754491,0.299228,-0.5266,14.77,0.202703,-0.832
PRVA,"Privia Health Group, Inc.",149,0.26,C,low_quality+no_catalyst_data,,,C,0.73166,0.242308,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,S,momentum_headwind,clinical_score:-27.3;smart_money_score:+11.9;financial_score:+9.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 441352000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|nonpos,0.00777088622754491,37.917,-1.4859,,0,,0.0,1,1,buying,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,754.69,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.179289,price_history,,1,0.4485,price_history,,-0.442234,,62.4876,0.2771,-0.245036,-0.197198,early,mid,sev1,platform_services,morningstar,,,,0,0.7041553776998136169279684245,43.14,50,55.5,15.54,16.26562500000000000000000000,53.00000000000000000000000000,16.4406,-1.1608,,,,,,,,,,,,-1.6497,unknown,1.0,190,0.00777088622754491,0.26834,-0.6178,16.93,0.295367,-0.5378
OPCH,"Option Care Health, Inc.",150,0.86,C,mod_quality+no_catalyst_data,,,C,0.716216,0.611538,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,clinical_score:-30.5;momentum_score:+26.9;catalyst_score:+3.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 232624000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.00777088622754491,51.745,-1.4859,,0,,0.0,0,0,neutral,-1.1342,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,411.44,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.270857,price_history,,0,0.5248,price_history,,-0.008875,,64.8443,0.3048,-0.245036,0.236161,early,mid,sev1,platform_services,morningstar,,,,0,0.7114406966490299823633156966,73.69,50,,45.27,16.26562500000000000000000000,47.02777777777777777777777778,16.4406,-1.1608,,,,,,,,,,,,-1.6497,unknown,1.0,186,0.00777088622754491,0.283784,-0.5716,15.41,0.222008,-0.7654
BRKR,Bruker Corporation,151,0.61,C,mod_quality+no_catalyst_data,,,C,0.631274,0.734615,1,,0,,,0,no_upcoming,9,neutral,,M,,clinical_score:-27.1;financial_score:+11.9;momentum_score:+8.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 95700000.0, ""cash_total"": 293100000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.75235109717868, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,0.00777088622754491,59.569,-1.4859,,0,,0.0,0,0,neutral,-1.1342,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,329.83,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.016576,price_history,,0,0.1276,price_history,,-0.106283,,58.4972,0.4312,-0.245036,0.138753,early,mid,sev1,platform_devices,morningstar,,,,0,0.6767266452826014821369317553,51.75,50,,69.59,16.26562500000000000000000000,55.25000000000000000000000000,16.4406,-1.1608,,,,,,,,,,,,-1.6497,unknown,1.0,164,0.00777088622754491,0.368726,-0.3352,14.26,0.187259,-0.888
CSTL,"Castle Biosciences, Inc.",152,0.26,C,mod_quality+no_catalyst_data,,,C,0.65444,0.826923,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,S,momentum_headwind,clinical_score:-31.0;financial_score:+29.5;catalyst_score:+2.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 287542000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.00777088622754491,64.291541,-1.4859,,0,,0.0,0,0,neutral,-1.1342,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,918.38,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.150533,price_history,,0,1.2317,price_history,,-0.388164,,40.0243,0.5471,-0.245036,-0.143128,early,small,sev1,platform_diagnostics,morningstar,,,,0,0.6763767942583732057416267943,45.89,50,,58.78,16.26562500000000000000000000,76.75675675675675675675675675,16.4406,-1.1608,,,,,,,,,,,,-1.6497,unknown,1.0,170,0.00777088622754491,0.34556,-0.3973,17.71,0.326255,-0.4503
SERA,"Sera Prognostics, Inc.",153,0.08,B,high_quality+no_catalyst_data,,,B,0.750965,0.85,1,,0,,,0,no_upcoming,9,headwind,drawdown_data_missing,XS,momentum_headwind|cost_haircut_>2000bps,financial_score:+9.1;smart_money_score:+8.6;clinical_score:-7.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 19503000.0, ""cash_total"": 43304000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 26.633591307467583, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|nonpos,0.00777088622754491,65.076,-1.4388,,0,,0.0,1,1,buying,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2050.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.056103,price_history,,1,-0.0086,price_history,,,series_too_short,57.8945,,-0.245036,,early,micro,none,platform_devices,morningstar,,,drawdown,1,0.7463456450418033654354958197,41.88,41.25000000000000000000000000,55.5,90.00,39.84027777777777777777777778,56.00000000000000000000000000,38.3863,-0.2325,0.0,1127,3,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.124,uncrowded,1.0,195,0.00777088622754491,0.249035,-0.6775,25.93,0.550193,0.1261
CTKB,"Cytek Biosciences, Inc.",154,0.21,C,low_quality+no_catalyst_data,,,C,0.658301,0.365385,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,clinical_score:-21.1;catalyst_score:+12.6;momentum_score:+9.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 3915000.0, ""cash_total"": 93281000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 285.91877394636015, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",early|none|nonpos,0.00777088622754491,43.184269,-1.4859,,0,,0.0,0,0,neutral,-1.1342,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1537.39,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.050183,price_history,,0,0.2383,price_history,,,series_too_short,58.8838,0.7238,-0.245036,,early,small,sev1,platform_devices,morningstar,,,drawdown,1,0.6625441231537341377158310797,47.28,50,,50,16.26562500000000000000000000,36.06281957633308984660336012,16.4406,-1.1608,,,,,,,,,,,,-1.6497,unknown,1.0,171,0.00777088622754491,0.341699,-0.4078,12.98,0.137066,-1.0936
TBPH,"Theravance Biopharma, Inc.",,,D,ineligible,D,ineligible,,0.476834,,0,0.05814,1,0.94186,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+28.0;momentum_score:-24.2;catalyst_score:-7.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 174773000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|none|pos,0.019750851851851853,,1.1727,0,1,1.3098,1.2951,1,1,buying,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1103.1,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.332994,price_history,,1,0.3192,price_history,,-0.597061,,66.062,0.5264,-0.245036,-0.352025,late,small,none,drug_developer,morningstar,,,,0,0.9,24.81,41.25000000000000000000000000,55.5,90.00,77.000,46.50903498654363706266820454,77.6314,1.4274,3.0,5,43,1.0,3.6996,4,3,0.0,0.9,0.5,respiratory,0.7214,highly_crowded,1.0,124,0.019750851851851853,0.523166,0.0581,47.42,0.909266,1.3363
GLPG,Galapagos NV,,,D,ineligible,D,ineligible,,0.22973,,0,0.096899,1,0.903101,330,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-41.2;clinical_score:+29.3;smart_money_score:+20.3,tier=D;reason=ineligible;cat_days=330;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.055697806451612895,,1.1727,0,1,1.247,1.2288,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,<=2000bps,1708.51,0.7,1,0,1.0,0,1.0,0,330,False,specific_days,-0.103586,price_history,,3,0.717,price_history,,-0.573237,,53.2998,0.3097,-0.245036,-0.328201,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8575581803297859899426967606,38.59,45.56250000000000000000000000,66.5,50,75.51181102362204724409448819,5,76.0382,1.36,3.0,330,50,1.0,1.6273,5,1,0.0,0.4,0.6,autoimmune,0.7214,highly_crowded,1.0,60,0.055697806451612895,0.77027,0.7397,21.88,0.472973,-0.0678
TRVI,"Trevi Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.596525,,0,0.065891,1,0.934109,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-33.2;clinical_score:+23.1;smart_money_score:+17.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 34458000.0, ""cash_total"": 194927000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 67.88333623541703, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",mid|none|pos,0.008385720670391061,,0.4572,0,1,1.3098,1.2951,4,4,buying,0.4201,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,718.24,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.479932,price_history,,4,1.0377,price_history,,-0.693396,,42.2053,0.6685,-0.245036,-0.44836,mid,small,none,drug_developer,morningstar,,,,0,0.8352698231352301439086015599,20.77,41.25000000000000000000000000,71.5,46.97,77.000,59.18367346938775510204081633,76.4939,1.3793,2.0,186,5,1.0,0.3965,0,0,0.0,0.4,0.5,respiratory,-0.4642,uncrowded,1.0,155,0.008385720670391061,0.403475,-0.2444,53.49,0.982625,2.1113
ABVX,Abivax SA,,,D,ineligible,D,ineligible,,0.785714,,0,0.081395,1,0.918605,602,0,specific_days,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-46.0;smart_money_score:+32.3;clinical_score:+23.6,tier=D;reason=ineligible;cat_days=602;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 8}",mid|far_271_540|pos,0.0037717241379310344,,0.4566,0,1,1.2813,1.2651,8,8,buying,1.9744,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,<=400bps,240.42,1.0,0,0,1.0,0,1.0,0,602,False,specific_days,,,beta_missing:series_too_short,8,,,series_too_short,,no_price_series,,0.7549,-0.245036,,mid,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7450509445977499469327106771,50,45.56250000000000000000000000,85,50,76.32653061224489795918367347,6.734693877551020408163265306,75.4055,1.3333,2.0,105,9,1.0,0.3459,0,0,0.0,0.4,0.55,infectious_disease,0.7214,highly_crowded,1.0,204,0.0037717241379310344,0.214286,-0.7916,18.29,0.368726,-0.3352
ALT,"Altimmune, Inc.",,,D,ineligible,D,ineligible,,0.299228,,0,0.275194,1,0.724806,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+19.4;momentum_score:-13.5;catalyst_score:-12.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 48087000.0, ""cash_total"": 210776000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.5986649198328, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|none|pos,0.019750851851851853,,1.1566,0,1,0.7786,0.7344,1,1,selling,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,696.34,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.126023,price_history,,1,1.185,price_history,,-0.554093,,35.9276,0.8891,-0.245036,-0.309057,late,small,none,drug_developer,morningstar,,,,0,0.8396787099903006789524733269,40.04,41.25000000000000000000000000,49.0,77.93,64.40944881889763779527559055,72.94117647058823529411764706,63.8825,0.8459,2.0,873,11,1.0,0.2761,1,0,0.0,0.4,0.55,infectious_disease,0.7214,highly_crowded,1.0,78,0.019750851851851853,0.700772,0.5266,38.26,0.774131,0.7525
SRRK,Scholar Rock Holding Corporatio,,,D,ineligible,D,ineligible,,0.592664,,0,0.174419,1,0.825581,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-38.3;clinical_score:+26.4;smart_money_score:+23.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 7}",mid|none|pos,0.008385720670391061,,-0.7258,1256,1,1.0747,1.047,7,7,buying,1.5858,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,460.05,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.327063,price_history,,7,1.294,price_history,,-0.582476,,48.8146,0.7098,-0.245036,-0.33744,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7311273518041237113402061856,37.63,41.25000000000000000000000000,68.0,50,71.42857142857142857142857143,6.734693877551020408163265306,70.4621,1.1242,2.0,845,2,0.3333,0.0009,0,0,0.0,0.3,0.75,rare_disease,0.7214,highly_crowded,1.0,154,0.008385720670391061,0.407336,-0.2344,21.63,0.445946,-0.1359
OCUL,"Ocular Therapeutix, Inc.",,,D,ineligible,D,ineligible,,0.438224,,0,0.329457,1,0.670543,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-35.9;smart_money_score:+20.4;financial_score:+20.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 204883000.0, ""cash_total"": 737060000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.169613877188446, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|none|pos,0.019750851851851853,,1.1526,0,1,0.6988,0.6502,5,5,buying,0.8087,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,442.9,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.400634,price_history,,5,1.1219,price_history,,-0.696296,,32.8519,0.7517,-0.245036,-0.45126,late,small,none,drug_developer,morningstar,,,,0,0.9,18.23,41.25000000000000000000000000,74.5,69.82,62.51968503937007874015748032,74.11764705882352941176470588,61.6607,0.7519,3.0,264,31,1.0,0.0131,0,0,0.0,0.4,0.55,ophthalmology,-0.4642,uncrowded,1.0,114,0.019750851851851853,0.561776,0.1555,48.53,0.928571,1.4652
BNTX,BioNTech SE,,,D,ineligible,D,ineligible,,0.353282,,0,0.344961,1,0.655039,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-34.5;clinical_score:+22.1;smart_money_score:+17.5,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 4}",late|none|pos,0.019750851851851853,,1.1501,0,1,0.659,0.6082,4,4,selling,0.4201,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=400bps,298.62,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.471428,price_history,,4,1.4176,price_history,,-0.515596,,32.1931,0.3086,-0.245036,-0.27056,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8633202479822201427067493274,32.46,41.25000000000000000000000000,57.0,50,61.57480314960629921259842520,5,62.8012,0.8001,3.0,20,36,1.0,2.4057,2,3,0.0,0.4,0.95,oncology,0.7214,highly_crowded,1.0,92,0.019750851851851853,0.646718,0.3765,20.15,0.407336,-0.2344
PHVS,Pharvaris N.V.,,,D,ineligible,D,ineligible,,0.554054,,0,0.205426,1,0.794574,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-40.9;smart_money_score:+37.4;clinical_score:+21.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 9}",mid|none|pos,0.008385720670391061,,-0.698,322,1,0.9714,0.9379,9,9,buying,2.363,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=2000bps,1159.38,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.121454,price_history,,9,0.2173,price_history,,-0.623909,,40.4965,0.7535,-0.245036,-0.378873,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7126280330684990337126905733,36.22,41.25000000000000000000000000,85,50,68.97959183673469387755102041,6.734693877551020408163265306,67.7706,1.0103,2.0,322,1,0.0,0.0683,0,0,0.0,0.4,0.5,other,0.7214,highly_crowded,1.0,144,0.008385720670391061,0.445946,-0.1359,21.74,0.457529,-0.1067
PRAX,"Praxis Precision Medicines, Inc",,,D,ineligible,D,ineligible,,0.557915,,0,0.228682,1,0.771318,,0,no_upcoming,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,catalyst_score:-19.2;smart_money_score:+10.6;clinical_score:+7.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 249068000.0, ""cash_total"": 599331000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.875535998201293, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|pos,0.008385720670391061,,-0.4825,139,1,0.9197,0.8834,8,8,buying,1.9744,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,221.16,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.540552,price_history,,8,1.5066,price_history,,-0.632392,,58.0386,0.9863,-0.245036,-0.387356,mid,mid,none,drug_developer,morningstar,,,,0,0.7709791783905458638154192459,66.63,41.25000000000000000000000000,71.0,10.00,67.75510204081632653061224490,55.51020408163265306122448980,67.2613,0.9888,2.0,139,2,0.3333,0.6792,0,1,0.0,0.4,0.5,other,0.7214,highly_crowded,1.0,145,0.008385720670391061,0.442085,-0.1457,36.15,0.739382,0.6414
GMAB,Genmab A/S,,,D,ineligible,D,ineligible,,0.38417,,0,0.406977,1,0.593023,,0,no_upcoming,9,tailwind,,XS,ineligible,financial_score:-38.6;smart_money_score:+16.9;clinical_score:+13.2,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",late|none|pos,0.019750851851851853,,1.1319,0,1,0.4596,0.3978,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,453.45,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.014035,price_history,,3,0.3327,price_history,,-0.046388,,59.4433,0.3342,-0.245036,0.198648,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8504735857877512856474988312,54.64,41.25000000000000000000000000,60.5,50,56.85039370078740157480314961,5,58.1303,0.6026,3.0,626,27,1.0,0.813,1,1,0.0286,0.4,0.95,oncology,0.7214,highly_crowded,1.0,100,0.019750851851851853,0.61583,0.2945,17.76,0.34556,-0.3973
