ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
BLTE,"Belite Bio, Inc",,,D,ineligible,D,ineligible,,0.893013,,0,0.106061,1,0.893939,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-42.7;clinical_score:+27.9;smart_money_score:+18.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""early"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",early|none|pos,0.023322922839506172,,-0.0363,0,1,1.2063,-1.4504,3,3,buying,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,466.09,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,,,,early,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.6974382566585956416464891041,50,41.25000000000000000000000000,66.5,50,75.60000000000000000000000000,5,74.1002,1.3016,1.0,,2,0.3333,0.0,0,0,0.0,0.4,0.5,other,0.8198,crowded,1.0,205,0.023322922839506172,0.106987,-1.2427,24.05,0.521834,0.0548
PTGX,"Protagonist Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.622271,,0,0.530303,1,0.469697,,0,no_upcoming,9,tailwind,deep_drawdown,XS,ineligible,smart_money_score:+15.7;catalyst_score:-14.5;momentum_score:+6.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 567364000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",mid|none|pos,0.08701244092219021,,-0.42,122,1,0.2398,-0.3769,5,5,buying,0.8896,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,371.54,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.2591,price_history,,5,1.1012,price_history,,-0.4107,,50.37,0.6429,,,mid,mid,none,drug_developer,morningstar,,,,0,0.8478825514874141876430205950,62.23,41.25000000000000000000000000,71.5,15.54,52.00000000000000000000000000,52.00000000000000000000000000,51.1155,0.3161,2.0,122,4,1.0,0.7336,0,2,0.0,0.4,0.6,autoimmune,0.8198,highly_crowded,1.0,143,0.08701244092219021,0.377729,-0.3115,42.51,0.849345,1.0336
IMMP,Immutep Limited,,,D,ineligible,D,ineligible,,0.60917,,0,0.5,1,0.5,,0,no_upcoming,9,headwind,deep_drawdown,XS,ineligible,financial_score:-24.0;clinical_score:+23.0;catalyst_score:+10.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",mid|none|pos,0.08701244092219021,,0.4441,0,1,0.2944,-0.4376,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.486158,price_history,,0,0.7186,price_history,,-0.4888,,25.745,0.7295,,,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7435556100752371606149820085,20.32,41.25000000000000000000000000,,50,53.33333333333333333333333334,6.345679012345679012345679012,52.9833,0.3962,2.0,396,10,1.0,0.0382,0,0,0.0,0.5,0.95,oncology,0.8198,highly_crowded,1.0,140,0.08701244092219021,0.39083,-0.2772,13.19,0.133188,-1.1114
EPRX,Eupraxia Pharmaceuticals Inc.,,,D,ineligible,D,ineligible,,0.59607,,0,0.429293,1,0.570707,,0,no_upcoming,9,neutral,overbought_rsi,XS,ineligible,financial_score:-37.7;smart_money_score:+22.5;clinical_score:+12.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",mid|none|pos,0.08701244092219021,,0.4451,0,1,0.4036,-0.5589,3,3,buying,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,0.8122,,series_too_short,-0.0272,,82.0755,0.6009,,,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7231718598904050714515955732,50,41.25000000000000000000000000,66.5,50,56.00000000000000000000000000,6.345679012345679012345679012,54.6,0.4655,2.0,1142,1,0.0,0.0001,0,0,0.0,0.3,0.6,autoimmune,-0.5378,moderate,1.0,137,0.08701244092219021,0.40393,-0.2432,18.53,0.329694,-0.4408
BNTX,BioNTech SE,,,D,ineligible,D,ineligible,,0.578603,,0,0.39899,1,0.60101,,0,no_upcoming,9,tailwind,,XS,ineligible,financial_score:-43.5;momentum_score:+36.0;clinical_score:+8.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 4}",mid|none|pos,0.08701244092219021,,0.4522,0,1,0.5128,-0.6802,4,4,selling,0.4878,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=400bps,298.62,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.478077,price_history,,4,0.1167,price_history,,-0.1812,,56.4865,0.3086,,,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.8006608555112595625471393169,85.76,41.25000000000000000000000000,57.0,50,58.66666666666666666666666666,6.345679012345679012345679012,58.7548,0.6436,2.0,1757,19,1.0,0.5735,3,0,0.0,0.3,0.95,oncology,0.8198,highly_crowded,1.0,133,0.08701244092219021,0.421397,-0.1983,19.81,0.382096,-0.3
GLPG,Galapagos NV,,,D,ineligible,D,ineligible,,0.229258,,0,0.479798,1,0.520202,,0,no_upcoming,9,tailwind,,XS,ineligible,financial_score:-39.6;smart_money_score:+21.9;momentum_score:+11.2,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",late|none|pos,0.1,,0.9448,0,1,0.3433,-0.4919,3,3,buying,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=2000bps,1708.51,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.084628,price_history,,3,0.8654,price_history,,-0.2055,,53.0135,0.3097,,,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8271734072022160664819944598,55.84,41.25000000000000000000000000,66.5,50,54.52830188679245283018867925,5,54.7785,0.4731,3.0,0,42,1.0,3.936,2,6,0.0,0.4,0.6,autoimmune,0.8198,highly_crowded,1.0,53,0.1,0.770742,0.7413,13.86,0.159389,-0.997
MESO,Mesoblast Limited,,,D,ineligible,D,ineligible,,0.329694,,0,0.459596,1,0.540404,,0,no_upcoming,9,headwind,drawdown_data_missing,XS,ineligible,financial_score:-28.6;clinical_score:+21.5;catalyst_score:+7.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,sponsor_absent_late_stage,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",late|none|pos,0.1,,0.9454,0,1,0.3665,-0.5177,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=2000bps,1723.07,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.217155,price_history,,0,1.0962,price_history,,,series_too_short,38.3908,0.5347,,,late,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7810876433550708342702945806,32.99,41.25000000000000000000000000,,50,55.09433962264150943396226415,5,56.2945,0.5381,3.0,45,27,1.0,1.9938,2,2,0.0,0.4,0.85,cardiovascular,-0.1499,uncrowded,1.0,76,0.1,0.670306,0.4408,12.93,0.120087,-1.1746
PRQR,ProQR Therapeutics N.V.,,,D,ineligible,D,ineligible,,0.617904,,0,0.368687,1,0.631313,,0,no_upcoming,9,headwind,drawdown_data_missing,XS,ineligible,financial_score:-33.2;clinical_score:+20.4;smart_money_score:+15.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 1}",mid|none|pos,0.08701244092219021,,-0.7069,562,1,0.5674,-0.7408,1,1,buying,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.226539,price_history,,1,1.0515,price_history,,,series_too_short,39.6269,,,,mid,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7468007787993510005408328826,34.79,41.25000000000000000000000000,55.5,50,60.00000000000000000000000000,6.345679012345679012345679012,58.5002,0.6327,2.0,671,4,1.0,0.0064,0,0,0.0,0.4,0.55,ophthalmology,0.8198,highly_crowded,1.0,142,0.08701244092219021,0.382096,-0.3,18.68,0.338428,-0.4168
GMAB,Genmab A/S,,,D,ineligible,D,ineligible,,0.233624,,0,0.409091,1,0.590909,,0,no_upcoming,9,tailwind,drawdown_data_missing,XS,ineligible,financial_score:-39.6;smart_money_score:+15.9;momentum_score:+13.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",late|none|pos,0.1,,1.1519,0,1,0.4824,-0.6464,3,3,buying,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,453.45,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.141761,price_history,,3,0.9132,price_history,,,series_too_short,52.0327,0.3342,,,late,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.8431870053160070880094506793,58.13,41.25000000000000000000000000,60.5,50,57.92452830188679245283018868,5,57.1248,0.5737,3.0,,20,1.0,0.089,0,0,0.0,0.4,0.95,oncology,0.8198,highly_crowded,1.0,54,0.1,0.766376,0.727,17.73,0.303493,-0.5144
SRRK,Scholar Rock Holding Corporatio,,,D,ineligible,D,ineligible,,0.639738,,0,0.247475,1,0.752525,,0,no_upcoming,9,tailwind,drawdown_data_missing,XS,ineligible,financial_score:-41.7;clinical_score:+20.0;smart_money_score:+20.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 7}",mid|none|pos,0.08701244092219021,,-0.6548,294,1,0.8951,-1.1047,7,7,buying,1.6931,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,460.05,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.092869,price_history,,7,0.6305,price_history,,,series_too_short,40.6369,0.7098,,,mid,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7304661845655693470048569887,56.53,41.25000000000000000000000000,68.0,50,68.00000000000000000000000000,6.345679012345679012345679012,66.769,0.9873,2.0,294,2,0.3333,0.0863,0,0,0.0,0.3,0.75,rare_disease,0.8198,highly_crowded,1.0,147,0.08701244092219021,0.360262,-0.3578,20.89,0.412664,-0.2207
ABVX,Abivax SA,,,D,ineligible,D,ineligible,,0.556769,,0,0.09596,1,0.90404,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-45.4;smart_money_score:+33.3;clinical_score:+24.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 8}",mid|none|pos,0.08701244092219021,,0.4791,0,1,1.2227,-1.4686,8,8,buying,2.0949,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=400bps,240.42,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,8,,,series_too_short,,no_price_series,,0.7549,,,mid,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7437349785407725321888412017,50,41.25000000000000000000000000,85,50,76.00000000000000000000000000,6.345679012345679012345679012,74.5002,1.3188,2.0,366,8,1.0,0.0929,0,0,0.0,0.4,0.6,autoimmune,0.8198,highly_crowded,1.0,128,0.08701244092219021,0.443231,-0.1428,18.04,0.312227,-0.4895
COLL,"Collegium Pharmaceutical, Inc.",,,D,ineligible,,,D,0.155022,0.919231,1,,0,,,0,no_upcoming,9,headwind,drawdown_data_missing,XS,ineligible,clinical_score:-33.4;financial_score:+27.2;momentum_score:+5.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 386679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|nonpos,0.1,71.171538,-0.0834,,0,-1.6945,1.4791,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.002713,price_history,,0,1.1974,price_history,,,series_too_short,43.5365,0.4474,,,late,small,none,commercial_pharma,morningstar,,,drawdown,1,0.9,46.05,41.25000000000000000000000000,,90.00,7.066571733713065147739409047,67.69230769230769230769230769,5.9168,-1.622,3.0,,2,0.0,0.0,0,0,0.0,0.4,0.5,other,-2.0893,uncrowded,1.0,36,0.1,0.844978,1.0151,22.75,0.491266,-0.0219
SIGA,SIGA Technologies Inc.,,,D,ineligible,,,D,0.425764,0.903846,1,,0,,,0,no_upcoming,9,tailwind,drawdown_data_missing,XS,ineligible,clinical_score:-34.2;momentum_score:+18.7;financial_score:+16.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 171955584.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|nonpos,0.1,69.955692,-0.2804,,0,-1.6609,1.4479,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.092734,price_history,,0,0.6522,price_history,,,series_too_short,51.2507,0.5084,,,late,small,none,commercial_pharma,morningstar,,,drawdown,1,0.8869628868414835813843609733,60.74,41.25000000000000000000000000,,90.00,7.846604169138879000039555394,58.46153846153846153846153846,6.8659,-1.5813,3.0,,3,0.6667,0.0,0,0,0.0,0.4,0.75,rare_disease,0.8198,highly_crowded,1.0,98,0.1,0.574236,0.1872,16.58,0.255459,-0.6574
IBRX,"ImmunityBio, Inc.",,,D,ineligible,,,D,0.251092,0.011538,1,,0,,,0,no_upcoming,9,headwind,high_vol|drawdown_data_missing,XS,ineligible,smart_money_score:+24.0;clinical_score:-23.5;financial_score:-23.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,survivability_critical,"{""burn_ttm"": 304936000.0, ""cash_total"": 242818000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 7.9651196483535704, ""stage_bucket"": ""late"", ""surv_score"": ""-4.0"", ""tier1_count"": 1}",late|none|nonpos,0.1,21.486,0.8652,0,1,-1.7421,1.736,1,1,neutral,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=400bps,178.96,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.121227,price_history,,1,0.9729,price_history,,,series_too_short,36.6447,1.3149,,,late,mid,sev2,commercial_biotech,morningstar,,,drawdown,1,0.7846915229536069953849890697,38.78,41.25000000000000000000000000,52.5,32.80,5,5,5.1696,-1.6541,3.0,2405,34,1.0,0.769,1,1,0.0,0.3,0.95,oncology,0.8198,highly_crowded,1.0,58,0.1,0.748908,0.6711,3.26,0.002183,-2.8504
BBIO,"BridgeBio Pharma, Inc.",,,D,ineligible,,,D,0.10262,0.080769,1,,0,,,0,no_upcoming,9,tailwind,,XS,ineligible,clinical_score:-31.2;smart_money_score:+30.5;financial_score:-19.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,debt_distress_with_weak_surv,"{""burn_ttm"": 445910000.0, ""cash_total"": 578058000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.850685940363437, ""stage_bucket"": ""late"", ""surv_score"": ""-3.0"", ""tier1_count"": 5}",late|none|nonpos,0.1,28.850816,0.8812,0,1,-1.6842,1.6795,5,5,buying,0.8896,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,239.27,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.132485,price_history,,5,1.363,price_history,,-0.0797,,54.4621,0.4744,,,late,large,sev1,commercial_biotech,morningstar,,,,0,0.8955330581613508442776735460,53.78,41.25000000000000000000000000,68.0,28.50,6.294450377754044539377398045,18.04403504608203789407064595,5.4947,-1.6401,3.0,1064,8,1.0,0.0619,0,0,0.0,0.4,0.95,oncology,0.4319,moderate,1.0,24,0.1,0.89738,1.2668,11.66,0.076419,-1.4296
INVA,"Innoviva, Inc.",,,D,ineligible,,,D,0.281659,0.957692,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:+23.9;clinical_score:-22.3;catalyst_score:-5.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 550941000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|nonpos,0.1,73.493154,-0.0529,,0,-0.8629,0.8784,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.28,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.033243,price_history,,0,1.0978,price_history,,,series_too_short,51.0714,0.3385,,,late,small,none,commercial_biotech,morningstar,,,drawdown,1,0.9,50.98,41.25000000000000000000000000,,89.86,24.63846366836754875202721411,70.76923076923076923076923077,23.5885,-0.8643,3.0,,3,0.0,0.0,0,0,0.0,0.3,0.95,oncology,0.8198,highly_crowded,1.0,65,0.1,0.718341,0.5779,30.53,0.622271,0.3115
SRPT,"Sarepta Therapeutics, Inc.",,,D,ineligible,,,D,0.434498,0.926923,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,XS,ineligible,clinical_score:-23.3;financial_score:+19.0;smart_money_score:+15.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 336685000.0, ""cash_total"": 850993000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.848768719225042, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",late|none|nonpos,0.1,71.517077,0.9136,0,1,-0.7994,0.8165,3,3,neutral,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,463.86,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.07678,price_history,,3,0.9939,price_history,,-0.8253,,46.3249,1.0694,,,late,small,none,commercial_biotech,morningstar,,,,0,0.8324682141607371981803336055,46.22,41.25000000000000000000000000,65.0,90.00,26.05474466991020924805189668,68.38461538461538461538461538,25.5238,-0.7813,3.0,344,21,1.0,0.105,0,0,0.0,0.8,0.75,rare_disease,0.8198,highly_crowded,1.0,100,0.1,0.565502,0.1649,23.23,0.504367,0.0109
PHAT,"Phathom Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.386463,0.134615,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-24.9;smart_money_score:+16.6;momentum_score:+15.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,survivability_critical,"{""burn_ttm"": 166775000.0, ""cash_total"": 129972000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.351905261579972, ""stage_bucket"": ""late"", ""surv_score"": ""-7.0"", ""tier1_count"": 1}",late|none|nonpos,0.1,30.730108,-0.2358,344,1,-1.168,1.176,1,1,selling,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,859.62,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.040261,price_history,,1,1.269,price_history,,,series_too_short,41.1726,0.6057,,,late,small,sev2,commercial_biotech,morningstar,,,drawdown,1,0.7615524085398562386010084755,48.07,41.25000000000000000000000000,49.5,50,17.82405759265851825481586963,8.035795164000292205420410544,16.4241,-1.1715,3.0,344,2,0.3333,0.1117,0,0,0.0,0.3,0.55,infectious_disease,-1.8954,uncrowded,1.0,89,0.1,0.613537,0.2885,6.81,0.028384,-1.9051
EOLS,"Evolus, Inc. Common Stock",,,D,ineligible,,,D,0.19869,0.296154,1,,0,,,0,no_upcoming,9,headwind,drawdown_data_missing,XS,ineligible,smart_money_score:+19.7;financial_score:-17.9;catalyst_score:+12.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,survivability_critical,"{""burn_ttm"": 55092000.0, ""cash_total"": 43523000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.480069701590068, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 1}",late|none|nonpos,0.1,39.392983,-0.255,,0,-1.0768,0.9055,1,1,selling,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1511.35,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.421783,price_history,,1,1.2874,price_history,,,series_too_short,32.1871,0.5726,,,late,micro,sev2,commercial_pharma,morningstar,,,drawdown,1,0.8690195476936856247201074787,21.93,41.25000000000000000000000000,48.5,86.08,21.40302994343578181242830585,10.84218385348680827498912226,20.003,-1.018,3.0,,2,0.3333,0.0,0,0,0.0,0.3,0.5,other,-2.6712,uncrowded,1.0,46,0.1,0.80131,0.8463,5.38,0.015284,-2.1627
