ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
TNYA,"Tenaya Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.948582,,0,0.726974,1,0.273026,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+23.7;financial_score:-16.9;momentum_score:-13.1,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 54324000.0, ""cash_total"": 65308000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.426330903468081, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|none|nonpos,-0.014428350148367951,,-1.5701,,0,-0.6964,-0.6592,1,1,buying,-0.775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1908.19,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.464372,price_history,,1,1.0483,price_history,,-0.885291,,47.8581,1.1737,-0.275419,-0.609872,early,micro,sev2,drug_developer,morningstar,,,,0,0.7095775373518804739824832561,18.77,41.25000000000000000000000000,55.5,50,28.75535399344923154446963970,14.93827160493827160493827160,27.2869,-0.6967,0.0,2008,1,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.123,uncrowded,1.0,268,-0.014428350148367951,0.051418,-1.6313,7.83,0.033688,-1.8292
SANA,"Sana Biotechnology, Inc.",,,D,ineligible,D,ineligible,,0.930851,,0,0.641447,1,0.358553,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+25.5;financial_score:-22.3;momentum_score:-8.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 111187000.0, ""cash_total"": 153054000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.51854983046579, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",early|none|nonpos,-0.014428350148367951,,-1.5305,,0,-0.4238,-0.368,2,2,buying,-0.384,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,861.68,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.346463,price_history,,2,1.7228,price_history,,-0.753402,,41.4484,1.1156,-0.275419,-0.477983,early,small,sev1,drug_developer,morningstar,,,,0,0.7156269494697442295695570805,26.87,41.25000000000000000000000000,61.0,50,35.04787100025195263290501385,13.11983607640954458325071055,33.2294,-0.4462,0.0,2928,1,0.0,0.0,0,0,0.0,0.0,0.55,metabolic,0.701,highly_crowded,1.0,263,-0.014428350148367951,0.069149,-1.4822,13.71,0.154255,-1.0184
PYXS,"Pyxis Oncology, Inc.",,,D,ineligible,D,ineligible,,0.920213,,0,0.582237,1,0.417763,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+27.2;momentum_score:-23.4;financial_score:-6.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 53075000.0, ""cash_total"": 76256000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.24111163447951, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",early|none|nonpos,-0.014428350148367951,,-1.3699,302,1,-0.196,-0.1245,3,3,buying,0.0069,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.476511,price_history,,3,0.1397,price_history,,-0.886382,,36.9267,1.6279,-0.275419,-0.610963,early,micro,sev1,drug_developer,morningstar,,,,0,0.7246236116824352118469765529,15.87,41.25000000000000000000000000,66.5,50,40.30864197530864197530864198,32.49307130259511211892164272,39.1902,-0.1948,1.0,302,2,0.3333,0.0204,0,0,0.0,0.3,0.85,oncology,0.701,highly_crowded,1.0,260,-0.014428350148367951,0.079787,-1.4065,21.48,0.445035,-0.1382
HRTX,"Heron Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.597518,,0,0.161184,1,0.838816,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+26.5;financial_score:-25.4;smart_money_score:+14.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 27591000.0, ""cash_total"": 28647000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 12.459280200065239, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",late|none|pos,0.04530182432432433,,1.1138,0,1,1.0781,1.237,2,2,buying,-0.384,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.389759,price_history,,2,1.5708,price_history,,-0.730469,,36.9428,0.4900,-0.275419,-0.45505,late,micro,sev1,drug_developer,morningstar,,,,0,0.8825854541181999765009987076,29.43,41.25000000000000000000000000,58.0,90.00,69.72602739726027397260273973,17.87222951981818560914076020,69.0184,1.0628,3.0,547,15,1.0,0.0001,0,0,0.0,0.4,0.95,oncology,0.701,highly_crowded,1.0,169,0.04530182432432433,0.402482,-0.2469,26.32,0.544326,0.1113
OCUL,"Ocular Therapeutix, Inc.",,,D,ineligible,D,ineligible,,0.643617,,0,0.233553,1,0.766447,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-34.3;smart_money_score:+19.7;financial_score:+17.2,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 204883000.0, ""cash_total"": 737060000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.169613877188446, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|none|pos,0.04530182432432433,,1.1039,0,1,0.9001,1.0468,5,5,buying,0.7889,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,442.9,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.463825,price_history,,5,0.6774,price_history,,-0.57415,,44.6988,0.7517,-0.275419,-0.298731,late,small,none,drug_developer,morningstar,,,,0,0.9,20.45,41.25000000000000000000000000,74.5,70.93,65.61643835616438356164383562,72.00000000000000000000000000,65.1892,0.9014,3.0,384,35,1.0,0.2447,1,0,0.0,0.4,0.55,ophthalmology,-0.4757,uncrowded,1.0,182,0.04530182432432433,0.356383,-0.3681,49.76,0.962766,1.7837
LYEL,"Lyell Immunopharma, Inc.",,,D,ineligible,D,ineligible,,0.881206,,0,0.674342,1,0.325658,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-26.6;financial_score:+25.1;smart_money_score:+16.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 117773000.0, ""cash_total"": 319624000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 32.56678525638304, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|nonpos,-0.014428350148367951,,-1.4357,726,1,-0.507,-0.4569,2,2,buying,-0.384,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1990.72,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.432897,price_history,,2,1.4787,price_history,,-0.597403,,29.1574,0.9083,-0.275419,-0.321984,early,small,none,drug_developer,morningstar,,,,0,0.7112309447267447889660893913,18.05,41.25000000000000000000000000,61.0,50,33.12704711514235323759133283,69.75609756097560975609756097,32.0086,-0.4976,1.0,726,2,0.3333,0.001,0,0,0.0,0.3,0.85,oncology,0.701,highly_crowded,1.0,249,-0.014428350148367951,0.118794,-1.181,27.60,0.572695,0.1832
FHTX,Foghorn Therapeutics Inc.,,,D,ineligible,D,ineligible,,0.849291,,0,0.608553,1,0.391447,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+18.8;financial_score:-16.2;momentum_score:-14.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 63828000.0, ""cash_total"": 89334000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.795262267343485, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|none|nonpos,-0.014428350148367951,,-1.4005,363,1,-0.2825,-0.2169,1,1,neutral,-0.775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.281234,price_history,,1,1.024,price_history,,-0.686489,,38.511,0.9327,-0.275419,-0.41107,early,small,sev1,drug_developer,morningstar,,,,0,0.7395278509966234614965690012,19.03,41.25000000000000000000000000,52.5,67.50,38.31223230032753842277651802,17.54577301870579681406570163,37.1937,-0.279,1.0,363,3,0.6667,0.0239,0,0,0.0,0.3,0.85,oncology,0.701,highly_crowded,1.0,240,-0.014428350148367951,0.150709,-1.0334,19.03,0.384752,-0.293
MESO,Mesoblast Limited,,,D,ineligible,D,ineligible,,0.703901,,0,0.391447,1,0.608553,303,0,specific_days,9,tailwind,deep_drawdown,XS,ineligible,financial_score:-37.5;momentum_score:+21.5;clinical_score:+12.9,tier=D;reason=ineligible;cat_days=303;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,sponsor_absent_late_stage,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",late|far_271_540|pos,0.0062825,,0.8677,0,1,0.4551,0.5713,0,0,neutral,-1.166,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,<=2000bps,1723.07,0.7,1,0,1.0,0,1.0,0,303,False,specific_days,0.257333,price_history,,0,0.6589,price_history,,-0.436252,,67.559,0.5347,-0.275419,-0.160833,late,unknown,sev2,drug_developer,morningstar,,,,0,0.7992575876798561151079136691,63.97,45.56250000000000000000000000,,50,55.34246575342465753424657534,5,54.2849,0.4416,3.0,,32,1.0,0.0355,0,0,0.0,0.4,0.6,autoimmune,-0.4757,uncrowded,1.0,199,0.0062825,0.296099,-0.5357,16.99,0.303191,-0.5152
ABVX,Abivax SA,,,D,ineligible,D,ineligible,,0.774823,,0,0.529605,1,0.470395,210,0,specific_days,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-41.6;smart_money_score:+38.4;momentum_score:+3.4,tier=D;reason=ineligible;cat_days=210;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 8}",late|near_181_270|pos,0.0019121538461538464,,0.8579,0,1,0.1178,0.2108,8,8,buying,1.9618,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,<=400bps,240.42,1.0,0,0,1.0,0,1.0,0,210,False,specific_days,,,beta_missing:series_too_short,8,,,series_too_short,,no_price_series,,0.7549,-0.275419,,late,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7716725429704715733803437638,50,45.56250000000000000000000000,85,50,47.55301182210546068680803153,5,47.8954,0.1722,3.0,83,9,1.0,1.1939,2,2,0.0,0.4,0.55,infectious_disease,0.701,highly_crowded,1.0,219,0.0019121538461538464,0.225177,-0.7548,12.98,0.147163,-1.0487
CCCC,"C4 Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.824468,,0,0.601974,1,0.398026,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-29.6;smart_money_score:+26.2;momentum_score:+4.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 98694000.0, ""cash_total"": 74603000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.070824974162564, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",early|none|nonpos,-0.014428350148367951,,-1.4045,382,1,-0.2825,-0.2169,3,3,buying,0.0069,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1461.59,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.199368,price_history,,3,1.4288,price_history,,-0.773844,,46.8452,0.7106,-0.275419,-0.498425,early,micro,sev2,drug_developer,morningstar,,,,0,0.7246493933785728973884433477,44.95,41.25000000000000000000000000,66.5,50,38.31223230032753842277651802,10.73570168808264046359284454,37.1937,-0.279,1.0,382,2,0.3333,0.0104,0,0,0.0,0.3,0.85,oncology,0.701,highly_crowded,1.0,233,-0.014428350148367951,0.175532,-0.9325,10.82,0.083333,-1.383
EYPT,"EyePoint, Inc.",,,D,ineligible,D,ineligible,,0.579787,,0,0.279605,1,0.720395,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+33.7;financial_score:-31.9;momentum_score:-29.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 175063000.0, ""cash_total"": 204022000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 13.985045383661882, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 4}",late|none|pos,0.04530182432432433,,1.0939,0,1,0.7755,0.9137,4,4,buying,0.3979,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,660.09,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.621011,price_history,,4,0.621,price_history,,-0.777996,,24.2195,0.7147,-0.275419,-0.502577,late,small,sev2,drug_developer,morningstar,,,,0,0.9,9.01,41.25000000000000000000000000,72.0,60.85,62.73972602739726027397260274,6.345679012345679012345679012,62.3611,0.7821,3.0,20,9,1.0,0.887,0,1,0.0,0.4,0.55,ophthalmology,0.2303,moderate,1.0,164,0.04530182432432433,0.420213,-0.2013,14.75,0.210993,-0.803
BNTX,BioNTech SE,,,D,ineligible,D,ineligible,,0.551418,,0,0.259868,1,0.740132,,0,no_upcoming,9,tailwind,deep_drawdown,XS,ineligible,financial_score:-39.2;clinical_score:+19.3;smart_money_score:+12.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 4}",late|none|pos,0.04530182432432433,,1.0956,0,1,0.8111,0.9517,4,4,selling,0.3979,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=400bps,298.62,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.162571,price_history,,4,0.4692,price_history,,-0.500121,,66.8236,0.3086,-0.275419,-0.224702,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8558148498462993615511941357,54.33,41.25000000000000000000000000,57.0,50,63.56164383561643835616438356,5,64.4306,0.8694,3.0,70,52,1.0,1.3612,1,2,0.0,0.4,0.95,oncology,0.701,highly_crowded,1.0,156,0.04530182432432433,0.448582,-0.1292,20.37,0.420213,-0.2013
BDTX,"Black Diamond Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.810284,,0,0.575658,1,0.424342,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-17.4;smart_money_score:+11.8;financial_score:+9.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 30864000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|none|nonpos,-0.014428350148367951,,-1.4072,1067,1,-0.1377,-0.0622,1,1,buying,-0.775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1969.35,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.313268,price_history,,1,0.8277,price_history,,-0.68277,,43.3334,0.7908,-0.275419,-0.407351,early,micro,none,drug_developer,morningstar,,,,0,0.7487296312086975058622894905,26.30,41.25000000000000000000000000,55.5,90.00,41.65532879818594104308390023,53.57142857142857142857142857,40.5368,-0.1381,1.0,1067,2,0.3333,0.0,0,0,0.0,0.3,0.85,oncology,0.701,highly_crowded,1.0,229,-0.014428350148367951,0.189716,-0.8789,31.95,0.647163,0.3777
GMAB,Genmab A/S,,,D,ineligible,D,ineligible,,0.586879,,0,0.345395,1,0.654605,,0,no_upcoming,9,tailwind,overbought_rsi,XS,ineligible,financial_score:-42.1;momentum_score:+23.2;smart_money_score:+13.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",late|none|pos,0.04530182432432433,,1.0762,0,1,0.5975,0.7235,3,3,buying,0.0069,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,453.45,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.266589,price_history,,3,0.5623,price_history,,0.0,,76.5683,0.3342,-0.275419,0.275419,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8431548027952149709818784792,70.31,41.25000000000000000000000000,60.5,50,58.63013698630136986301369863,5,58.4578,0.6175,3.0,234,36,1.0,0.2543,0,0,0.0213,0.4,0.95,oncology,0.701,highly_crowded,1.0,166,0.04530182432432433,0.413121,-0.2195,15.89,0.242908,-0.697
ARGX,argenx SE,,,D,ineligible,D,ineligible,,0.693262,,0,0.503289,1,0.496711,788,0,specific_days,9,neutral,,XS,ineligible,financial_score:-41.1;smart_money_score:+33.9;momentum_score:+4.1,tier=D;reason=ineligible;cat_days=788;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 6}",late|far_271_540|pos,0.0062825,,0.8592,0,1,0.206,0.3051,6,6,buying,1.1798,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,<=400bps,197.05,1.0,0,0,1.0,0,1.0,0,788,False,specific_days,0.026228,price_history,,6,0.4794,price_history,,0.0,,68.027,0.2190,-0.275419,0.275419,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8454987170979871709798717098,50.16,45.56250000000000000000000000,80.0,50,49.58956235274493859594253665,5,49.9013,0.2568,3.0,263,18,1.0,0.8798,0,1,0.0,0.4,0.95,oncology,0.2303,moderate,1.0,196,0.0062825,0.306738,-0.5051,19.37,0.398936,-0.2561
NUVB,Nuvation Bio Inc.,,,D,ineligible,D,ineligible,,0.753546,,0,0.871711,1,0.128289,761,0,specific_days,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+31.7;clinical_score:-28.8;momentum_score:-19.2,tier=D;reason=ineligible;cat_days=761;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 143694000.0, ""cash_total"": 549045000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 44.273359540368915, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|far_271_540|nonpos,0.0031425396825396825,,0.8021,0,1,-1.4093,-1.421,6,6,selling,1.1798,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,551.15,0.85,1,0,1.0,0,1.0,0,761,False,specific_days,-0.275497,price_history,,6,0.8836,price_history,,-0.800598,,51.3768,1.2485,-0.275419,-0.525179,late,mid,none,drug_developer,morningstar,,,,0,0.8124607582709490461241246076,21.95,45.56250000000000000000000000,53.0,50.00,12.29519818185609140760200997,72.85714285714285714285714286,12.1324,-1.3357,3.0,2191,11,1.0,0.1812,1,0,0.0,0.4,0.95,oncology,0.701,highly_crowded,1.0,213,0.0031425396825396825,0.246454,-0.6857,15.75,0.239362,-0.7084
ADCT,ADC Therapeutics SA,,,D,ineligible,D,ineligible,,0.725177,,0,0.930921,1,0.069079,465,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-31.8;smart_money_score:+28.8;momentum_score:-21.0,tier=D;reason=ineligible;cat_days=465;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 110051000.0, ""cash_total"": 234738000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.035925450397038, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|far_271_540|nonpos,0.0031425396825396825,,0.7847,0,1,-1.6846,-1.7153,3,3,buying,0.0069,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=2000bps,1472.59,0.7,1,0,1.0,0,1.0,0,465,False,specific_days,-0.425408,price_history,,3,0.9625,price_history,,-0.831314,,39.4749,0.7505,-0.275419,-0.555895,late,small,none,drug_developer,morningstar,,,,0,0.8089258911819887429643527205,16.72,45.56250000000000000000000000,66.5,90.00,5.937532578553407977314901683,54.00000000000000000000000000,6.5604,-1.5706,3.0,1184,18,1.0,0.9406,2,1,0.0,0.3,0.95,oncology,0.701,highly_crowded,1.0,205,0.0031425396825396825,0.274823,-0.5983,14.06,0.175532,-0.9325
LEGN,Legend Biotech Corporation,,,D,ineligible,D,ineligible,,0.721631,,0,0.792763,1,0.207237,30,1,specific_days,9,neutral,,XS,ineligible,financial_score:-28.1;smart_money_score:+22.8;momentum_score:+18.2,tier=D;reason=ineligible;cat_days=30;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 4}",mid|near_0_30|nonpos,0.005292923076923077,,0.3139,0,1,-1.062,-1.05,4,4,selling,0.3979,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,critical,<=1000bps,455.48,0.85,1,0,1.0,0,1.0,0,30,True,specific_days,0.178814,price_history,,4,0.5692,price_history,,-0.108231,,56.3043,0.3634,-0.275419,0.167188,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7872774973031283710895361381,51.36,33.00000000000000000000000000,56.0,50,20.31236984589754269054560599,5.081678930075431533157480678,19.8385,-1.0108,2.0,951,16,1.0,0.2553,1,0,0.0,0.3,0.95,oncology,0.701,highly_crowded,1.0,204,0.005292923076923077,0.278369,-0.5877,9.55,0.058511,-1.5674
