ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
RVMD,"Revolution Medicines, Inc.",38,1.04,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.510526,,0,0.480645,1,0.519355,,0,no_upcoming,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-19.7;momentum_score:+18.5;smart_money_score:+16.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 897741000.0, ""cash_total"": 2025679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.077016645112565, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|nonpos,0.014475529411764708,,0.2462,0,1,0.2577,0.9825,8,8,buying,1.9437,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,174.63,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.358162,price_history,,8,0.6939,price_history,,0.0,,73.4519,0.4254,-0.117834,0.117834,mid,large,none,drug_developer,morningstar,,,,0,0.8553730209442669506567270146,79.42,41.25000000000000000000000000,77.0,10.00,50,57.12500000000000000000000000,48.8802,0.2162,2.0,306,6,1.0,0.1582,0,0,0.0,0.3,0.95,oncology,0.6955,highly_crowded,1.0,146,0.014475529411764708,0.489474,-0.0264,35.97,0.703509,0.5345,0.065584,0.0,0.0,0.0,0.06486,0.000724,0.0
IRON,"Disc Medicine, Inc.",39,0.88,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.489474,,0,0.448387,1,0.551613,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-27.4;momentum_score:+22.1;clinical_score:-17.4,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 180393000.0, ""cash_total"": 791152000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.62856097520414, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|nonpos,0.014475529411764708,,0.2502,0,1,0.3112,0.872,8,8,buying,1.9437,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,463.13,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.413272,price_history,,8,0.8107,price_history,,-0.137931,,52.0001,0.4392,-0.117834,-0.020097,mid,mid,none,drug_developer,morningstar,,,,0,0.8605400250512411751309496698,90.74,41.25000000000000000000000000,80.0,20.27,51.25000000000000000000000000,80.0,50.1926,0.2716,2.0,172,4,1.0,0.2387,0,1,0.0,0.4,0.5,other,-0.4844,uncrowded,1.0,140,0.014475529411764708,0.510526,0.0264,49.02,0.931579,1.4877,0.082204,0.0,0.0,0.0,0.08148,0.000724,0.0
ROIV,Roivant Sciences Ltd.,40,1.04,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.507018,,0,0.403226,1,0.596774,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-23.5;financial_score:+14.4;smart_money_score:+12.7,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 586531000.0, ""cash_total"": 4529978000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 92.68007317601287, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 5}",mid|none|nonpos,0.014475529411764708,,0.261,0,1,0.4666,0.5518,5,5,buying,0.7775,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,227.11,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.318657,price_history,,5,1.5045,price_history,,-0.025042,,57.4434,0.3407,-0.117834,0.092792,mid,large,none,drug_developer,morningstar,,,,0,0.8416273883976709079145999569,71.07,41.25000000000000000000000000,77.5,50,54.87500000000000000000000000,79.12500000000000000000000000,53.4104,0.4073,2.0,,2,0.3333,0.0,0,0,0.0,0.4,0.55,infectious_disease,0.6955,highly_crowded,1.0,145,0.014475529411764708,0.492982,-0.0176,43.76,0.840351,0.9959,0.122914,0.0,0.0,0.0,0.12219,0.000724,0.0
NMRA,"Neumora Therapeutics, Inc.",41,0.11,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.5,,0,0.3,1,0.7,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,runway_short|cost_haircut_<=2000bps,financial_score:-22.9;clinical_score:+14.2;smart_money_score:+9.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 158485000.0, ""cash_total"": 171525000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.473010064043915, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",mid|none|nonpos,0.014475529411764708,,-0.9824,,0,0.6861,0.099,1,1,neutral,-0.7775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1324.22,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.9459,-0.117834,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.7153062296459712154638092237,50,41.25000000000000000000000000,55.0,50,60.00000000000000000000000000,22.98167438271604938271604939,58.5354,0.6235,2.0,,1,0.0,0.0,0,0,0.0,0.4,0.5,other,0.6955,highly_crowded,1.0,143,0.014475529411764708,0.5,0.0,16.16,0.250877,-0.6717,0.187774,0.0,0.0,0.0,0.18705,0.000724,0.0
NUVL,"Nuvalent, Inc.",42,0.88,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.633333,,0,0.558065,1,0.441935,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-18.3;clinical_score:-17.3;smart_money_score:+14.4,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 275209000.0, ""cash_total"": 1371952000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 59.82153199931688, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",early|none|nonpos,0.007665645645645646,,-1.5795,1552,1,-0.0723,1.663,5,5,buying,0.7775,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,435.14,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.159541,price_history,,5,1.0974,price_history,,-0.068004,,63.5219,0.5143,-0.117834,0.04983,early,mid,none,drug_developer,morningstar,,,,0,0.8090419593538301198540906722,71.69,41.25000000000000000000000000,74.0,50,42.29763004001231148045552478,68.63157894736842105263157895,41.1778,-0.1088,1.0,1552,2,0.3333,0.0,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,181,0.007665645645645646,0.366667,-0.3407,41.16,0.787719,0.7985,0.000383,0.0,0.0,0.0,0.0,0.000383,0.0
GLUE,"Monte Rosa Therapeutics, Inc.",43,0.26,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.598246,,0,0.46129,1,0.53871,,0,no_upcoming,9,headwind,high_vol|deep_drawdown,S,sponsor_confirmed|momentum_headwind|high_risk,smart_money_score:+18.0;financial_score:-11.2;catalyst_score:-7.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 208343000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|nonpos,0.007665645645645646,,-1.5635,973,1,0.3084,0.8779,3,3,buying,0.0,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,598.18,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.036336,price_history,,3,1.0963,price_history,,-0.36214,,44.0026,1.2054,-0.117834,-0.244306,early,small,none,drug_developer,morningstar,,,,0,0.7225784997819450501526384649,46.13,41.25000000000000000000000000,66.5,31.33,51.18421052631578947368421053,37.21536351165980795610425240,50.0644,0.2661,1.0,973,1,0.0,0.0001,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,171,0.007665645645645646,0.401754,-0.2488,30.40,0.601754,0.2579,0.080213,0.0,0.0,0.0,0.07983,0.000383,0.0
IMRX,Immuneering Corporation,44,0.44,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.605263,,0,0.474194,1,0.525806,,0,no_upcoming,9,neutral,deep_drawdown|deep_drawdown_rel_xbi,M,sponsor_confirmed|cost_haircut_<=2000bps,financial_score:+21.8;catalyst_score:-14.7;momentum_score:-6.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 35503997.0, ""cash_total"": 227563077.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 76.91407037917449, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|nonpos,0.007665645645645646,,-1.567,1004,1,0.2577,0.9825,2,2,buying,-0.3887,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1094.84,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.02853,price_history,,2,0.8908,price_history,,-0.4,,42.2864,1.1957,-0.117834,-0.282166,early,small,none,drug_developer,morningstar,,,,0,0.7112637362637362637362637363,49.97,41.25000000000000000000000000,61.0,50,50,77.75000000000000000000000000,48.8802,0.2162,1.0,1004,1,0.0,0.0001,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,173,0.007665645645645646,0.394737,-0.267,32.26,0.657895,0.4067,0.065243,0.0,0.0,0.0,0.06486,0.000383,0.0
BCAX,Bicara Therapeutics Inc.,45,0.44,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.549123,,0,0.454839,1,0.545161,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+15.2;catalyst_score:-15.1;financial_score:+11.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 82948000.0, ""cash_total"": 290167000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.9781549886676, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.007665645645645646,,-1.5635,1217,1,0.3084,0.8779,4,4,buying,0.3887,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1066.54,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6287,-0.117834,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7275480669836675625387636965,50,41.25000000000000000000000000,71.5,50,51.18421052631578947368421053,67.66666666666666666666666666,50.0644,0.2661,1.0,1217,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,157,0.007665645645645646,0.450877,-0.1234,37.56,0.724561,0.5964,0.080213,0.0,0.0,0.0,0.07983,0.000383,0.0
DYN,"Dyne Therapeutics, Inc.",46,0.53,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.580702,,0,0.435484,1,0.564516,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+29.2;financial_score:-13.4;catalyst_score:-9.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 291375000.0, ""cash_total"": 573610000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.382986890781424, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 8}",early|none|nonpos,0.007665645645645646,,-1.5629,2130,1,0.3592,0.7732,8,8,buying,1.9437,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,520.7,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.052511,price_history,,8,1.5363,price_history,,-0.224127,,55.8782,0.7655,-0.117834,-0.106293,early,mid,sev1,drug_developer,morningstar,,,,0,0.7847193117900077203044005735,43.11,41.25000000000000000000000000,80.0,10.87,52.36842105263157894736842105,37.42482302246845183133271776,51.2539,0.3163,1.0,2130,3,0.0,0.0,0,0,0.0,0.4,0.65,rare_disease,-0.4844,uncrowded,1.0,166,0.007665645645645646,0.419298,-0.2037,33.44,0.678947,0.4648,0.095273,0.0,0.0,0.0,0.09489,0.000383,0.0
TNGX,"Tango Therapeutics, Inc.",47,0.88,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.682456,,0,0.422581,1,0.577419,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-44.8;momentum_score:+40.8;smart_money_score:+21.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 109168000.0, ""cash_total"": 152811000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.79733987981826, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",early|none|nonpos,0.007665645645645646,,-1.5614,822,1,0.393,0.7035,5,5,buying,0.7775,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,564.69,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,1.031428,price_history,,5,1.2652,price_history,,-0.122549,,62.3927,0.8943,-0.117834,-0.004715,early,small,sev1,drug_developer,morningstar,,,,0,0.7297451813132963083959490363,96.55,41.25000000000000000000000000,77.0,19.57,53.15789473684210526315789473,11.00960219478737997256515774,52.0381,0.3494,1.0,822,3,0.6667,0.0005,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,195,0.007665645645645646,0.317544,-0.4746,19.09,0.370175,-0.3314,0.105203,0.0,0.0,0.0,0.10482,0.000383,0.0
KYTX,"Kyverna Therapeutics, Inc.",48,0.26,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.608772,,0,0.525806,1,0.474194,,0,no_upcoming,9,neutral,high_vol|drawdown_data_missing,S,high_risk,financial_score:-13.2;smart_money_score:+10.8;momentum_score:+5.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 120185000.0, ""cash_total"": 171138000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.08745683737571, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|none|nonpos,0.007665645645645646,,-1.5733,1065,1,0.0577,1.3949,1,1,buying,-0.7775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,916.58,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,1.2661,-0.117834,,early,small,sev1,drug_developer,morningstar,,,drawdown,1,0.7022076310619377520421879847,50,41.25000000000000000000000000,55.5,50,45.33240997229916897506925208,31.52709190672153635116598080,43.5126,-0.0103,1.0,1065,1,0.0,0.0,0,0,0.0,0.3,0.6,autoimmune,0.6955,highly_crowded,1.0,174,0.007665645645645646,0.391228,-0.2761,22.93,0.482456,-0.044,0.000383,0.0,0.0,0.0,0.0,0.000383,0.0
TYRA,"Tyra Biosciences, Inc.",49,0.88,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.696491,,0,0.390323,1,0.609677,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-39.0;smart_money_score:+16.1;momentum_score:+14.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 71518000.0, ""cash_total"": 61951000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.394753768282111, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 2}",early|none|nonpos,0.007665645645645646,,-1.5549,608,1,0.4945,0.4942,2,2,buying,-0.3887,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,678.57,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.174864,price_history,,2,1.5327,price_history,,-0.143347,,49.829,0.7452,-0.117834,-0.025513,early,small,sev2,drug_developer,morningstar,,,,0,0.7853921532091097308488612836,59.13,41.25000000000000000000000000,60.5,50,55.52631578947368421052631579,5.401111111111111111111111112,54.4065,0.4493,1.0,608,1,0.0,0.0016,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,199,0.007665645645645646,0.303509,-0.5143,15.99,0.24386,-0.6939,0.135173,0.0,0.0,0.0,0.13479,0.000383,0.0
ELVN,"Enliven Therapeutics, Inc.",50,0.26,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.584211,,0,0.383871,1,0.616129,,0,no_upcoming,9,headwind,high_vol|deep_drawdown,S,sponsor_confirmed|momentum_headwind|high_risk,momentum_score:-18.6;financial_score:+18.5;catalyst_score:-11.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 54463000.0, ""cash_total"": 477565000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 105.22336264987239, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 6}",early|none|nonpos,0.007665645645645646,,-1.5564,1034,1,0.4945,0.4942,6,6,selling,1.1662,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,575.35,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.224169,price_history,,6,0.6904,price_history,,-0.351661,,43.4334,1.2673,-0.117834,-0.233827,early,small,none,drug_developer,morningstar,,,,0,0.7705896626655629139072847682,34.25,41.25000000000000000000000000,62.0,50,55.52631578947368421052631579,71.33333333333333333333333334,54.4065,0.4493,1.0,1034,2,0.3333,0.0001,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,167,0.007665645645645646,0.415789,-0.2127,44.65,0.857895,1.0709,0.135173,0.0,0.0,0.0,0.13479,0.000383,0.0
CGEM,"Cullinan Therapeutics, Inc.",51,0.53,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.566667,,0,0.377419,1,0.622581,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,catalyst_score:-8.1;financial_score:+7.3;clinical_score:+6.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 137641000.0, ""cash_total"": 332596000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.996825073924192, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.007665645645645646,,-1.5563,883,1,0.4945,0.4942,4,4,selling,0.3887,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,848.87,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.152162,price_history,,4,0.4791,price_history,,-0.209184,,52.9153,1.1117,-0.117834,-0.09135,early,small,none,drug_developer,morningstar,,,,0,0.8225459353999566442662042055,45.69,41.25000000000000000000000000,47.5,36.96,55.52631578947368421052631579,56.66666666666666666666666667,54.4065,0.4493,1.0,883,5,1.0,0.0003,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,162,0.007665645645645646,0.433333,-0.1679,42.95,0.829825,0.9535,0.135173,0.0,0.0,0.0,0.13479,0.000383,0.0
SANA,"Sana Biotechnology, Inc.",52,0.88,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.668421,,0,0.287097,1,0.712903,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-34.0;momentum_score:+14.0;clinical_score:+13.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 111187000.0, ""cash_total"": 153054000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.51854983046579, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",early|none|nonpos,0.007665645645645646,,-1.5482,795,1,0.7312,0.006,2,2,buying,-0.3887,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,861.68,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.050879,price_history,,2,1.112,price_history,,-0.290837,,42.5979,1.1156,-0.117834,-0.173003,early,small,sev1,drug_developer,morningstar,,,,0,0.7112407926133416329494760867,61.71,41.25000000000000000000000000,61.0,50,61.05263157894736842105263158,13.69170096021947873799725652,59.9328,0.6825,1.0,795,2,0.0,0.0003,0,0,0.0,0.3,0.85,oncology,0.6955,highly_crowded,1.0,191,0.007665645645645646,0.331579,-0.4356,25.00,0.517544,0.044,0.205133,0.0,0.0,0.0,0.20475,0.000383,0.0
LXEO,"Lexeo Therapeutics, Inc.",53,0.22,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.278947,,0,0.26129,1,0.73871,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,financial_score:-24.1;clinical_score:+17.0;smart_money_score:+8.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 78482000.0, ""cash_total"": 111914000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.111796335465456, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|none|pos,0.04806494736842105,,-1.5287,433,1,0.8327,-0.2033,1,1,neutral,-0.7775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1098.2,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.8592,-0.117834,,early,small,sev1,drug_developer,morningstar,,,drawdown,1,0.7257200304314748396913378981,50,41.25000000000000000000000000,55.0,41.30,63.42105263157894736842105263,22.23593964334705075445816186,61.9512,0.7676,1.0,433,2,0.3333,0.0068,0,0,0.0,0.3,0.6,cns,-0.4844,uncrowded,1.0,80,0.04806494736842105,0.721053,0.586,26.69,0.552632,0.1323,0.232683,0.0,0.0,0.0,0.23028,0.002403,0.0
UPB,"Upstream Bio, Inc.",54,0.44,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.314035,,0,0.158065,1,0.841935,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,catalyst_score:-21.0;financial_score:+15.5;momentum_score:-12.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 102644000.0, ""cash_total"": 372427000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.540041307821205, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|pos,0.04806494736842105,,-1.4977,,0,1.1541,-0.8659,4,4,buying,0.3887,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1072.05,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6702,-0.117834,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7738801197357555739058629232,50,41.25000000000000000000000000,71.5,50,70.92105263157894736842105263,77.75000000000000000000000000,69.9958,1.107,1.0,34,1,0.0,0.1883,1,0,0.0,0.4,0.5,respiratory,0.2236,moderate,1.0,90,0.04806494736842105,0.685965,0.4844,55.13,0.994737,2.558,0.334503,0.0,0.0,0.0,0.3321,0.002403,0.0
