ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
ARVN,71,48.82,0.9629,0.077,0.6174,-0.4354,2,0.5162,,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,small,True,70.51,60,0.2699,80.00,75.00,63.34,68.00,2,Opaleye Management; Tang Capital Partners,76.00,LOW,LOW,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
RIGL,72,48.72,0.7316,0.0585,0.9981,,2,0.3248,,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,small,True,42.36,60,-0.1061,50.00,50.00,0,58.00,1,Opaleye Management,57.00,MEDIUM,MODERATE,78.91,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
EXEL,73,48.47,0.6559,0.0525,0.4304,-0.0824,2,0.2721,0.5070,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,large,True,39.72,60,-0.1428,80.00,86.00,100.00,61.43,5,Krensavage Asset Management,67.00,LOW,MODERATE,60.16,ev_cfo,0.8000,50,unknown,,73.8,ODD; BTD; FT,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87
NKTX,74,48.17,0.6454,0.0516,,,1,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,early,micro,True,51.56,60,0.0217,50.00,50.00,0,61.00,1,RA Capital Management,86.00,LOW,MODERATE,69.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,66.0,focused,0.83000,0.95,0.95,0.45,0.40
AXSM,75,48.10,0.6246,0.05,0.5091,-0.3753,2,0.3828,,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,63.64,60,0.1795,80.00,75.78,65.93,80.00,6,Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,69.8,BTD; FT,90.0,moderate,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.84
CAI,76,48.01,0.6144,0.0492,0.5606,,2,0.1886,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,mid,True,24.26,60,-0.3412,80.00,86.00,100.00,80.00,6,Perceptive Advisors; Rock Springs Capital Management,41.00,LOW,LOW,10.94,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.94
SYRE,77,47.93,0.6041,0.0483,0.5829,,3,0.5938,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,mid,True,73.45,60,0.3086,80.00,71.94,53.13,80.00,6,Baker Bros Advisors; Deerfield Management; Opaleye Management; Perceptive Advisors; RTW Investments; Tang Capital Partners,81.00,MEDIUM,MODERATE,10.78,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.87500,0.95,0.95,0.65,0.60
MLYS,78,47.82,0.594,0.0475,0.6287,,2,0.3093,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,mid,True,56.12,60,0.0849,50.00,50.00,0,80.00,5,Orbimed Advisors; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,59.00,MEDIUM,MODERATE,20.56,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.80
AARD,79,47.81,0.6879,0.055,0.9146,,2,0.2477,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,micro,True,50.48,60,0.0067,80.00,70.05,46.83,50.00,1,,64.00,LOW,MODERATE,74.37,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.87000,0.95,0.95,0.65,0.80
RYTM,80,47.18,0.5838,0.0467,0.4754,-0.1456,2,0.3832,0.8990,1.0,neutral,def_mult_good_1.10; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,30.62,60,-0.2550,80.00,70.07,46.90,80.00,7,Baker Bros Advisors; Opaleye Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Sofinnova Investments,65.00,LOW,MODERATE,36.80,mcap_per_trial,0.8000,50,unknown,,69.0,ODD; BTD,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.92
RCUS,81,46.96,0.5738,0.0459,0.6326,,2,0.5236,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,71.82,60,0.2872,80.00,86.00,100.00,72.00,2,RA Capital Management; Sofinnova Investments,50.00,LOW,LOW,45.60,ev_revenue,0.8000,48.08,exceptional,Gilead,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
SLN,82,46.77,0.5638,0.0451,0.6409,,3,0.4239,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,micro,True,21.08,60,-0.3924,50.00,50.00,0,50.00,0,,47.00,LOW,LOW,75.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53
CLDX,83,46.70,0.5539,0.0443,0.4801,-0.2393,2,0.7395,,1.00,neutral,,alpha,False,,none,late,small,True,36.31,60,-0.1801,80.00,80.64,82.13,80.00,7,Baker Bros Advisors; Deep Track Capital; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,70.81,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
AMPH,84,46.65,0.544,0.0435,0.4149,,2,0.2075,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,34.76,60,-0.2005,50.00,50.00,0,50.00,0,,73.00,MEDIUM,MODERATE,74.22,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.90
TEM,85,45.84,0.5244,0.042,0.5816,,2,0.4642,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,large,True,27.00,60,-0.3026,80.00,86.00,100.00,78.00,3,Casdin Capital; Perceptive Advisors; RTW Investments,50.00,MEDIUM,LOW,22.53,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.87
NAMS,86,45.79,0.5147,0.0412,0.4954,,2,0.4627,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,31.08,60,-0.2489,50.00,50.00,0,80.00,3,Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management,63.00,LOW,LOW,42.39,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.75
MIRM,87,45.71,0.505,0.0404,0.4303,,2,0.3904,,1.0,neutral,def_mult_good_1.10; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,mid,True,64.89,60,0.1959,50.00,50.00,0,80.00,4,Palo Alto Investors; Rock Springs Capital Management; Tang Capital Partners,71.00,LOW,MODERATE,10.94,ev_cfo,0.8000,43.75,strong,Ipsen,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.92
NRIX,88,45.53,0.4954,0.0396,0.7197,,3,0.5306,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,68.65,60,0.2455,50.00,50.00,0,70.00,3,Baker Bros Advisors; Perceptive Advisors; Redmile Group,67.00,MEDIUM,MODERATE,22.55,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.53
PBYI,89,45.34,0.4858,0.0389,0.7739,,2,0.2102,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,57.84,60,0.1088,50.00,50.00,0,50.00,0,,63.00,LOW,LOW,82.03,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70
ROIV,90,45.30,0.4762,0.0381,0.3407,-0.4372,3,0.3790,,1.0,neutral,def_mult_good_1.10; def_mult_drawdown_penalty_0.92; def_boost_gated_below_51_in_3,alpha,False,,none,mid,large,True,57.51,60,0.1042,50.00,50.00,0,80.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,48.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,49.0,concentrated,0.74000,0.95,0.85,0.45,0.53
KNSA,91,45.28,0.4573,0.0366,0.3477,,2,0.4817,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,46.61,60,-0.0470,50.00,50.00,0,61.00,1,Baker Bros Advisors,58.00,LOW,LOW,35.16,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
CRL,92,44.99,0.4479,0.0358,0.3443,,2,0.3502,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,52.14,60,0.0298,65.00,59.68,47.25,61.00,1,Rock Springs Capital Management,54.00,LOW,LOW,53.91,ev_cfo,0.8000,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
IMTX,93,44.77,0.4385,0.0351,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,44.67,60,-0.0741,50.00,50.00,0,80.00,4,Baker Bros Advisors; Perceptive Advisors; RTW Investments; Sofinnova Investments,69.00,LOW,LOW,62.69,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70
ONC,94,44.49,0.4292,0.0343,0.415,,2,0.4212,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,large,True,40.15,60,-0.1368,65.30,50.83,17.07,50.00,0,,53.00,LOW,LOW,10.94,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
NTRA,95,44.42,0.4199,0.0336,0.3255,-0.3449,2,0.3870,,1.0,neutral,def_mult_good_1.10; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,52.49,60,0.0345,65.00,60.11,48.69,74.80,4,Orbimed Advisors; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,10.94,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
SPRY,96,44.31,0.635,0.0508,0.7229,-0.4258,2,0.4447,,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,small,True,27.70,60,-0.2934,65.30,50.83,17.07,79.00,4,Deerfield Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management,84.00,HIGH,HIGH,40.86,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.83500,0.95,0.95,0.45,0.90
JANX,97,43.93,0.4668,0.0373,1.2694,,1,0.4324,,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,early,small,True,11.97,60,-0.5851,50.00,50.00,0,80.00,6,Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,48.00,MEDIUM,LOW,26.79,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.40
TRVI,98,43.91,0.5342,0.0427,0.6685,,3,0.4046,,0.9500,penalty,def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,mid,small,True,39.78,60,-0.1420,50.00,50.00,0,58.00,1,Opaleye Management,67.00,LOW,MODERATE,48.04,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.63
BBOT,99,43.80,0.4106,0.0328,0.7251,,1,0.1057,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,early,small,True,47.22,60,-0.0386,50.00,50.00,0,50.00,0,,45.00,LOW,LOW,23.21,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,52.0,concentrated,0.80000,0.95,0.85,0.45,0.40
ALNY,100,43.11,0.4014,0.0321,0.3472,-0.2136,2,0.1563,0.4081,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,19.73,60,-0.4163,89.44,78.12,51.72,80.00,3,Casdin Capital; Palo Alto Investors; Rock Springs Capital Management,48.00,LOW,LOW,10.94,ev_cfo,0.8000,67.83,exceptional,Regeneron; Roche,73.8,ODD; BTD; FT,75.0,uncrowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.80
EPRX,101,42.69,0.3922,0.0314,0.6009,-0.0272,3,0.2846,0.8122,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,65.82,60,0.2082,50.00,50.00,0,75.30,3,Great Point Partners; Logos Global Management,44.00,LOW,LOW,36.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.63
AUPH,102,42.64,0.383,0.0306,0.4141,,2,0.2705,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,41.57,60,-0.1171,50.00,50.00,0,50.00,0,,59.00,LOW,LOW,61.72,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
CABA,103,42.63,0.3739,0.0299,1.3399,,1,0.3873,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,sev1,early,micro,True,58.69,60,0.1207,50.00,50.00,0,70.00,4,Cormorant Asset Management; Opaleye Management,73.00,MEDIUM,MODERATE,80.36,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,66.0,focused,0.83000,0.95,0.95,0.45,0.47
AMLX,104,42.49,0.3648,0.0292,0.6469,,2,0.4341,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,59.37,60,0.1302,80.00,71.33,51.10,80.00,7,Acuta Capital Partners; Ally Bridge Group; Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; Rock Springs Capital Management; Tang Capital Partners,65.00,LOW,MODERATE,49.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.80
HALO,105,42.42,0.3557,0.0285,0.2835,-0.2096,2,0.1622,,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,39.68,60,-0.1434,50.00,50.00,0,50.00,0,,68.00,MEDIUM,MODERATE,55.47,ev_cfo,0.8000,50,unknown,,69.0,ODD; BTD,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87
CERS,106,42.25,0.3467,0.0277,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,82.08,60,0.4507,50.00,50.00,0,61.00,1,Baker Bros Advisors,54.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
CADL,107,42.11,0.3377,0.027,0.6596,,2,0.4585,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,small,True,35.65,60,-0.1888,50.00,50.00,0,50.00,2,,67.00,MEDIUM,HIGH,89.09,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
SGMT,108,41.85,0.3287,0.0263,0.6734,,2,0.3405,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,micro,True,16.83,60,-0.4727,50.00,50.00,0,61.43,4,Baker Bros Advisors,59.00,LOW,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,diversified,0.83500,0.95,0.95,0.45,0.75
ARQT,109,41.80,0.3198,0.0256,0.727,,2,0.4021,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,48.13,60,-0.0260,50.00,50.00,0,75.00,3,Ally Bridge Group; Cormorant Asset Management,65.00,MEDIUM,MODERATE,23.63,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
OCUL,110,41.48,0.3108,0.0249,0.7517,,2,0.3569,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,small,True,25.09,60,-0.3291,55.90,43.49,14.52,80.00,8,Acuta Capital Partners; Deep Track Capital; Logos Global Management; Opaleye Management; Rock Springs Capital Management,48.00,LOW,LOW,65.23,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
DYN,111,41.46,0.3019,0.0242,0.7655,,1,0.4655,,1.00,neutral,def_missing_drawdown,alpha,False,,none,early,mid,True,33.22,60,-0.2209,50.00,50.00,0,80.00,13,Deep Track Capital; Ghost Tree Capital; Logos Global Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,59.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.50
TECH,112,41.31,0.2842,0.0227,0.3925,-0.2358,2,0.3696,,1.0,neutral,def_mult_good_1.10; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,44.50,60,-0.0764,80.00,86.00,100.00,50.00,0,,55.00,LOW,LOW,10.94,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87
GLPG,113,41.25,0.2753,0.022,0.3097,-0.2055,2,0.2844,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,37.60,60,-0.1632,80.00,64.43,28.11,61.00,1,EcoR1 Capital,53.00,LOW,LOW,61.68,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.87
MDGL,114,41.18,0.2577,0.0206,0.4350,-0.3160,2,0.5355,,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,none,late,large,True,47.55,60,-0.0340,80.00,70.05,46.83,80.00,11,Ally Bridge Group; Baker Bros Advisors; EcoR1 Capital; RTW Investments; Rock Springs Capital Management; Sectoral Asset Management,73.00,MEDIUM,MODERATE,11.93,mcap_per_trial,0.8000,50,unknown,,69.8,BTD; FT,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.75
ALLO,115,41.03,0.249,0.0199,0.7420,-0.3226,3,0.6078,,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,none,mid,small,True,51.15,60,0.0160,50.00,50.00,0,50.00,0,,56.00,LOW,LOW,63.73,mcap_per_trial,0.8000,50,unknown,,72.0,ODD; RMAT; FT,100.0,highly_crowded,78.0,diversified,0.83000,0.95,0.95,0.45,0.53
CRNX,116,40.65,0.2402,0.0192,0.6688,-0.3321,2,0.4161,,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,62.83,60,0.1689,50.00,50.00,0,80.00,6,Baker Bros Advisors; Cormorant Asset Management; EcoR1 Capital; Orbimed Advisors; RTW Investments,68.00,MEDIUM,MODERATE,32.23,mcap_per_trial,0.8000,50,unknown,,64.8,ODD; FT,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
TENX,117,40.63,0.2228,0.0178,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,micro,True,93.80,60,0.7537,50.00,50.00,0,58.57,3,RTW Investments,75.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.72
AMRX,118,40.61,0.214,0.0171,0.3236,,2,0.3463,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,mid,True,58.81,60,0.1223,50.00,50.00,0,50.00,0,,41.00,LOW,LOW,39.84,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.94
ACIU,119,40.19,0.2054,0.0164,0.7916,,3,0.3132,,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,51.42,60,0.0198,81.33,67.14,34.03,50.00,0,,57.00,LOW,LOW,71.57,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.78000,0.65,0.95,0.65,0.50
MAZE,120,40.14,0.1967,0.0157,0.5761,,3,0.3475,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,mid,mid,True,88.26,60,0.5911,50.00,50.00,0,80.00,5,Casdin Capital; Deep Track Capital; Logos Global Management,55.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.58
BNTX,121,39.93,0.188,0.015,0.3086,-0.1812,2,0.4778,,1.00,neutral,,alpha,False,,none,late,large,True,43.48,60,-0.0906,80.00,86.00,100.00,80.00,3,Baker Bros Advisors; Krensavage Asset Management; Palo Alto Investors,58.00,LOW,LOW,10.00,mcap_per_trial,0.8000,56.46,exceptional,Pfizer; Regeneron,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.95
IRON,122,39.89,0.1794,0.0144,0.4392,,2,0.3231,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,mid,True,40.01,60,-0.1388,55.09,40.18,5.38,80.00,7,Baker Bros Advisors; Deerfield Management; Opaleye Management; Orbimed Advisors; Palo Alto Investors; RA Capital Management; Sofinnova Investments,57.00,LOW,MODERATE,31.73,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.80000,0.95,0.95,0.30,0.77
GPCR,123,39.82,0.1708,0.0137,2.1948,,3,0.1393,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,mid,True,96.55,60,2.0283,50.00,50.00,0,80.00,4,Baker Bros Advisors; Casdin Capital; RA Capital Management; Rock Springs Capital Management,57.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.58
ABSI,124,39.41,0.2315,0.0185,0.9218,,2,0.5562,,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,small,True,20.32,60,-0.4056,65.00,55.11,32.03,60.00,1,Redmile Group,70.00,MEDIUM,HIGH,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.75
PTGX,125,39.05,0.2665,0.0213,0.6429,-0.4107,2,0.1962,,0.947600,penalty,def_skip_not_elite_vol; def_mult_rsi_oversold_1.03; def_mult_drawdown_penalty_0.92,alpha,False,,none,late,mid,True,48.36,60,-0.0228,65.30,50.83,17.07,80.00,4,Opaleye Management; Perceptive Advisors; RTW Investments,59.00,MEDIUM,MODERATE,25.78,ev_cfo,0.8000,50,unknown,,50,,90.0,moderate,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
VCEL,126,38.95,0.1535,0.0123,0.4807,,2,0.3047,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,33.85,60,-0.2125,50.00,50.00,0,50.00,0,,65.00,LOW,MODERATE,24.22,ev_cfo,0.8000,50,unknown,,50,,60.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
VIR,127,38.80,0.145,0.0116,0.7493,,2,0.6380,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,sev1,late,small,True,69.21,60,0.2528,80.00,71.36,51.19,61.00,1,Baker Bros Advisors,66.00,LOW,MODERATE,82.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.78
BCRX,128,38.75,0.1364,0.0109,0.4141,-0.2161,2,0.4988,,1.00,neutral,,alpha,False,,none,late,small,True,23.31,60,-0.3558,55.30,43.02,14.35,80.00,4,Deerfield Management; Orbimed Advisors; Tang Capital Partners,68.00,MEDIUM,HIGH,36.72,ev_cfo,0.8000,50,unknown,,50,,100.0,crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.78
ABCL,129,38.72,0.1278,0.0102,0.7022,,2,0.5106,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,22.80,60,-0.3638,50.00,50.00,0,67.00,2,Baker Bros Advisors; Tang Capital Partners,77.00,MEDIUM,HIGH,48.48,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.80
SNY,130,38.26,0.1192,0.0095,0.194,,2,0.2745,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,29.31,60,-0.2722,80.00,86.00,100.00,64.29,3,Krensavage Asset Management,44.00,LOW,LOW,77.47,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.78500,0.65,0.95,0.65,0.95
