ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
RCKT,131,38.23,0.1107,0.0089,0.6262,,3,0.4280,,1.00,neutral,def_missing_drawdown,alpha,False,,sev1,mid,small,True,35.94,60,-0.1850,50.00,50.00,0,80.00,7,RTW Investments; Suvretta Capital Management; Tang Capital Partners,63.00,MEDIUM,MODERATE,81.37,mcap_per_trial,0.8000,52.75,exceptional,Roche,81.0,ODD; BTD; RMAT; FT,50.0,uncrowded,79.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.63
FATE,132,38.08,0.293,0.0234,0.8890,-0.4242,3,0.3655,,0.91917200,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03; def_mult_drawdown_penalty_0.92,alpha,False,,none,mid,micro,True,43.04,60,-0.0967,50.00,50.00,0,73.00,4,Redmile Group; Tang Capital Partners,59.00,LOW,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,84.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.53
PCVX,133,37.87,0.0936,0.0075,0.4931,-0.3853,2,0.7099,,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,56.38,60,0.0886,50.00,50.00,0,80.00,8,Baker Bros Advisors; Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,67.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,52.75,exceptional,Merck,69.8,BTD; FT,10.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.78
ZLAB,134,37.86,0.0851,0.0068,0.3972,,2,0.3572,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,12.66,60,-0.5676,80.00,76.57,68.58,72.00,2,RTW Investments; Rock Springs Capital Management,68.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
AVXL,135,37.73,0.0765,0.0061,1.1868,,2,0.1470,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,15.49,60,-0.5013,50.00,50.00,0,50.00,0,,79.00,MEDIUM,HIGH,84.01,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67
LCTX,136,37.73,0.068,0.0054,0.5717,,1,0.4269,,1.00,neutral,def_missing_drawdown,alpha,False,,none,early,small,True,38.03,60,-0.1575,50.00,50.00,0,50.00,0,,66.00,MEDIUM,MODERATE,55.36,mcap_per_trial,0.8000,50,unknown,,50,,45.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.37
CLYM,137,37.25,0.0595,0.0048,,,3,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,1.1803,65.30,50.83,17.07,61.00,1,RA Capital Management,61.00,LOW,LOW,57.84,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83500,0.95,0.95,0.45,0.60
CYTK,138,36.49,0.034,0.0027,0.4492,-0.3021,2,0.6491,,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,55.00,60,0.0694,80.00,77.13,70.42,61.00,1,RTW Investments,69.00,LOW,MODERATE,34.26,mcap_per_trial,0.8000,40.75,strong,Novartis,50,,75.0,uncrowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.72
KMDA,139,36.43,0.017,0.0014,0.3562,,2,0.2202,,1.0,neutral,def_mult_elite_1.40; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,49.80,60,-0.0028,50.00,50.00,0,50.00,0,,50.00,LOW,LOW,86.55,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.95
ABEO,140,36.20,0.0085,0.0007,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,micro,True,29.94,60,-0.2639,50.00,50.00,0,61.00,1,Palo Alto Investors,76.00,MEDIUM,HIGH,88.58,mcap_per_trial,0.8000,50,unknown,,50,,50.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.80
MEDP,141,36.16,0.0,0.0,0.2643,,1,0.2101,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,none,early,large,True,41.59,60,-0.1168,50.00,50.00,0,50.00,3,,61.00,LOW,LOW,41.41,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,68.0,diversified,0.83000,0.95,0.95,0.45,0.30
ARWR,142,36.03,0.1622,0.013,0.7267,-0.6164,2,0.4776,,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,mid,True,96.55,60,1.0073,80.00,73.05,56.82,65.71,4,Baker Bros Advisors,57.00,LOW,LOW,10.94,ev_cfo,0.8000,51.05,exceptional,Janssen; Takeda,64.8,ODD; FT,75.0,uncrowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
ARGX,143,35.96,-0.0085,-0.0007,0.2190,-0.1383,2,0.1864,0.3292,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,40.05,60,-0.1382,80.00,80.08,80.25,80.00,4,Acuta Capital Partners; Baker Bros Advisors; RTW Investments; Rock Springs Capital Management,61.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.94
GMAB,144,35.82,-0.017,-0.0014,0.3342,,2,0.3700,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,52.71,60,0.0376,80.00,81.27,84.22,71.80,4,Avidity Partners Management; Deep Track Capital,59.00,LOW,LOW,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.87
TARA,145,35.81,2.2615,0.1809,,,3,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,suppressed,True,cash_runway_lt_6m; survivability_critical,none,mid,small,True,81.81,60,0.4453,55.09,40.18,5.38,61.00,1,Baker Bros Advisors,56.00,LOW,LOW,53.92,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.80500,0.95,0.95,0.30,0.58
BCYC,146,35.81,0.9102,0.0728,0.6162,,1,0.5334,,1.00,neutral,def_missing_drawdown,suppressed,True,single_asset_early_stage,none,early,small,True,25.68,60,-0.3207,50.00,50.00,0,72.00,2,Baker Bros Advisors; Palo Alto Investors,63.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.40
CRSP,147,35.81,-0.0255,-0.002,0.5582,-0.2230,2,0.4346,1.4197,1.00,neutral,,alpha,False,,none,late,mid,True,26.41,60,-0.3106,50.00,50.00,0,72.00,2,EcoR1 Capital; Palo Alto Investors,80.00,MEDIUM,HIGH,31.22,mcap_per_trial,0.8000,56.46,exceptional,Vertex; Regeneron,81.0,ODD; BTD; RMAT; FT,90.0,moderate,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
TGTX,148,35.81,-0.034,-0.0027,0.3599,-0.2050,2,0.5721,,1.00,neutral,,alpha,False,,none,late,mid,True,31.86,60,-0.2387,50.00,50.00,0,58.00,1,Opaleye Management,73.00,MEDIUM,HIGH,29.12,ev_revenue,0.8000,35.75,strong,Janssen,73.8,ODD; BTD; FT,100.0,highly_crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.87
TYRA,149,35.67,-0.0425,-0.0034,0.7452,,3,0.4128,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,0.8774,50.00,50.00,0,70.00,3,Baker Bros Advisors; RA Capital Management,65.00,LOW,MODERATE,20.59,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.53
TRDA,150,35.60,-0.051,-0.0041,0.5606,,1,0.3748,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,early,small,True,80.29,60,0.4166,50.00,50.00,0,56.00,1,Baker Bros Advisors,60.00,LOW,LOW,37.50,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.80500,0.95,0.85,0.45,0.40
ABUS,151,35.12,-0.0595,-0.0048,0.5389,,3,0.4589,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,32.10,60,-0.2356,65.18,49.47,12.80,50.00,0,,47.00,LOW,LOW,55.88,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.61
CRMD,152,35.05,0.1021,0.0082,0.8522,,2,0.2952,,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,13.40,60,-0.5495,80.48,60.93,15.31,65.71,3,Deep Track Capital,53.00,MEDIUM,LOW,88.28,ev_cfo,0.8000,50,unknown,,50,,45.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.92
ORIC,153,34.83,-0.068,-0.0054,0.596,,1,0.4216,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,sev1,early,small,True,40.42,60,-0.1331,55.30,43.02,14.35,79.10,5,Deerfield Management; EcoR1 Capital,74.00,MEDIUM,HIGH,41.07,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.40
HROW,154,34.78,-0.0765,-0.0061,0.6339,,2,0.3194,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,small,True,42.24,60,-0.1078,50.00,50.00,0,58.00,1,Opaleye Management,67.00,MEDIUM,MODERATE,28.91,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,68.0,diversified,0.83000,0.95,0.95,0.45,0.95
MLTX,155,34.76,-0.0851,-0.0068,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,43.34,60,-0.0925,66.80,52.03,17.57,80.00,7,Cormorant Asset Management; Ghost Tree Capital; Rock Springs Capital Management; Sectoral Asset Management,44.00,MEDIUM,LOW,53.05,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
SEPN,156,34.67,-0.0936,-0.0075,0.7426,,1,0.4426,,1.00,neutral,def_missing_drawdown,suppressed,True,single_asset_early_stage,none,early,small,True,62.25,60,0.1612,80.00,70.05,46.83,80.00,3,Casdin Capital; Perceptive Advisors; RA Capital Management,49.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.84500,0.95,0.85,0.65,0.40
SNDX,157,34.49,-0.1021,-0.0082,0.5965,-0.3959,2,0.3962,,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,suppressed,True,cash_runway_lt_6m; survivability_critical,sev1,late,small,True,67.18,60,0.2260,80.67,66.62,33.83,80.00,7,Ghost Tree Capital; Palo Alto Investors; Sectoral Asset Management,83.00,MEDIUM,HIGH,69.80,mcap_per_trial,0.8000,47.82,strong,Incyte,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
RAPP,158,34.28,-0.1107,-0.0089,0.613,,3,0.0639,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,mid,small,True,47.40,60,-0.0361,50.00,50.00,0,80.00,4,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; Sofinnova Investments,59.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.80000,0.95,0.85,0.45,0.50
AQST,159,34.17,0.051,0.0041,0.9486,,2,0.2351,,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,11.06,60,-0.6088,50.00,50.00,0,80.00,8,EcoR1 Capital; Perceptive Advisors; RTW Investments; Samsara BioCapital,60.00,MEDIUM,LOW,81.98,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.67
RGNX,160,34.05,0.0425,0.0034,0.6963,-0.4061,2,0.6559,,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,small,True,49.12,60,-0.0123,50.00,50.00,0,50.00,0,,69.00,LOW,MODERATE,88.07,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.80
FOLD,161,33.93,-0.1192,-0.0095,0.6001,0.0000,2,0.4446,1.0869,1.0,neutral,def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,79.61,60,0.4044,50.00,50.00,0,80.00,3,Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,60.00,LOW,LOW,10.94,ev_cfo,0.8000,36.75,strong,Roche,69.0,ODD; BTD,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
ACRV,162,33.44,-0.1278,-0.0102,,,3,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,mid,micro,True,42.12,60,-0.1094,50.00,50.00,0,72.00,2,Baker Bros Advisors; RA Capital Management,44.00,HIGH,LOW,85.29,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80000,0.95,0.85,0.45,0.53
PRTA,163,32.91,-0.145,-0.0116,0.4848,-0.2784,2,0.5288,,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.29,60,-0.2199,50.00,50.00,0,80.00,3,Palo Alto Investors; RA Capital Management; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,87.06,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67
XENE,164,32.73,-0.1535,-0.0123,0.341,,2,0.6575,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,37.76,60,-0.1610,50.00,50.00,0,80.00,5,Baker Bros Advisors; Deerfield Management; Orbimed Advisors; Perceptive Advisors; Rock Springs Capital Management,65.00,LOW,LOW,47.46,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67
INSM,165,32.72,-0.1622,-0.013,0.5709,,2,0.3782,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,large,True,36.72,60,-0.1747,80.00,73.52,58.40,80.00,14,Acuta Capital Partners; Baker Bros Advisors; Cormorant Asset Management; Deerfield Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,48.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,73.8,ODD; BTD; FT,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.73
GHRS,166,32.64,-0.1794,-0.0144,0.9535,,3,0.4117,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,50.06,60,0.0008,50.00,50.00,0,80.00,3,Cormorant Asset Management; RA Capital Management; RTW Investments,54.00,LOW,LOW,40.20,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.74000,0.65,0.95,0.45,0.58
BIOA,167,32.55,-0.188,-0.015,1.0312,,3,0.2151,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,1.7396,50.00,50.00,0,80.00,4,Cormorant Asset Management; Orbimed Advisors; Sofinnova Investments; Tang Capital Partners,44.00,LOW,LOW,30.39,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.58
MCRB,168,32.55,0.0255,0.002,1.1067,-0.5564,2,0.0914,,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,micro,True,33.53,60,-0.2167,50.00,50.00,0,50.00,0,,71.00,MEDIUM,MODERATE,77.34,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.78
COLL,169,32.26,-0.1967,-0.0157,0.4474,,2,0.1745,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,49.83,60,-0.0024,50.00,50.00,0,50.00,0,,80.00,MEDIUM,HIGH,80.47,ev_cfo,0.8000,50,unknown,,50,,75.0,moderate,64.0,focused,0.80000,0.95,0.85,0.45,0.89
KYTX,170,32.19,-0.1364,-0.0109,1.2661,,3,0.4745,,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,sev1,mid,small,True,79.41,60,0.4010,80.00,71.33,51.10,60.00,1,Bain Capital Life Sciences,56.00,LOW,LOW,65.69,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.87500,0.95,0.95,0.65,0.53
BCAX,171,31.99,-0.2054,-0.0164,0.6287,,3,0.5355,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,47.64,60,-0.0327,50.00,50.00,0,80.00,5,Deep Track Capital; RA Capital Management; Rock Springs Capital Management; Sectoral Asset Management,77.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74000,0.95,0.85,0.45,0.53
OLMA,172,31.68,-0.1708,-0.0137,2.891,,2,0.1662,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,mid,True,96.55,60,2.1103,81.33,67.14,34.03,80.00,6,Deep Track Capital; Ghost Tree Capital; Logos Global Management,77.00,LOW,MODERATE,26.14,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.87500,0.95,0.95,0.65,0.70
PCRX,173,30.95,-0.2402,-0.0192,0.3370,-0.2253,2,0.1845,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,20.87,60,-0.3959,50.00,50.00,0,50.00,4,,78.00,MEDIUM,HIGH,83.59,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.84
CCCC,174,30.85,-0.2577,-0.0206,0.7106,,3,0.2214,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,mid,micro,True,22.20,60,-0.3736,65.36,49.62,12.88,80.00,4,Bain Capital Life Sciences; Orbimed Advisors; Tang Capital Partners,60.00,LOW,LOW,69.61,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,57.0,focused,0.83500,0.95,0.95,0.45,0.53
TCRX,175,30.73,-0.2753,-0.022,,,1,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,sev1,early,micro,True,14.35,60,-0.5271,50.00,50.00,0,61.00,1,Baker Bros Advisors,64.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.40
NGNE,176,30.28,-0.2315,-0.0185,0.823,,2,0.4812,,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,micro,True,16.04,60,-0.4894,50.00,50.00,0,80.00,6,Baker Bros Advisors; Casdin Capital; EcoR1 Capital; RTW Investments; Redmile Group; Rock Springs Capital Management,83.00,MEDIUM,HIGH,75.89,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.80
REPL,177,29.67,-0.2228,-0.0178,0.5897,,2,0.2027,,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,28.39,60,-0.2844,65.60,51.07,17.17,80.00,9,Ally Bridge Group; Baker Bros Advisors; Ghost Tree Capital; RTW Investments; Redmile Group; Tang Capital Partners,80.00,HIGH,HIGH,83.50,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
ATXS,178,29.48,-0.3019,-0.0242,0.187,,2,0.2697,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,52.30,60,0.0319,50.00,50.00,0,70.00,2,Perceptive Advisors; Tang Capital Partners,54.00,LOW,LOW,51.02,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83000,0.95,0.95,0.45,0.77
FHTX,179,29.48,-0.2842,-0.0227,0.9327,,1,0.4168,,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,early,small,True,53.92,60,0.0544,50.00,50.00,0,58.00,1,Deerfield Management,61.00,LOW,LOW,44.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.40
KROS,180,29.43,-0.3108,-0.0249,0.4961,,3,0.4040,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,44.73,60,-0.0732,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,58,FT,100.0,highly_crowded,53.0,focused,0.80000,0.95,0.85,0.45,0.55
TSHA,181,29.41,-0.3198,-0.0256,0.7836,,2,0.4290,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,small,True,44.19,60,-0.0807,50.00,50.00,0,80.00,8,Acuta Capital Partners; Ally Bridge Group; Baker Bros Advisors; Deerfield Management; Palo Alto Investors; RA Capital Management; RTW Investments; Tang Capital Partners,77.00,MEDIUM,HIGH,29.70,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,68.0,focused,0.83000,0.95,0.95,0.45,0.80
ANNX,182,29.29,-0.3287,-0.0263,0.9497,,2,0.3724,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,sev1,late,small,True,96.31,60,0.8411,50.00,50.00,0,75.71,5,Ghost Tree Capital; Opaleye Management,57.00,LOW,MODERATE,66.75,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.77
VERA,183,29.17,-0.3377,-0.027,0.7858,,2,0.5290,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,83.44,60,0.4784,50.00,50.00,0,80.00,6,Deerfield Management; Rock Springs Capital Management; Sectoral Asset Management; Sofinnova Investments; Tang Capital Partners,77.00,LOW,MODERATE,14.97,mcap_per_trial,0.8000,46.41,strong,Eli Lilly,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.77
ORKA,184,29.14,-0.3467,-0.0277,0.647,,3,0.5496,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,81.57,60,0.4408,50.00,50.00,0,80.00,4,Cormorant Asset Management; Palo Alto Investors; Perceptive Advisors; RTW Investments,79.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.60
ASND,185,29.07,-0.3648,-0.0292,0.4165,,2,0.2334,,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,42.89,60,-0.0988,81.33,67.14,34.03,80.00,4,Acuta Capital Partners; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,65.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.80
SGMO,186,28.98,-0.214,-0.0171,0.7928,-0.4730,3,0.3514,,0.9200,penalty,def_skip_vol_too_high; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,mid,micro,True,14.81,60,-0.5166,50.00,50.00,0,50.00,0,,48.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.63
CMPS,187,28.94,-0.383,-0.0306,0.7735,,2,0.3456,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,sev1,late,small,True,49.54,60,-0.0064,65.00,50.95,18.18,80.00,8,Deep Track Capital; EcoR1 Capital; RTW Investments; Tang Capital Partners,60.00,LOW,LOW,77.92,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.67
FDMT,188,28.93,-0.293,-0.0234,0.8446,,2,0.5317,,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,small,True,37.47,60,-0.1648,50.00,50.00,0,57.00,1,RA Capital Management,59.00,MEDIUM,MODERATE,72.34,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83500,0.95,0.95,0.45,0.78
DRUG,189,28.92,-0.3922,-0.0314,,,3,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,mid,small,True,84.27,60,0.4962,50.00,50.00,0,80.00,3,Acuta Capital Partners; Cormorant Asset Management; Perceptive Advisors,44.00,LOW,LOW,16.67,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,67.0,focused,0.80500,0.95,0.85,0.45,0.50
TECX,190,28.71,-0.4014,-0.0321,0.7014,,3,0.2708,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,mid,small,True,33.94,60,-0.2113,50.00,50.00,0,75.80,4,Baker Bros Advisors; Sectoral Asset Management,91.00,HIGH,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.53
