ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,valuation_raw_metric,valuation_mcap_mm,valuation_denom_trials_total,valuation_denom_trials_p1,valuation_denom_trials_p2,valuation_denom_trials_p3,valuation_denom_trials_reg,valuation_denom_trials_other,valuation_phase_weighted_trials,valuation_metric_pw,valuation_pct_overall,valuation_pct_in_size_bucket,valuation_size_bucket,valuation_applicable,valuation_notes,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos,pit_trials_total,pit_trials_eligible,pit_trials_filtered,pit_trials_no_date,clinical_lead_phase,clinical_lead_nct_id,clinical_recency_days,clinical_score_raw,catalyst_event_count_upcoming,catalyst_confidence_m3,catalyst_window_days_m3,catalyst_window_bucket_m3,catalyst_next_date,catalyst_top_event_type,catalyst_top_event_date
CSTL,169,33.40,-0.1102,-0.0088,0.5471,-0.110433618119954,1,0.1118,1.062,0.5471,0.5471,0.5670550874649685,-0.110433618119954,-0.110433618119954,-0.110433618119954,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,suppressed,True,single_asset_early_stage,sev1,early,small,True,79.57,60,0.4038,50.00,50.00,0,50.00,2,,68.00,LOW,LOW,50.00,ev_cfo,0.8000,24.04,1149.741312,0,0,0,0,0,0,,,0.5,0.3966,small,False,denom<2 (trial_count=0); commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.30,0,0,0,0,preclinical,,,32.92,0,MED,,UNKNOWN,,,
FLGT,170,33.40,-0.0787,-0.0063,0.4849,-0.1559278104723114,1,0.2088,0.63,0.4849,0.4849,0.48357367632945913,-0.1559278104723114,-0.1559278104723114,-0.1559278104723114,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,suppressed,True,single_asset_early_stage,sev1,early,small,True,46.01,60,-0.0554,50.00,50.00,0,50.00,2,,63.00,LOW,LOW,88.43,ev_revenue,0.8000,1.83,809.904704,0,0,0,0,0,0,,,0.7571,0.5769,small,False,denom<2 (trial_count=0); commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.40,0,0,0,0,preclinical,,,32.92,0,MED,,UNKNOWN,,,
COLL,171,33.33,-0.0865,-0.0069,0.4474,-0.09583164650510341,2,0.1745,0.604,0.4474,0.4474,0.44536513000152106,-0.09583164650510341,-0.09583164650510341,-0.09583164650510341,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,49.83,60,-0.0024,50.00,50.00,0,50.00,2,,80.00,MEDIUM,HIGH,83.77,ev_cfo,0.8000,10.19,1451.575936,3,0,0,2,1,0,7.0,207.37,0.8377,0.7069,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,75.0,moderate,64.0,focused,0.80000,0.95,0.85,0.45,0.89,3,3,0,0,approved,NCT03588806,89,64.58,0,MED,,UNKNOWN,,,
ABUS,172,33.29,-0.1023,-0.0082,0.5389,-0.1901960559919768,3,0.4589,0.703,0.5389,0.5389,0.5218502941755937,-0.1901960559919768,-0.1901960559919768,-0.1901960559919768,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,32.10,60,-0.2356,65.54,49.76,12.95,50.00,2,,47.00,LOW,LOW,54.81,mcap_per_trial,0.8000,61.10,794.29824,13,7,5,0,0,1,8.75,90.78,0.5911,0.588,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53,13,13,0,0,phase 2,NCT04820686,104,56.57,1,MED,57,31_90,2026-04-01,CT_STUDY_COMPLETION,2026-04-01
PRTA,173,33.23,-0.1261,-0.0101,0.4848,-0.2784,2,0.5288,-0.097,0.4848,0.4848,0.4802755788353536,-0.2784,-0.2784,-0.2784,live,live,live,0.9,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.29,60,-0.2199,50.00,50.00,0,80.00,3,Palo Alto Investors; RA Capital Management; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,87.31,mcap_per_trial,0.8000,27.90,474.242176,17,7,5,3,0,2,15.0,31.62,0.8203,0.8657,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67,17,17,0,0,phase 3,NCT07174310,22,65.71,0,MED,,UNKNOWN,,,
PACB,174,32.94,-0.1181,-0.0094,1.0113,-0.17216117565448466,1,0.4440,2.202,1.0113,1.0113,0.9250597479232786,-0.17216117565448466,-0.17216117565448466,-0.17216117565448466,live,live,live,0.9,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,suppressed,True,single_asset_early_stage,sev1,early,small,True,58.98,60,0.1247,50.00,50.00,0,61.00,1,Casdin Capital,56.00,LOW,LOW,50,neutral,0.2,,682.310784,0,0,0,0,0,0,,,,,small,False,denom<2 (trial_count=0); trial_count_low; trial_count_0,50,unknown,,50,,50,unknown,35,single_asset,0.68000,0.95,0.65,0.45,0.40,0,0,0,0,preclinical,,,32.92,0,MED,,UNKNOWN,,,
GHRS,175,32.61,-0.1419,-0.0114,0.9535,-0.2360975684189215,3,0.4117,0.986,0.9535,0.9535,0.8846775946118084,-0.2360975684189215,-0.2360975684189215,-0.2360975684189215,live,live,live,0.9,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,50.06,60,0.0008,50.00,50.00,0,80.00,3,Cormorant Asset Management; RA Capital Management; RTW Investments,54.00,LOW,LOW,39.42,mcap_per_trial,0.8000,121.42,971.380352,8,5,3,0,0,0,5.5,176.61,0.4193,0.3009,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.74000,0.65,0.95,0.45,0.58,8,8,0,0,phase 2,NCT05804708,248,58.12,0,MED,,UNKNOWN,,,
BIOA,176,32.53,-0.1658,-0.0133,1.0312,-0.20875000953674316,3,0.2151,,1.0312,1.0312,1.0363927826508281,-0.20875000953674316,-0.20875000953674316,-0.20875000953674316,live,live,missing,0.72,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,1.7396,50.00,50.00,0,80.00,6,Cormorant Asset Management; Orbimed Advisors; Sofinnova Investments; Tang Capital Partners,44.00,LOW,LOW,29.81,mcap_per_trial,0.8000,158.58,792.879424,5,1,4,0,0,0,4.5,176.2,0.3516,0.1991,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.58,5,5,0,0,phase 2,NCT06515418,327,48.83,0,MED,,UNKNOWN,,,
PYXS,177,32.41,-0.1578,-0.0126,1.6279,-0.7387387301470782,1,0.2622,1.451,1.6279,1.6279,1.6289446983327656,-0.7387387301470782,-0.7387387301470782,-0.7387387301470782,live,live,live,0.9,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,sev1,early,micro,True,24.15,60,-0.3429,55.90,45.02,19.62,80.00,4,Palo Alto Investors; Perceptive Advisors; Tang Capital Partners,47.00,LOW,LOW,90.00,mcap_per_trial,0.8000,18.06,90.28312,5,5,0,0,0,0,2.5,36.11,0.8932,0.6029,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83500,0.95,0.95,0.45,0.40,5,5,0,0,phase 1,NCT02706353,74,44.08,2,MED,87,31_90,2026-05-01,CT_PRIMARY_COMPLETION,2026-05-01
BCAX,178,32.05,-0.1737,-0.0139,0.6287,-0.14764083018465013,3,0.5355,,0.6287,0.6287,0.6093989048762759,-0.14764083018465013,-0.14764083018465013,-0.14764083018465013,live,live,missing,0.72,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,47.64,60,-0.0327,50.00,50.00,0,80.00,7,Boxer Capital; Deep Track Capital; Logos Global Management; RA Capital Management; Rock Springs Capital Management; Sectoral Asset Management,77.00,MEDIUM,HIGH,50,neutral,0.2,460.168384,920.336768,2,1,1,0,0,0,1.5,613.56,0.5,0.5,small,True,trial_count_low; trial_count_2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74000,0.95,0.85,0.45,0.53,2,2,0,0,phase 2,NCT06788990,12,54.17,0,MED,,UNKNOWN,,,
KYTX,179,32.02,-0.134,-0.0107,1.2661,-0.4140453380481466,3,0.4745,,1.2661,1.2661,1.2874524967067613,-0.4140453380481466,-0.4140453380481466,-0.4140453380481466,live,live,missing,0.72,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,sev1,mid,small,True,79.41,60,0.4010,80.00,72.79,55.96,63.30,2,Bain Capital Life Sciences,56.00,LOW,LOW,64.42,mcap_per_trial,0.8000,43.40,477.448896,11,8,3,0,0,0,7.0,68.21,0.6849,0.7083,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.87500,0.95,0.95,0.65,0.53,11,11,0,0,phase 2,NCT06588491,4,57.92,3,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
CTKB,180,31.84,-0.1817,-0.0145,0.7238,-0.1909385113268608,1,0.3096,1.303,0.7238,0.7238,0.7114201505729738,-0.1909385113268608,-0.1909385113268608,-0.1909385113268608,live,live,live,0.9,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,suppressed,True,single_asset_early_stage,sev1,early,small,True,51.15,60,0.0160,50.00,50.00,0,50.00,2,,61.00,LOW,LOW,50,neutral,0.2,,639.32416,0,0,0,0,0,0,,,,,small,False,denom<2 (trial_count=0); trial_count_low; trial_count_0,50,unknown,,50,,50,unknown,35,single_asset,0.68000,0.95,0.65,0.45,0.30,0,0,0,0,preclinical,,,32.92,0,MED,,UNKNOWN,,,
OLMA,181,31.68,-0.1499,-0.012,2.891,-0.29065888983826105,2,0.1662,1.932,2.891,2.891,2.891548296460879,-0.29065888983826105,-0.29065888983826105,-0.29065888983826105,live,live,live,0.9,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,mid,True,96.55,60,2.1103,82.67,69.74,39.56,80.00,6,Deep Track Capital; Ghost Tree Capital; Logos Global Management,77.00,LOW,MODERATE,27.11,mcap_per_trial,0.8000,343.62,2061.713024,6,4,0,2,0,0,6.0,343.62,0.1797,0.5889,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.87500,0.95,0.95,0.65,0.70,6,6,0,0,phase 3,NCT06016738,27,65.14,2,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
KROS,182,31.27,-0.2218,-0.0177,0.4961,-0.20576497350722356,3,0.4040,0.9,0.4961,0.4961,0.505407722559246,-0.20576497350722356,-0.20576497350722356,-0.20576497350722356,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,44.73,60,-0.0732,50.00,50.00,0,80.00,6,Logos Global Management; Orbimed Advisors; Redmile Group; Tang Capital Partners,68.00,LOW,LOW,90.00,ev_cfo,0.8000,2.00,545.647296,2,0,2,0,0,0,2.0,272.82,0.9805,0.9828,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,58,FT,100.0,highly_crowded,53.0,focused,0.80000,0.95,0.85,0.45,0.55,2,2,0,0,phase 2,NCT05975905,126,53.33,0,MED,,UNKNOWN,,,
PCRX,183,31.24,-0.1897,-0.0152,0.3370,-0.2253,2,0.1845,0.226,0.3370,0.3370,0.4773577426783331,-0.2253,-0.2253,-0.2253,live,live,live,0.9,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,20.87,60,-0.3959,50.00,50.00,0,50.00,4,,78.00,MEDIUM,HIGH,86.36,ev_cfo,0.8000,9.81,883.657024,1,0,0,0,1,0,3.0,294.55,0.8636,0.7759,small,False,denom<2 (trial_count=1); commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.84,1,1,0,0,approved,NCT06995352,106,62.50,0,MED,,UNKNOWN,,,
CCCC,184,30.86,-0.2461,-0.0197,0.7106,-0.4892473182370586,3,0.2214,2.941,0.7106,0.7106,0.7074021818677432,-0.4892473182370586,-0.4892473182370586,-0.4892473182370586,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,mid,micro,True,22.20,60,-0.3736,65.72,49.91,13.03,80.00,6,Bain Capital Life Sciences; Orbimed Advisors; Tang Capital Partners,60.00,LOW,LOW,68.27,mcap_per_trial,0.8000,36.83,184.137392,5,4,1,0,0,0,3.0,61.38,0.7422,0.25,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,57.0,focused,0.83500,0.95,0.95,0.45,0.53,5,5,0,0,phase 2,NCT07284758,5,55.33,1,MED,56,31_90,2026-03-31,CT_STUDY_COMPLETION,2026-03-31
ANNX,185,30.80,-0.238,-0.019,0.9497,-0.1309192519334033,2,0.3724,1.194,0.9497,0.9497,0.9172579580217696,-0.1309192519334033,-0.1309192519334033,-0.1309192519334033,live,live,live,0.9,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,sev1,late,small,True,96.31,60,0.8411,50.00,35.76,2.52,75.71,5,Ghost Tree Capital; Opaleye Management,57.00,LOW,MODERATE,67.41,mcap_per_trial,0.8000,62.01,930.108608,15,8,4,3,0,0,14.0,66.44,0.5859,0.5787,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.77,15,15,0,0,phase 3,NCT04701164,50,70.39,1,LOW,270,181_365,2026-10-31,CT_PRIMARY_COMPLETION,2026-10-31
MYGN,186,30.78,-0.2299,-0.0184,0.6452,-0.636716232349122,1,0.1990,1.815,0.6452,0.6452,0.6487895631227307,-0.636716232349122,-0.636716232349122,-0.636716232349122,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,suppressed,True,single_asset_early_stage,sev1,early,small,True,19.92,60,-0.4128,50.00,50.00,0,65.71,4,Deerfield Management,67.00,MEDIUM,MODERATE,90.00,ev_revenue,0.8000,0.96,523.861088,0,0,0,0,0,0,,,0.8429,0.7308,small,False,denom<2 (trial_count=0); commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.30,0,0,0,0,preclinical,,,32.92,0,MED,,UNKNOWN,,,
SGMO,187,30.78,-0.0944,-0.0076,0.7928,-0.4730,3,0.3514,1.3,0.7928,0.7928,1.1742083799832672,-0.4730,-0.4730,-0.4730,live,live,live,0.9,0.9200,penalty,def_skip_vol_too_high; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,mid,micro,True,14.81,60,-0.5166,50.00,36.12,3.74,50.00,1,,48.00,LOW,LOW,90.00,mcap_per_trial,0.8000,6.01,180.1928,30,18,7,0,0,5,17.25,10.45,0.9922,0.9559,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,84.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.63,30,30,0,0,phase 2,NCT00476931,61,62.31,1,LOW,202,181_365,2026-08-24,CT_PRIMARY_COMPLETION,2026-08-24
FDMT,188,30.48,-0.1977,-0.0158,0.8446,-0.28200975229519887,2,0.5317,2.983,0.8446,0.8446,0.8555666439121096,-0.28200975229519887,-0.28200975229519887,-0.28200975229519887,live,live,live,0.9,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,small,True,37.47,60,-0.1648,50.00,38.64,12.14,74.60,4,RA Capital Management; Redmile Group,59.00,MEDIUM,MODERATE,72.89,mcap_per_trial,0.8000,50.62,506.216768,10,5,2,2,0,1,8.75,57.85,0.6328,0.6435,small,True,valuation_mcap_per_trial,50,unknown,,50,,90.0,moderate,76.0,diversified,0.80500,0.95,0.95,0.30,0.78,10,10,0,0,phase 3,NCT07064759,27,63.08,2,LOW,118,91_180,2026-06-01,CT_PRIMARY_COMPLETION,2026-06-01
NGNE,189,30.43,-0.2057,-0.0165,0.823,-0.5261095946060186,2,0.4812,2.026,0.823,0.823,0.8097968784391861,-0.5261095946060186,-0.5261095946060186,-0.5261095946060186,live,live,live,0.9,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,micro,True,16.04,60,-0.4894,50.00,50.00,0,80.00,10,Baker Bros Advisors; Casdin Capital; EcoR1 Capital; Ghost Tree Capital; Great Point Partners; RTW Investments; Redmile Group; Rock Springs Capital Management; Samsara BioCapital,83.00,MEDIUM,HIGH,76.37,mcap_per_trial,0.8000,45.59,273.549856,6,2,0,1,0,3,3.75,72.95,0.6693,0.1324,micro,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.80,6,6,0,0,phase 3,NCT05898620,21,64.31,0,MED,,UNKNOWN,,,
INSM,190,30.17,-0.2704,-0.0216,0.5709,-0.2626557221283784,2,0.3782,1.087,0.5709,0.5709,0.46670626428223116,-0.2626557221283784,-0.2626557221283784,-0.2626557221283784,live,live,live,0.9,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,large,True,36.72,60,-0.1747,50.00,54.65,65.50,80.00,14,Acuta Capital Partners; Baker Bros Advisors; Cormorant Asset Management; Deerfield Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,48.00,LOW,LOW,10.00,ev_revenue,0.8000,20.00,33456.207872,50,19,17,11,0,3,49.25,679.31,0.1,0.25,large,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,75.8,BTD; FT; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.73,50,50,0,0,phase 3,NCT02344004,4,70.30,3,HIGH,39,31_90,2026-03-14,FDA_PDUFA_DATE,2026-03-14
ATXS,191,30.14,-0.3032,-0.0243,0.187,-0.05342363252776106,2,0.2697,0.019,0.187,0.187,0.18750637849325497,-0.05342363252776106,-0.05342363252776106,-0.05342363252776106,live,live,live,0.9,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,52.30,60,0.0319,50.00,50.00,0,80.00,5,Logos Global Management; Perceptive Advisors; Tang Capital Partners,54.00,LOW,LOW,51.99,mcap_per_trial,0.8000,119.69,718.127296,6,3,1,2,0,0,6.5,110.48,0.4245,0.3102,small,True,valuation_mcap_per_trial,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83000,0.95,0.95,0.45,0.77,6,6,0,0,phase 3,NCT07204938,20,63.61,0,MED,,UNKNOWN,,,
MCRB,192,30.12,-0.055,-0.0044,1.1067,-0.5564,2,0.0914,0.226,1.1067,1.1067,1.1467718049564692,-0.5564,-0.5564,-0.5564,live,live,live,0.9,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,micro,True,33.53,60,-0.2167,50.00,50.00,0,61.00,1,Tang Capital Partners,71.00,MEDIUM,MODERATE,81.17,ev_cfo,0.8000,10.90,134.974064,9,4,2,2,0,1,8.25,16.36,0.8117,0.1667,micro,True,commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70,9,9,0,0,phase 3,NCT03183141,490,66.16,0,MED,,UNKNOWN,,,
KALV,193,30.06,-0.2786,-0.0223,0.6376,-0.3637,2,0.4899,-0.147,0.6376,0.6376,0.7153269758253228,-0.3637,-0.3637,-0.3637,live,live,live,0.9,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,50.10,60,0.0014,50.00,38.08,10.27,80.00,5,Boxer Capital; Great Point Partners; Suvretta Capital Management; Tang Capital Partners,78.00,HIGH,EXTREME,70.90,mcap_per_trial,0.8000,56.36,789.027584,14,4,3,4,0,3,13.75,57.38,0.612,0.6157,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,80.0,broad_portfolio,0.80000,0.95,0.95,0.30,0.78,14,14,0,0,phase 3,NCT05505916,11,67.80,2,LOW,147,91_180,2026-06-30,CT_PRIMARY_COMPLETION,2026-06-30
IMCR,194,29.89,-0.3114,-0.0249,0.4195,-0.2341,2,0.4639,0.779,0.4195,0.4195,0.4119716817171656,-0.2341,-0.2341,-0.2341,live,live,live,0.9,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.37,60,-0.2188,50.00,35.96,3.20,72.00,2,Baker Bros Advisors; RTW Investments,77.00,MEDIUM,HIGH,12.99,ev_cfo,0.8000,50.00,1644.765184,18,9,5,3,0,1,15.75,104.43,0.1299,0.0862,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.70,18,18,0,0,phase 3,NCT06246149,6,62.82,1,LOW,179,91_180,2026-08-01,CT_STUDY_COMPLETION,2026-08-01
TECX,195,29.89,-0.328,-0.0262,0.7014,-0.64303571837289,3,0.2708,,0.7014,0.7014,0.6999758104725174,-0.64303571837289,-0.64303571837289,-0.64303571837289,live,live,missing,0.72,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,mid,small,True,33.94,60,-0.2113,50.00,35.86,2.86,75.80,4,Baker Bros Advisors; Sectoral Asset Management,91.00,HIGH,HIGH,50,neutral,0.2,374.138432,374.138432,1,0,1,0,0,0,1.0,374.14,0.7222,0.9,small,False,denom<2 (trial_count=1); trial_count_low; trial_count_1,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.71500,0.95,0.85,0.30,0.53,1,1,0,0,phase 2,NCT06616974,4,52.92,1,LOW,248,181_365,2026-10-09,CT_PRIMARY_COMPLETION,2026-10-09
VERA,196,29.85,-0.3197,-0.0256,0.7858,-0.2281891468058304,2,0.5290,1.161,0.7858,0.7858,0.7623278172099869,-0.2281891468058304,-0.2281891468058304,-0.2281891468058304,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,83.44,60,0.4784,50.00,36.07,3.57,80.00,6,Deerfield Management; Rock Springs Capital Management; Sectoral Asset Management; Sofinnova Investments; Tang Capital Partners,77.00,LOW,MODERATE,15.67,mcap_per_trial,0.8000,511.82,3070.892544,6,0,4,2,0,0,8.0,383.86,0.0911,0.3,mid,True,valuation_mcap_per_trial,46.41,strong,Eli Lilly,50,,100.0,highly_crowded,78.0,diversified,0.80500,0.95,0.95,0.30,0.77,6,6,0,0,phase 3,NCT05609812,14,63.19,1,LOW,210,181_365,2026-09-01,CT_PRIMARY_COMPLETION,2026-09-01
REPL,197,29.73,-0.2138,-0.0171,0.5897,-0.5248394586138324,2,0.2027,0.732,0.5897,0.5897,0.525463233232116,-0.5248394586138324,-0.5248394586138324,-0.5248394586138324,live,live,live,0.9,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,28.39,60,-0.2844,66.20,52.31,19.89,80.00,14,Ally Bridge Group; Baker Bros Advisors; Boxer Capital; EcoR1 Capital; Ghost Tree Capital; RTW Investments; Redmile Group; Sectoral Asset Management; Sofinnova Investments; Tang Capital Partners,80.00,HIGH,HIGH,83.83,mcap_per_trial,0.8000,32.44,551.45664,17,5,9,1,0,2,14.0,39.39,0.7786,0.8194,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80,17,17,0,0,phase 3,NCT06264180,20,63.80,2,MED,56,31_90,2026-03-31,CT_PRIMARY_COMPLETION,2026-03-31
TSHA,198,29.57,-0.3446,-0.0276,0.7836,-0.25083052676381457,2,0.4290,0.999,0.7836,0.7836,0.764306328359518,-0.25083052676381457,-0.25083052676381457,-0.25083052676381457,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,small,True,44.19,60,-0.0807,50.00,50.00,0,80.00,13,Acuta Capital Partners; Ally Bridge Group; Baker Bros Advisors; Deerfield Management; Ghost Tree Capital; Great Point Partners; Palo Alto Investors; RA Capital Management; RTW Investments; Suvretta Capital Management; Tang Capital Partners,77.00,MEDIUM,HIGH,30.60,mcap_per_trial,0.8000,308.84,1235.376384,4,2,0,1,0,1,3.25,380.12,0.2005,0.0509,small,True,valuation_mcap_per_trial,50,unknown,,50,,60.0,uncrowded,68.0,focused,0.83000,0.95,0.95,0.45,0.80,4,4,0,0,phase 3,NCT05606614,35,58.75,0,MED,,UNKNOWN,,,
MESO,199,29.38,-0.3529,-0.0282,0.5347,-0.19767441860465115,2,0.3519,0.953,0.5347,0.5347,0.546509370137677,-0.19767441860465115,-0.19767441860465115,-0.19767441860465115,live,live,live,0.9,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,mid,True,44.40,60,-0.0778,50.00,35.90,3.00,50.00,0,,52.00,LOW,LOW,61.94,mcap_per_trial,0.8000,76.29,2288.848128,41,11,13,12,0,5,43.75,52.32,0.513,0.9667,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.71000,0.65,0.95,0.30,0.77,41,41,0,0,phase 3,NCT00562497,7,70.61,1,LOW,240,181_365,2026-10-01,CT_PRIMARY_COMPLETION,2026-10-01
