rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,momentum_score,valuation_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,catalyst_window_days,nearest_catalyst_type,in_optimal_window,alpha_60d,momentum_bucket,ev_trial_ratio,peer_count,si_pct,si_score,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,has_top_tier_partner,has_fda_designations,designation_count,pipeline_diversity_score,is_single_asset,competitive_intensity,cash_runway_months,burn_trajectory
102,GERN,38.68,38.68,0.0598,0.7479,late,small,none,,,,,,,,0.80500,0.95,0.30,2.414,2.414,2,2,False,,True,thesis_gate_triggered,,,False,-0.1648,,,197,,75.00,,unknown,0,,,True,,86.0,,,,
103,CERS,38.17,38.17,0.0229,0.2868,late,small,none,,,,,,,,0.87500,0.95,0.65,0.4,0.4,1,1,True,weak,,,,,True,0.4507,,,197,,54.00,,unknown,0,,,False,,83.0,,,,
104,RCKT,38.09,38.09,0.021,0.2623,mid,small,sev1,,,,,,,,0.80500,0.95,0.30,2.5456,2.5456,3,3,True,moderate,,,,,False,-0.1850,,,51,,63.00,,unknown,1,,,True,,79.0,,,,
105,NRIX,37.50,37.50,0.0458,0.5719,mid,small,none,,,,,,,,0.80500,0.95,0.30,3.5176,3.5176,4,4,False,,True,thesis_gate_triggered,,,False,0.2455,,,51,,67.00,,unknown,0,,,False,,67.0,,,,
106,ARVN,37.45,34.45,0.0574,0.717,late,small,none,,,,,,,,0.87500,0.95,0.65,5.9924,5.9924,4,4,False,,True,thesis_gate_triggered,,,True,0.2699,,,108,,76.00,,unknown,0,,,False,,83.0,,,,
107,PTCT,36.94,36.94,0.045,0.5627,late,mid,none,,,,,,,,0.83000,0.95,0.45,9.235,9.235,5,5,False,,True,thesis_gate_triggered,,,False,0.0296,,,77,,79.00,,unknown,0,,,False,,88.0,,,,
108,BCRX,36.82,36.82,0.0184,0.2299,late,small,none,,,,,,,,0.83500,0.95,0.45,2.6499,2.6499,3,3,True,moderate,,,,,False,-0.3558,,,77,,68.00,,unknown,0,,,False,,86.0,,,,
109,AARD,36.50,35.40,0.0414,0.5172,late,micro,none,,,,,,,,0.87000,0.95,0.65,,,0,0,False,,True,thesis_gate_triggered,,,True,0.0067,,,197,,64.00,,unknown,0,,,False,,75.0,,,,
110,ACIU,36.40,36.40,0.0171,0.2138,mid,small,none,,,,,,,,0.78000,0.95,0.65,,,0,0,False,,,below_threshold,,,True,0.0198,,,51,,57.00,,unknown,0,,,False,,75.0,,,,
111,BNTX,36.02,36.02,0.0158,0.1977,late,large,none,,,,,,,,0.78000,0.95,0.65,3.2114,3.2114,4,4,True,weak,,,,,True,-0.0906,,,197,,58.00,,unknown,2,,,False,,86.0,,,,
112,GHRS,35.93,35.93,0.0152,0.1897,mid,small,none,,,,,,,,0.74000,0.95,0.45,5.9367,5.9367,5,5,False,,,no_catalyst_data,,,False,0.0008,,,51,,54.00,,unknown,0,,,False,,72.0,,,,
113,ROIV,35.90,35.90,0.0472,0.5905,mid,large,none,,,,,,,,0.74000,0.85,0.45,7.6213,7.6213,5,5,False,,True,thesis_gate_triggered,,,False,0.1042,,,0,,48.00,,unknown,0,,,False,,49.0,,,,
114,ORIC,35.53,35.53,0.0139,0.1737,early,small,sev1,,,,,,,,0.83000,0.95,0.45,6.0559,6.0559,3,3,True,strong,,,,,False,-0.1331,,,28,,74.00,,unknown,0,,,False,,63.0,,,,
115,ALNY,35.41,35.41,0.0378,0.4728,late,large,none,,,,,,,,0.87500,0.95,0.65,8.5908,8.5908,6,6,False,,True,thesis_gate_triggered,,,True,-0.4163,,,77,,48.00,,unknown,2,,,True,,88.0,,,,
116,TGTX,35.35,35.35,0.0133,0.1658,late,mid,none,,,,,,,,0.80500,0.95,0.30,2.9632,2.9632,3,3,True,weak,,,,,False,-0.2387,,,108,,73.00,,unknown,1,,,True,,86.0,,,,
117,DNLI,35.34,35.34,0.0357,0.4466,late,mid,none,,,,,,,,0.87000,0.95,0.65,3.1707,3.1707,3,3,False,,True,thesis_gate_triggered,,,True,0.1160,,,197,,67.00,,unknown,1,,,False,,83.0,,,,
118,CRMD,35.34,32.57,0.0145,0.1817,late,small,none,,,,,,,,0.83500,0.95,0.45,1.6909,1.6909,2,2,False,,,stage_pivotal_not_active,,,True,-0.5495,,,77,,53.00,,unknown,0,,,False,,75.0,,,,
119,SGMO,35.27,32.45,0.0094,0.1181,mid,micro,sev1,,,,,,,,0.80500,0.95,0.30,,,0,0,False,,,below_threshold,,,False,-0.5166,,,51,,48.00,,unknown,0,,,False,,84.0,,,,
120,VCEL,35.27,35.27,0.0114,0.1419,late,small,none,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,,stage_commercial_not_active,,,False,-0.2125,,,77,,65.00,,unknown,0,,,False,,80.0,,,,
121,FATE,35.26,32.41,0.0385,0.4816,mid,micro,none,,,,,,,,0.83000,0.95,0.45,2.3416,2.3416,2,2,False,,True,thesis_gate_triggered,,,False,-0.0967,,,51,,59.00,,unknown,0,,,True,,84.0,,,,
122,PYXS,34.84,34.84,0.0088,0.1102,early,micro,sev1,,,,,,,,0.83500,0.95,0.45,2.2038,2.2038,3,3,True,moderate,,,,,False,-0.3429,,,28,,47.00,,unknown,0,,,False,,63.0,,,,
123,ARGX,34.81,34.81,0.0076,0.0944,late,large,none,,,,,,,,0.78000,0.95,0.65,12.2118,12.2118,6,6,True,moderate,,,,,True,-0.1382,,,108,,61.00,,unknown,0,,,False,,88.0,,,,
124,AUPH,34.66,34.66,0.0223,0.2786,late,small,none,,,,,,,,0.83000,0.95,0.45,2.6667,2.6667,1,1,False,,True,thesis_gate_triggered,,,False,-0.1171,,,77,,59.00,,unknown,0,,,False,,86.0,,,,
125,MDGL,34.65,34.65,0.0262,0.328,late,large,none,,,,,,,,0.87000,0.95,0.65,12.9415,12.9415,6,6,False,,True,thesis_gate_triggered,,,True,-0.0340,,,197,,73.00,,unknown,0,,,True,,83.0,,,,
126,SNY,34.11,34.11,0.0057,0.0708,late,large,none,,,,,,,,0.78500,0.95,0.65,0.4,0.4,1,1,True,weak,,,,,True,-0.2722,,,108,,44.00,,unknown,0,,,False,,88.0,,,,
127,SGMT,34.03,34.03,0.0282,0.3529,late,micro,none,,,,,,,,0.83500,0.95,0.45,0.5333,0.5333,1,1,False,,True,thesis_gate_triggered,,,False,-0.4727,,,197,,59.00,,unknown,0,,,False,,84.0,,,,
157,CDTX,28.71,34.00,0.0069,0.0865,late,unknown,none,,,,,,,,0.455,0.95,0.45,14.2442,14.2442,8,8,True,strong,,,,,False,,,,0,,50,,unknown,0,,,False,,83.0,,,,
128,TCRX,33.92,33.92,0.0044,0.055,early,micro,sev1,,,,,,,,0.80500,0.95,0.30,1.3333,1.3333,2,2,False,,,stage_pivotal_not_active,,,False,-0.5271,,,28,,64.00,,unknown,0,,,False,,80.0,,,,
129,PTGX,33.83,32.06,0.0216,0.2704,late,mid,none,,,,,,,,0.83000,0.95,0.45,9.0738,9.0738,5,5,False,,True,thesis_gate_triggered,,,True,-0.0228,,,77,,59.00,,unknown,0,,,False,,80.0,,,,
130,CLDX,33.62,33.62,0.0371,0.464,late,small,none,,,,,,,,0.87500,0.95,0.65,4.8709,4.8709,4,4,False,,True,thesis_gate_triggered,,,True,-0.1801,,,197,,61.00,,unknown,0,,,False,,86.0,,,,
131,PBYI,32.75,32.75,0.0316,0.3951,late,small,none,,,,,,,,0.80000,0.95,0.30,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,False,0.1088,,,77,,63.00,,unknown,0,,,False,,83.0,,,,
132,LXEO,32.68,30.11,-0.0006,-0.0079,early,small,sev1,,,,,,,,0.83500,0.95,0.45,0.6667,0.6667,1,1,False,,,stage_early_not_active,,,False,-0.1892,,,28,,57.00,,unknown,0,,,False,,75.0,,,,
158,GRFS,28.71,32.50,0.0,0.0,late,unknown,none,,,,,,,,0.56000,0.95,0.65,,,0,0,False,,,below_threshold,,,True,-0.2906,,,0,,61.00,,unknown,0,,,False,,88.0,,,,
133,MEDP,32.50,32.50,0.0309,0.3866,early,large,none,,,,,,,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1168,,,77,,61.00,,unknown,0,,,False,,68.0,,,,
134,SERA,32.13,32.13,0.0296,0.3697,early,micro,none,,,,,,,,0.83500,0.95,0.45,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,False,-0.2265,,,28,,57.00,,unknown,0,,,False,,50.0,,,,
135,TWST,31.94,31.94,0.019,0.238,early,mid,none,,,,,,,,0.83500,0.95,0.45,0.4,0.4,1,1,False,,True,thesis_gate_triggered,,,False,0.1998,,,28,,84.00,,unknown,0,,,False,,71.0,,,,
136,AMLX,31.32,31.32,0.0243,0.3032,late,small,none,,,,,,,,0.87000,0.95,0.65,15.2274,15.2274,9,9,False,,True,thesis_gate_triggered,,,True,0.1302,,,197,,65.00,,unknown,0,,,False,,83.0,,,,
137,VIR,31.31,31.31,-0.0019,-0.0236,late,small,sev1,,,,,,,,0.83500,0.95,0.45,1.4203,1.4203,2,2,False,,,stage_pivotal_not_active,,,True,0.2528,,,197,,66.00,,unknown,0,,,False,,86.0,,,,
138,RCUS,31.29,31.29,0.0256,0.3197,late,mid,none,,,,,,,,0.87500,0.95,0.65,5.7924,5.7924,4,4,False,,True,thesis_gate_triggered,,,True,0.2872,,,108,,50.00,,unknown,1,,,False,,83.0,,,,
139,CYTK,30.89,30.89,0.0197,0.2461,late,mid,none,,,,,,,,0.87000,0.95,0.65,8.3869,8.3869,5,5,False,,True,thesis_gate_triggered,,,True,0.0694,,,197,,69.00,,unknown,1,,,False,,88.0,,,,
140,FOLD,30.79,30.79,0.0107,0.134,late,mid,none,,,,,,,,0.80500,0.95,0.30,7.7557,7.7557,6,6,False,,True,thesis_gate_triggered,,,False,0.4044,,,77,,60.00,,unknown,1,,,True,,83.0,,,,
141,IMTX,30.78,30.78,0.0236,0.295,late,small,none,,,,,,,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0741,,,197,,69.00,,unknown,0,,,False,,83.0,,,,
142,MAZE,30.53,30.53,0.0038,0.0472,mid,mid,none,,,,,,,,0.71500,0.85,0.30,6.2137,6.2137,3,3,False,,True,thesis_gate_triggered,,,False,0.5911,,,0,,55.00,,unknown,0,,,False,,46.0,,,,
143,IRON,30.43,30.43,0.0126,0.1578,late,mid,none,,,,,,,,0.80000,0.95,0.30,11.413,11.413,8,8,False,,True,thesis_gate_triggered,,,False,-0.1388,,,197,,57.00,,unknown,0,,,False,,76.0,,,,
144,TNGX,30.41,30.41,-0.0031,-0.0393,early,small,sev1,,,,,,,,0.83500,0.95,0.45,6.8791,6.8791,5,5,True,strong,,,,,False,0.3061,,,28,,68.00,,unknown,0,,,False,,60.0,,,,
145,CADL,30.41,30.41,0.0203,0.2542,late,small,none,,,,,,,,0.80500,0.95,0.30,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1888,,,197,,67.00,,unknown,0,,,False,,79.0,,,,
146,HROW,29.89,29.89,-0.005,-0.0629,late,small,none,,,,,,,,0.83000,0.95,0.45,2.6667,2.6667,1,1,False,,,stage_commercial_not_active,,,False,-0.1078,,,77,,67.00,,unknown,0,,,False,,68.0,,,,
147,KMDA,29.67,29.67,-0.0063,-0.0787,late,small,none,,,,,,,,0.74000,0.95,0.45,,,0,0,False,,,stage_commercial_not_active,,,False,-0.0028,,,197,,50.00,,unknown,0,,,False,,86.0,,,,
159,ILMN,28.71,29.64,0.0177,0.2218,early,large,none,,,,,,,,0.80000,0.85,0.45,2.1333,2.1333,2,2,False,,True,thesis_gate_triggered,,,False,0.0856,,,77,,68.00,,unknown,0,,,False,,35.0,,,,
148,INSM,29.40,29.40,0.005,0.0629,late,large,none,,,,,,,,0.87500,0.95,0.65,23.4904,23.4904,14,14,False,,True,thesis_gate_triggered,,,True,-0.1747,,,108,,48.00,,unknown,0,,,True,,88.0,,,,
149,AVXL,29.15,29.15,0.0082,0.1023,late,small,none,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5013,,,197,,79.00,,unknown,0,,,False,,83.0,,,,
150,CRNX,29.14,29.14,0.0165,0.2057,late,mid,none,,,,,,,,0.87500,0.95,0.65,6.055,6.055,5,5,False,,True,thesis_gate_triggered,,,True,0.1689,,,197,,68.00,,unknown,0,,,True,,83.0,,,,
151,CLYM,29.00,29.00,-0.0088,-0.1102,mid,small,none,,,,,,,,0.83500,0.95,0.45,1.7333,1.7333,3,3,True,moderate,,,,,True,1.1803,,,51,,61.00,,unknown,0,,,False,,67.0,,,,
152,ABCL,28.93,28.93,0.0063,0.0787,late,small,none,,,,,,,,0.83500,0.95,0.45,2.2797,2.2797,2,2,False,,True,thesis_gate_triggered,,,False,-0.3638,,,197,,77.00,,unknown,0,,,False,,79.0,,,,
160,PCVX,28.71,28.71,0.0025,0.0314,late,mid,none,,,,,,,,0.83000,0.95,0.45,10.6154,10.6154,8,8,False,,True,thesis_gate_triggered,,,False,0.0886,,,197,,67.00,,unknown,1,,,True,,76.0,,,,
161,ALLO,28.44,28.44,0.012,0.1499,mid,small,none,,,,,,,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0160,,,51,,56.00,,unknown,0,,,True,,78.0,,,,
162,AQST,28.07,25.87,0.0101,0.1261,late,small,none,,,,,,,,0.83500,0.95,0.45,4.8334,4.8334,4,4,False,,True,thesis_gate_triggered,,,False,-0.6088,,,197,,60.00,,unknown,0,,,False,,79.0,,,,
163,CRBU,27.80,24.81,-0.0133,-0.1658,early,micro,sev1,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,,stage_early_not_active,,,False,-0.4694,,,28,,51.00,,unknown,0,,,False,,70.0,,,,
164,ALVO,27.79,26.96,-0.0126,-0.1578,late,small,none,,,,,,,,0.74500,0.95,0.45,,,0,0,False,,,stage_pivotal_not_active,,,False,-0.3198,,,108,,38.00,,unknown,0,,,False,,79.0,,,,
165,MESO,27.48,27.48,-0.0139,-0.1737,late,mid,none,,,,,,,,0.71000,0.95,0.30,,,0,0,False,,,below_threshold,,,False,-0.0778,,,197,,52.00,,unknown,0,,,False,,88.0,,,,
166,ANNX,27.34,27.34,-0.0145,-0.1817,late,small,sev1,,,,,,,,0.83500,0.95,0.45,5.276,5.276,4,4,False,,,stage_pivotal_not_active,,,False,0.8411,,,197,,57.00,,unknown,0,,,False,,83.0,,,,
167,SANA,27.22,25.02,-0.0171,-0.2138,early,small,sev1,,,,,,,,0.83000,0.95,0.45,2.0164,2.0164,2,2,False,,,stage_early_not_active,,,False,0.0184,,,28,,80.00,,unknown,0,,,False,,72.0,,,,
168,TYRA,27.22,27.22,0.0006,0.0079,mid,small,none,,,,,,,,0.80500,0.95,0.30,2.6002,2.6002,2,2,False,,True,thesis_gate_triggered,,,False,0.8774,,,51,,65.00,,unknown,0,,,False,,75.0,,,,
169,ABSI,26.91,26.10,0.0031,0.0393,late,small,none,,,,,,,,0.83500,0.95,0.45,4.0822,4.0822,3,3,False,,True,thesis_gate_triggered,,,True,-0.4056,,,197,,70.00,,unknown,0,,,False,,88.0,,,,
170,TENX,26.78,26.78,0.0019,0.0236,late,micro,none,,,,,,,,0.80500,0.95,0.30,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,False,0.7537,,,197,,75.00,,unknown,0,,,False,,75.0,,,,
171,CLLS,26.63,25.83,-0.0177,-0.2218,early,small,none,,,,,,,,0.71000,0.95,0.30,,,0,0,False,,,below_threshold,,,False,0.0181,,,28,,39.00,,unknown,0,,,False,,63.0,,,,
172,ZLAB,26.61,26.61,0.0013,0.0157,late,small,none,,,,,,,,0.87500,0.95,0.65,2.1944,2.1944,3,3,False,,True,thesis_gate_triggered,,,True,-0.5676,,,108,,68.00,,unknown,0,,,False,,88.0,,,,
173,GMAB,26.51,26.51,-0.0184,-0.2299,late,large,none,,,,,,,,0.74000,0.95,0.45,2.5752,2.5752,3,3,False,,,stage_pivotal_not_active,,,True,0.0376,,,108,,59.00,,unknown,0,,,False,,86.0,,,,
174,XENE,26.19,26.19,-0.0013,-0.0157,late,mid,none,,,,,,,,0.83500,0.95,0.45,9.0211,9.0211,8,8,False,,True,thesis_gate_triggered,,,True,-0.1610,,,197,,65.00,,unknown,0,,,False,,83.0,,,,
175,WVE,25.89,23.86,-0.0223,-0.2786,mid,mid,sev1,,,,,,,,0.80500,0.95,0.30,4.6471,4.6471,5,5,True,weak,,,,,False,0.1508,,,51,,60.00,,unknown,0,,,False,,78.0,,,,
176,ARWR,25.82,23.75,-0.0025,-0.0314,late,mid,none,,,,,,,,0.83500,0.95,0.45,1.8245,1.8245,2,2,False,,True,thesis_gate_triggered,,,True,1.0073,,,77,,57.00,,unknown,2,,,True,,88.0,,,,
177,ELDN,25.08,25.08,-0.0262,-0.328,mid,micro,sev1,,,,,,,,0.83500,0.95,0.45,0.5333,0.5333,1,1,False,,,no_catalyst_data,,,False,-0.4504,,,51,,53.00,,unknown,0,,,False,,75.0,,,,
178,ABUS,24.69,24.69,-0.0057,-0.0708,mid,small,none,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,True,-0.2356,,,51,,47.00,,unknown,0,,,False,,78.0,,,,
179,ACRV,24.40,24.40,-0.0038,-0.0472,mid,micro,none,,,,,,,,0.77000,0.85,0.30,1.3333,1.3333,2,2,False,,True,thesis_gate_triggered,,,False,-0.1094,,,51,,44.00,,unknown,0,,,False,,64.0,,,,
180,ABEO,24.39,24.39,-0.0044,-0.055,late,micro,none,,,,,,,,0.83500,0.95,0.45,1.1748,1.1748,2,2,False,,True,thesis_gate_triggered,,,False,-0.2639,,,197,,76.00,,unknown,0,,,False,,76.0,,,,
181,HUMA,23.98,23.98,-0.0101,-0.1261,late,micro,sev1,,,,,,,,0.80500,0.95,0.30,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5989,,,197,,56.00,,unknown,0,,,False,,80.0,,,,
182,ADMA,23.77,23.77,-0.0296,-0.3697,late,mid,none,,,,,,,,0.83500,0.95,0.45,1.1748,1.1748,2,2,False,,,stage_commercial_not_active,,,False,-0.2338,,,77,,63.00,,unknown,0,,,False,,75.0,,,,
183,KYTX,23.76,23.05,-0.0114,-0.1419,mid,small,sev1,,,,,,,,0.87500,0.95,0.65,1.5442,1.5442,1,1,False,,True,thesis_gate_triggered,,,True,0.4010,,,51,,56.00,,unknown,0,,,False,,78.0,,,,
184,CMPS,23.58,23.58,-0.0069,-0.0865,late,small,sev1,,,,,,,,0.87000,0.95,0.65,6.8016,6.8016,5,5,False,,True,thesis_gate_triggered,,,True,-0.0064,,,197,,60.00,,unknown,0,,,False,,76.0,,,,
185,DRUG,23.50,23.50,-0.019,-0.238,mid,small,none,,,,,,,,0.80500,0.85,0.45,6.5162,6.5162,3,3,False,,True,thesis_gate_triggered,,,False,0.4962,,,51,,44.00,,unknown,0,,,False,,67.0,,,,
186,NGNE,23.44,22.74,-0.0076,-0.0944,late,micro,none,,,,,,,,0.83500,0.95,0.45,11.7551,11.7551,8,8,False,,True,thesis_gate_triggered,,,False,-0.4894,,,197,,83.00,,unknown,0,,,False,,79.0,,,,
187,RAPP,23.34,23.34,-0.0082,-0.1023,mid,small,none,,,,,,,,0.77000,0.85,0.30,7.3052,7.3052,5,5,False,,True,thesis_gate_triggered,,,False,-0.0361,,,51,,59.00,,unknown,0,,,False,,63.0,,,,
188,RGNX,23.00,21.16,-0.0094,-0.1181,late,small,none,,,,,,,,0.87000,0.95,0.65,2.6667,2.6667,1,1,False,,True,thesis_gate_triggered,,,True,-0.0123,,,197,,69.00,,unknown,0,,,False,,80.0,,,,
189,CCCC,22.47,22.47,-0.012,-0.1499,mid,micro,none,,,,,,,,0.83500,0.95,0.45,2.0301,2.0301,3,3,False,,True,thesis_gate_triggered,,,True,-0.3736,,,51,,60.00,,unknown,0,,,False,,57.0,,,,
190,SNDX,22.06,22.06,-0.0107,-0.134,late,small,sev1,,,,,,,,0.87500,0.95,0.65,3.6453,3.6453,3,3,False,,True,thesis_gate_triggered,,,True,0.2260,,,197,,83.00,,unknown,1,,,False,,88.0,,,,
191,MLTX,21.94,21.94,-0.0165,-0.2057,late,small,none,,,,,,,,0.83000,0.95,0.45,2.5931,2.5931,4,4,False,,True,thesis_gate_triggered,,,True,-0.0925,,,197,,44.00,,unknown,0,,,False,,80.0,,,,
192,PGEN,21.94,21.28,-0.0371,-0.464,late,small,sev1,,,,,,,,0.80500,0.95,0.30,1.6709,1.6709,1,1,False,,,stage_pivotal_not_active,,,False,0.3112,,,197,,59.00,,unknown,0,,,False,,80.0,,,,
193,CRSP,21.87,21.87,-0.0158,-0.1977,late,mid,none,,,,,,,,0.80500,0.95,0.30,4.2709,4.2709,3,3,False,,True,thesis_gate_triggered,,,False,-0.3106,,,197,,80.00,,unknown,2,,,True,,86.0,,,,
194,PACB,21.72,21.72,-0.0152,-0.1897,early,small,sev1,,,,,,,,0.68000,0.65,0.45,1.2,1.2,2,2,False,,True,thesis_gate_triggered,,,False,0.1247,,,0,,56.00,,unknown,0,,,False,,35,,,,
195,ASND,21.33,21.33,-0.0249,-0.3114,late,large,none,,,,,,,,0.78000,0.95,0.65,17.1348,17.1348,9,9,False,,True,thesis_gate_triggered,,,True,-0.0988,,,108,,65.00,,unknown,0,,,False,,83.0,,,,
196,COLL,21.16,21.16,-0.0289,-0.3613,late,small,none,,,,,,,,0.80000,0.85,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0024,,,77,,80.00,,unknown,0,,,False,,64.0,,,,
197,PVLA,21.05,21.05,-0.0197,-0.2461,late,small,none,,,,,,,,0.83000,0.95,0.45,6.2439,6.2439,4,4,False,,True,thesis_gate_triggered,,,True,0.1022,,,197,,48.00,,unknown,0,,,False,,72.0,,,,
198,ZBIO,20.95,19.31,-0.0203,-0.2542,late,small,none,,,,,,,,0.83500,0.95,0.45,4.0519,4.0519,3,3,False,,True,thesis_gate_triggered,,,True,-0.3992,,,197,,53.00,,unknown,0,,,False,,82.0,,,,
199,BCAX,20.92,20.92,-0.021,-0.2623,mid,small,none,,,,,,,,0.74000,0.85,0.45,5.8584,5.8584,4,4,False,,True,thesis_gate_triggered,,,False,-0.0327,,,0,,77.00,,unknown,0,,,False,,46.0,,,,
200,PRTA,20.86,20.86,-0.0216,-0.2704,late,small,none,,,,,,,,0.83500,0.95,0.45,2.4619,2.4619,2,2,False,,True,thesis_gate_triggered,,,False,-0.2199,,,197,,61.00,,unknown,0,,,False,,86.0,,,,
201,KALV,20.83,20.83,-0.0309,-0.3866,late,small,sev1,,,,,,,,0.80000,0.95,0.30,2.9406,2.9406,2,2,False,,True,thesis_gate_triggered,,,False,0.0014,,,197,,78.00,,unknown,0,,,False,,80.0,,,,
202,IMVT,20.79,19.13,-0.0243,-0.3032,late,mid,none,,,,,,,,0.87000,0.95,0.65,7.1748,7.1748,6,6,False,,True,thesis_gate_triggered,,,True,0.0283,,,197,,58.00,,unknown,1,,,True,,79.0,,,,
203,TSHA,20.78,20.78,-0.0236,-0.295,late,small,none,,,,,,,,0.83000,0.95,0.45,11.9437,11.9437,9,9,False,,True,thesis_gate_triggered,,,False,-0.0807,,,197,,77.00,,unknown,0,,,False,,68.0,,,,
204,MCRB,20.78,18.54,-0.0229,-0.2868,late,micro,none,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.2167,,,77,,71.00,,unknown,0,,,False,,82.0,,,,
205,VKTX,20.63,20.63,-0.0323,-0.4036,late,mid,sev1,,,,,,,,0.83500,0.95,0.45,2.3175,2.3175,3,3,False,,True,thesis_gate_triggered,,,False,-0.3819,,,197,,74.00,,unknown,0,,,False,,79.0,,,,
206,RANI,20.50,19.88,-0.0458,-0.5719,early,micro,sev2,,,,,,,,0.78000,0.95,0.65,,,0,0,False,,,below_threshold,,,True,0.0579,,,28,,61.00,,unknown,0,,,False,,67.0,,,,
207,PCRX,20.34,20.34,-0.0282,-0.3529,late,small,none,,,,,,,,0.80500,0.85,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.3959,,,77,,78.00,,unknown,0,,,False,,35.0,,,,
208,IMCR,20.28,20.28,-0.0256,-0.3197,late,small,none,,,,,,,,0.87500,0.95,0.65,10.1087,10.1087,6,6,False,,True,thesis_gate_triggered,,,True,-0.2188,,,77,,77.00,,unknown,0,,,True,,83.0,,,,
209,ORKA,19.63,19.63,-0.035,-0.4379,mid,small,none,,,,,,,,0.80500,0.95,0.30,9.2784,9.2784,7,7,False,,True,thesis_gate_triggered,,,False,0.4408,,,51,,79.00,,unknown,0,,,False,,67.0,,,,
210,CTKB,19.48,19.48,-0.0269,-0.3363,early,small,sev1,,,,,,,,0.68000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0160,,,0,,61.00,,unknown,0,,,False,,35,,,,
211,FLGT,19.42,19.42,-0.0276,-0.3446,early,small,sev1,,,,,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0554,,,108,,63.00,,unknown,0,,,False,,35,,,,
212,BIOA,19.28,19.28,-0.0302,-0.3781,mid,small,none,,,,,,,,0.83500,0.95,0.45,3.8567,3.8567,4,4,False,,True,thesis_gate_triggered,,,False,1.7396,,,51,,44.00,,unknown,0,,,False,,70.0,,,,
213,INBX,18.76,18.76,-0.0343,-0.4293,mid,small,sev1,,,,,,,,0.80500,0.95,0.30,3.7221,3.7221,3,3,False,,True,thesis_gate_triggered,,,False,0.4362,,,51,,53.00,,unknown,0,,,False,,75.0,,,,
214,MYGN,18.74,18.74,-0.0316,-0.3951,early,small,sev1,,,,,,,,0.74500,0.65,0.45,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,False,-0.4128,,,108,,67.00,,unknown,0,,,False,,35,,,,
215,REPL,18.58,17.65,-0.0337,-0.4207,late,small,none,,,,,,,,0.83500,0.95,0.45,4.8879,4.8879,5,5,False,,True,thesis_gate_triggered,,,True,-0.2844,,,197,,80.00,,unknown,0,,,False,,83.0,,,,
216,GOSS,18.50,17.56,-0.033,-0.4121,late,small,sev1,,,,,,,,0.83000,0.95,0.45,7.7798,7.7798,6,6,False,,True,thesis_gate_triggered,,,False,-0.0976,,,197,,48.00,,unknown,0,,,False,,84.0,,,,
217,ATXS,18.05,18.05,-0.0357,-0.4466,late,small,none,,,,,,,,0.83000,0.95,0.45,2.8328,2.8328,3,3,False,,True,thesis_gate_triggered,,,False,0.0319,,,197,,54.00,,unknown,0,,,False,,76.0,,,,
218,CSTL,17.93,17.93,-0.0364,-0.4553,early,small,sev1,,,,,,,,0.74500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.4038,,,77,,68.00,,unknown,0,,,False,,35,,,,
219,DNTH,17.58,17.58,-0.0378,-0.4728,late,mid,none,,,,,,,,0.77500,0.85,0.30,13.3522,13.3522,8,8,False,,True,thesis_gate_triggered,,,False,0.5160,,,197,,59.00,,unknown,0,,,False,,64.0,,,,
220,NUVB,17.45,16.08,-0.0385,-0.4816,late,small,none,,,,,,,,0.83000,0.95,0.45,2.6667,2.6667,6,6,False,,True,thesis_gate_triggered,,,False,0.1452,,,197,,74.00,,unknown,0,,,False,,83.0,,,,
