rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,momentum_score,valuation_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,catalyst_window_days,nearest_catalyst_type,in_optimal_window,alpha_60d,momentum_bucket,ev_trial_ratio,peer_count,si_pct,si_score,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,has_top_tier_partner,has_fda_designations,designation_count,pipeline_diversity_score,is_single_asset,competitive_intensity,cash_runway_months,burn_trajectory
202,ZBIO,22.53,20.76,-0.0229,-0.2868,late,small,none,27.88,41.49,42.30,10.70,,,66.17023009911423415374641373,0.80500,0.95,0.30,3.9675,3.9675,3,3,False,,True,thesis_gate_triggered,,,False,-0.3992,,,201,,53.00,,unknown,0,,,False,,82.0,,,,
203,REPL,22.48,21.36,-0.0236,-0.295,late,small,none,11.63,57.81,51.19,39.80,,,65.86102613454486800388986470,0.83500,0.95,0.45,4.786,4.786,5,5,False,,True,thesis_gate_triggered,,,True,-0.2844,,,201,,80.00,,unknown,0,,,False,,83.0,,,,
204,TSHA,22.39,22.39,-0.0249,-0.3114,late,small,none,5,55.78,34.98,39.80,,,85,0.83000,0.95,0.45,11.6948,11.6948,9,9,False,,True,thesis_gate_triggered,,,False,-0.0807,,,201,,77.00,,unknown,0,,,False,,68.0,,,,
205,IMCR,22.38,22.38,-0.0223,-0.2786,late,small,none,6.99,75.82,43.07,10.70,,,85,0.80500,0.95,0.30,9.8981,9.8981,6,6,False,,True,thesis_gate_triggered,,,False,-0.2188,,,77,,77.00,,unknown,0,,,False,,83.0,,,,
206,KALV,22.31,22.31,-0.0337,-0.4207,late,small,sev1,39.89,22.73,42.30,53.48,,,47.57483208139891722867468824,0.80000,0.95,0.30,2.8793,2.8793,2,2,True,moderate,,,,,False,0.0014,,,201,,78.00,,unknown,0,,,False,,80.0,,,,
207,PCRX,22.23,22.23,-0.0302,-0.3781,late,small,none,6.59,68.95,34.98,61.19,,,,0.80500,0.85,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.3959,,,77,,78.00,,unknown,0,,,False,,35.0,,,,
208,ATXS,21.58,21.58,-0.0269,-0.3363,late,small,none,10.34,54.00,34.98,48.01,,,68.29683604115859905443523459,0.83000,0.95,0.45,2.7737,2.7737,3,3,False,,True,thesis_gate_triggered,,,False,0.0319,,,201,,54.00,,unknown,0,,,False,,76.0,,,,
209,FLGT,21.23,21.23,-0.0289,-0.3613,early,small,sev1,18.17,68.45,45.34,40.35,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0554,,,108,,63.00,,unknown,0,,,False,,35,,,,
210,ARTV,21.10,21.10,-0.0487,-0.6093,mid,micro,sev1,18.65,20.56,52.83,83.62,,,77.32050807568877293527446342,0.83000,0.95,0.45,2.5557,2.5557,2,2,True,moderate,,,,,True,0.1278,,,52,,48.00,,unknown,0,,,False,,67.0,,,,
211,BIOA,20.94,20.94,-0.0316,-0.3951,mid,small,none,5,66.60,36.21,63.79,,,78.26562811682955107881813921,0.83500,0.95,0.45,3.7763,3.7763,4,4,False,,True,thesis_gate_triggered,,,False,1.7396,,,52,,44.00,,unknown,0,,,False,,70.0,,,,
212,INBX,20.89,20.89,-0.035,-0.4379,mid,small,sev1,54.14,13.14,42.95,25.86,,,66.17023009911423415374641373,0.80500,0.95,0.30,3.6446,3.6446,3,3,False,,True,thesis_gate_triggered,,,False,0.4362,,,52,,53.00,,unknown,0,,,False,,75.0,,,,
213,KROS,20.83,20.83,-0.0323,-0.4036,mid,small,none,12.38,77.00,36.21,5.00,,,72.26562811682955107881813921,0.80000,0.85,0.45,4.081,4.081,4,4,False,,True,thesis_gate_triggered,,,False,-0.0732,,,77,,68.00,,unknown,0,,,False,,53.0,,,,
214,GOSS,20.78,19.72,-0.0309,-0.3866,late,small,sev1,37.67,19.87,34.98,10.70,,,85,0.83000,0.95,0.45,7.6177,7.6177,6,6,False,,True,thesis_gate_triggered,,,False,-0.0976,,,201,,48.00,,unknown,0,,,False,,84.0,,,,
215,NUVB,20.66,19.04,-0.033,-0.4121,late,small,none,16.53,57.55,36.45,10.70,,,77.30938942892239181823957869,0.83000,0.95,0.45,2.6111,2.6111,6,6,False,,True,thesis_gate_triggered,,,False,0.1452,,,201,,74.00,,unknown,0,,,False,,83.0,,,,
216,ZYME,20.46,20.46,-0.0343,-0.4293,late,small,none,12.94,50.70,34.98,10.70,,,85,0.83000,0.95,0.45,10.3138,10.3138,7,7,False,,True,thesis_gate_triggered,,,False,0.0888,,,201,,60.00,,unknown,0,,,False,,79.0,,,,
217,RANI,20.33,19.72,-0.0676,-0.845,early,micro,sev2,74.74,5,70.00,91.23,,,,0.78000,0.95,0.65,,,0,0,False,,,below_threshold,,,True,0.0579,,,28,,61.00,,unknown,0,,,False,,67.0,,,,
218,APGE,20.04,20.04,-0.0534,-0.6671,mid,mid,none,9.40,31.63,42.95,93.97,,,77.25726931785237869870515887,0.80500,0.95,0.30,9.0048,9.0048,6,6,True,weak,,,,,False,0.2158,,,52,,78.00,,unknown,0,,,False,,67.0,,,,
219,TECX,20.00,20.00,-0.0357,-0.4466,mid,small,none,9.40,65.73,44.44,25.86,,,59.26562811682955107881813921,0.71500,0.85,0.30,3.4686,3.4686,4,4,False,,True,thesis_gate_triggered,,,False,-0.2113,,,0,,91.00,,unknown,0,,,False,,35.0,,,,
220,OLMA,19.95,19.35,-0.0378,-0.4728,late,mid,none,20.73,46.37,57.33,10.70,,,55.25812631029911623622462983,0.87500,0.95,0.65,6.0731,6.0731,3,3,False,,True,thesis_gate_triggered,,,True,2.1103,,,201,,77.00,,unknown,0,,,False,,72.0,,,,
221,BDTX,19.94,18.34,-0.0364,-0.4553,mid,micro,none,13.91,59.31,42.95,25.86,,,50.06785523744888814383069811,0.77500,0.85,0.30,0.7175,0.7175,1,1,False,,True,thesis_gate_triggered,,,False,-0.3738,,,77,,75.00,,unknown,0,,,False,,64.0,,,,
222,IDYA,19.86,19.86,-0.0385,-0.4816,late,mid,none,11.20,72.84,42.88,10.70,,,71.25726931785237869870515887,0.80000,0.95,0.30,6.9479,6.9479,6,6,False,,True,thesis_gate_triggered,,,False,-0.0593,,,77,,59.00,,unknown,0,,,False,,76.0,,,,
223,SRRK,19.78,19.78,-0.0407,-0.5082,late,mid,sev1,32.02,12.52,42.58,39.80,,,80.09031698703679951953200188,0.80000,0.95,0.30,8.6183,8.6183,7,7,False,,True,thesis_gate_triggered,,,False,0.1382,,,201,,84.00,,unknown,0,,,False,,82.0,,,,
224,DNTH,19.68,19.68,-0.0399,-0.4993,late,mid,none,5,51.72,42.30,39.80,,,85,0.77500,0.85,0.30,13.074,13.074,8,8,False,,True,thesis_gate_triggered,,,False,0.5160,,,201,,59.00,,unknown,0,,,False,,64.0,,,,
225,PEPG,19.58,18.99,-0.0414,-0.5172,mid,small,none,5,46.32,42.95,25.86,,,85,0.80500,0.95,0.30,5.3868,5.3868,7,7,False,,True,thesis_gate_triggered,,,False,0.9484,,,52,,57.00,,unknown,0,,,False,,64.0,,,,
226,CTKB,19.42,19.42,-0.0421,-0.5262,early,small,sev1,18.17,68.45,45.34,11.40,,,,0.68000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0160,,,0,,61.00,,unknown,0,,,False,,35,,,,
227,MYGN,19.37,19.37,-0.0392,-0.4904,early,small,sev1,18.17,66.53,45.34,11.40,,,55.5,0.74500,0.65,0.45,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,False,-0.4128,,,108,,67.00,,unknown,0,,,False,,35,,,,
228,RVMD,19.30,17.76,-0.0435,-0.5443,late,large,none,23.63,38.17,43.36,10.70,,,85,0.83500,0.95,0.45,14.3651,14.3651,8,8,False,,True,thesis_gate_triggered,,,False,0.6528,,,201,,64.00,,unknown,0,,,False,,79.0,,,,
229,VERA,19.24,19.24,-0.0443,-0.5535,late,mid,none,8.65,44.89,42.30,48.01,,,71.92422164866795787787831586,0.80500,0.95,0.30,7.7879,7.7879,5,5,False,,True,thesis_gate_triggered,,,False,0.4784,,,201,,77.00,,unknown,1,,,False,,78.0,,,,
230,VTRS,19.23,19.23,-0.0428,-0.5353,early,large,sev1,18.17,48.95,45.34,47.37,,,60.5,0.74000,0.65,0.45,3.1443,3.1443,2,2,False,,True,thesis_gate_triggered,,,False,0.0418,,,77,,64.00,,unknown,0,,,False,,35,,,,
231,AURA,19.04,19.04,-0.045,-0.5627,late,small,none,20.26,47.87,34.98,10.70,,,50.29265157857066813316711989,0.83500,0.95,0.45,1.4068,1.4068,2,2,False,,True,thesis_gate_triggered,,,False,-0.3535,,,201,,68.00,,unknown,0,,,False,,76.0,,,,
232,FDMT,19.00,18.43,-0.0458,-0.5719,late,small,none,7.82,56.79,42.30,53.48,,,41.47943406368360030360296275,0.80500,0.95,0.30,0.9126,0.9126,1,1,False,,True,thesis_gate_triggered,,,False,-0.1648,,,201,,59.00,,unknown,0,,,False,,76.0,,,,
233,AZN,18.88,18.88,-0.0791,-0.9885,late,large,sev2,76.42,9.92,37.03,93.53,,,64.66987298107780676618138415,0.78000,0.95,0.65,5.0315,5.0315,4,4,True,weak,,,,,True,-0.0628,,,108,,38.00,,unknown,0,,,False,,88.0,,,,
234,CTMX,18.81,18.81,-0.0465,-0.5812,mid,small,none,21.94,32.45,36.21,25.86,,,85,0.83500,0.95,0.45,5.7528,5.7528,6,6,False,,True,thesis_gate_triggered,,,False,0.5726,,,52,,61.00,,unknown,0,,,False,,72.0,,,,
235,LEGN,18.71,17.21,-0.048,-0.5999,mid,mid,none,36.16,5.14,54.79,25.86,,,50.59117397948353705705147284,0.74500,0.95,0.45,5.1665,5.1665,4,4,False,,True,thesis_gate_triggered,,,False,-0.6388,,,108,,59.00,,unknown,2,,,False,,84.0,,,,
236,CDTX,18.68,18.68,-0.0781,-0.9758,late,mid,sev2,52.54,5,52.87,58.46,,,85,0.51500,0.95,0.45,13.9474,13.9474,8,8,True,strong,,,,,False,,,,201,,50,,unknown,0,,,False,,83.0,,,,
237,CSTL,18.62,18.62,-0.0495,-0.6188,early,small,sev1,18.17,67.37,45.34,11.40,,,,0.74500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.4038,,,77,,68.00,,unknown,0,,,False,,35,,,,
238,LBRX,18.49,18.49,-0.0503,-0.6283,late,small,none,12.50,65.17,36.09,24.13,,,,0.82000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0918,,,201,,48.00,,unknown,0,,,False,,76.0,,,,
239,FTRE,18.33,17.78,-0.0472,-0.5905,early,small,sev1,18.17,45.54,45.34,47.37,,,55.5,0.74500,0.65,0.45,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,False,0.5283,,,108,,77.00,,unknown,0,,,False,,35,,,,
240,RAPT,18.30,18.30,-0.0518,-0.6476,mid,small,none,30.63,17.12,36.21,25.86,,,85,0.83500,0.95,0.45,5.1021,5.1021,5,5,False,,True,thesis_gate_triggered,,,False,1.8502,,,52,,44.00,,unknown,0,,,False,,78.0,,,,
241,MRSN,18.21,16.25,-0.051,-0.6379,late,micro,none,24.62,40.53,34.98,10.70,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,1.5039,,,201,,71.00,,unknown,0,,,False,,75.0,,,,
242,ZVRA,18.19,18.19,-0.0526,-0.6573,late,small,none,25.11,23.14,34.98,39.80,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.3747,,,201,,75.00,,unknown,0,,,False,,76.0,,,,
243,ABVX,17.74,17.74,-0.0822,-1.0277,late,mid,sev2,56.12,5.78,66.47,58.46,,,85,0.78000,0.95,0.65,12.8942,12.8942,8,8,True,moderate,,,,,True,0.0248,,,201,,48.00,,unknown,0,,,False,,88.0,,,,
244,VTYX,17.68,17.68,-0.0542,-0.677,mid,small,none,5,50.77,36.21,25.86,,,78.26562811682955107881813921,0.80500,0.85,0.45,4.0955,4.0955,4,4,False,,True,thesis_gate_triggered,,,False,1.4108,,,52,,75.00,,unknown,0,,,False,,63.0,,,,
245,FULC,17.57,16.15,-0.055,-0.6869,late,small,none,6.19,61.87,34.98,10.70,,,71.29683604115859905443523459,0.83000,0.95,0.45,3.8378,3.8378,3,3,False,,True,thesis_gate_triggered,,,False,0.0448,,,201,,54.00,,unknown,0,,,False,,79.0,,,,
246,AVBP,17.36,17.36,-0.0566,-0.7069,late,small,none,5.78,52.99,34.98,24.13,,,65.30102050374652997570334929,0.83000,0.95,0.45,4.0017,4.0017,4,4,False,,True,thesis_gate_triggered,,,False,-0.0230,,,201,,80.00,,unknown,0,,,False,,75.0,,,,
247,CGON,17.26,17.26,-0.0574,-0.717,late,mid,none,9.49,45.88,42.30,10.70,,,85,0.80500,0.95,0.30,9.8483,9.8483,6,6,False,,True,thesis_gate_triggered,,,False,0.3354,,,201,,86.00,,unknown,0,,,False,,76.0,,,,
248,KURA,17.22,16.36,-0.0558,-0.6969,late,small,sev1,23.14,23.56,43.36,10.70,,,72.26562811682955107881813921,0.80500,0.95,0.30,4.8197,4.8197,4,4,False,,True,thesis_gate_triggered,,,False,-0.2185,,,201,,59.00,,unknown,0,,,False,,83.0,,,,
249,LGND,17.12,17.12,-0.0582,-0.7272,early,mid,sev1,18.17,58.95,45.34,11.40,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1399,,,77,,55.00,,unknown,0,,,False,,35,,,,
250,LYEL,16.94,15.61,-0.0598,-0.7479,late,small,none,5,63.14,34.98,10.70,,,59.29265157857066813316711989,0.83500,0.95,0.45,3.2639,3.2639,2,2,False,,True,thesis_gate_triggered,,,False,0.3210,,,201,,44.00,,unknown,0,,,False,,71.0,,,,
251,MRVI,16.69,16.69,-0.059,-0.7375,early,small,sev1,18.17,54.00,45.34,11.40,,,,0.68000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0531,,,0,,73.00,,unknown,0,,,False,,35,,,,
252,NUVL,16.66,16.66,-0.0615,-0.7688,late,mid,none,7.41,38.63,63.25,10.70,,,74.42422164866795787787831586,0.87000,0.95,0.65,8.0001,8.0001,5,5,False,,True,thesis_gate_triggered,,,True,-0.0688,,,201,,67.00,,unknown,0,,,False,,76.0,,,,
253,EYPT,16.61,16.61,-0.0877,-1.0968,late,small,sev2,66.27,7.82,42.30,72.39,,,78.26562811682955107881813921,0.80000,0.95,0.30,6.2375,6.2375,4,4,True,moderate,,,,,False,-0.0232,,,201,,65.00,,unknown,0,,,False,,86.0,,,,
254,PSNL,16.61,16.61,-0.0607,-0.7583,early,small,sev1,18.17,52.21,45.34,11.40,,,,0.68500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.2669,,,0,,62.00,,unknown,0,,,False,,35,,,,
255,PRVA,16.51,16.51,-0.0624,-0.7794,early,mid,sev1,18.17,51.58,45.34,11.40,,,55.5,0.74500,0.65,0.45,0.9778,0.9778,1,1,False,,True,thesis_gate_triggered,,,False,-0.2607,,,77,,68.00,,unknown,0,,,False,,35,,,,
256,STOK,16.46,16.46,-0.0658,-0.8227,late,small,none,5.38,21.69,34.98,30.60,,,85,0.80000,0.85,0.45,9.0867,9.0867,6,6,False,,True,thesis_gate_triggered,,,False,0.1079,,,77,,74.00,,unknown,0,,,False,,68.0,,,,
257,PHVS,16.45,16.45,-0.0641,-0.8009,late,small,none,22.66,7.82,44.79,10.70,,,85,0.74000,0.95,0.45,14.0959,14.0959,9,9,False,,True,thesis_gate_triggered,,,True,-0.0056,,,201,,48.00,,unknown,0,,,False,,72.0,,,,
258,KRYS,16.33,15.02,-0.0649,-0.8118,late,mid,none,15.61,27.62,56.91,10.70,,,71.5,0.87500,0.95,0.65,5.9294,5.9294,4,4,False,,True,thesis_gate_triggered,,,True,0.2844,,,77,,71.00,,unknown,0,,,False,,83.0,,,,
259,RGEN,16.30,15.97,-0.0632,-0.7901,early,mid,sev1,18.17,31.23,45.34,47.37,,,60.5,0.74000,0.65,0.45,2.6461,2.6461,3,3,False,,True,thesis_gate_triggered,,,False,-0.0725,,,77,,61.00,,unknown,0,,,False,,35,,,,
260,NTLA,16.29,14.54,-0.0667,-0.8338,late,small,sev1,9.07,29.11,52.90,39.80,,,46.78846711598273721189900519,0.83000,0.95,0.45,0.7644,0.7644,1,1,False,,True,thesis_gate_triggered,,,True,0.0117,,,201,,78.00,,unknown,1,,,False,,84.0,,,,
261,DAWN,16.19,15.70,-0.0703,-0.8792,late,small,none,5,68.45,34.98,10.70,,,46.78846711598273721189900519,0.83500,0.95,0.45,0.9291,0.9291,1,1,False,,True,thesis_gate_triggered,,,False,0.4738,,,201,,48.00,,unknown,0,,,False,,79.0,,,,
262,VCYT,16.12,16.12,-0.0694,-0.8677,early,mid,sev1,18.17,46.87,45.34,11.40,,,61.0,0.74000,0.65,0.45,1.9664,1.9664,2,2,False,,True,thesis_gate_triggered,,,False,-0.0874,,,77,,63.00,,unknown,0,,,False,,35,,,,
263,XERS,16.04,16.04,-0.0685,-0.8563,early,small,sev1,18.17,27.59,45.34,33.33,,,66.5,0.74500,0.65,0.45,2.0859,2.0859,3,3,False,,True,thesis_gate_triggered,,,False,-0.3788,,,77,,62.00,,unknown,0,,,False,,35,,,,
264,CELC,15.93,15.93,-0.0722,-0.9025,late,mid,none,10.77,29.98,42.30,31.84,,,85,0.87500,0.95,0.65,9.4402,9.4402,6,6,False,,True,thesis_gate_triggered,,,False,0.5527,,,201,,68.00,,unknown,0,,,True,,79.0,,,,
265,AVTR,15.92,15.60,-0.0713,-0.8908,early,mid,sev1,18.17,33.10,45.34,40.35,,,52.5,0.74500,0.65,0.45,0.5222,0.5222,1,1,False,,True,thesis_gate_triggered,,,False,-0.2338,,,77,,54.00,,unknown,0,,,False,,35,,,,
266,IKT,15.77,15.77,-0.0732,-0.9144,late,micro,none,5,53.75,36.09,28.11,,,44.06785523744888814383069811,0.80500,0.85,0.45,0.3945,0.3945,1,1,False,,True,thesis_gate_triggered,,,False,-0.1634,,,201,,49.00,,unknown,0,,,False,,71.0,,,,
267,CVAC,15.62,15.62,-0.0741,-0.9264,late,small,none,36.85,17.44,40.59,10.70,,,,0.74500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.3629,,,201,,65.00,,unknown,0,,,False,,86.0,,,,
268,RPRX,15.47,15.47,-0.0771,-0.9632,early,large,sev1,18.17,42.80,45.34,11.40,,,52.5,0.74000,0.65,0.45,0.5222,0.5222,1,1,False,,True,thesis_gate_triggered,,,False,-0.1482,,,77,,63.00,,unknown,0,,,False,,35,,,,
269,ADCT,15.46,15.46,-0.0761,-0.9508,late,small,none,8.24,45.38,55.68,10.70,,,66.17023009911423415374641373,0.87500,0.95,0.65,4.3951,4.3951,3,3,False,,True,thesis_gate_triggered,,,True,-0.2522,,,201,,71.00,,unknown,0,,,False,,83.0,,,,
270,BRKR,15.40,15.40,-0.0751,-0.9385,early,mid,sev1,18.17,49.05,45.34,11.40,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0366,,,108,,68.00,,unknown,0,,,False,,35,,,,
271,GRFS,15.39,15.39,-0.0963,-1.2034,late,mid,sev2,60.60,5,45.22,93.53,,,,0.58000,0.95,0.45,,,0,0,False,,,stage_pivotal_not_active,,,True,-0.2906,,,201,,61.00,,unknown,0,,,False,,88.0,,,,
272,TNYA,15.25,14.79,-0.0989,-1.2364,early,micro,sev2,50.53,5,51.81,67.54,,,55.5,0.83500,0.95,0.45,0.6528,0.6528,1,1,True,moderate,,,,,False,-0.5235,,,28,,50.00,,unknown,0,,,False,,54.0,,,,
273,LRMR,15.22,15.22,-0.0901,-1.1259,mid,micro,sev2,62.41,6.89,37.85,25.86,,,85,0.83500,0.95,0.45,4.9774,4.9774,5,5,False,,True,thesis_gate_triggered,,,False,-0.2704,,,52,,68.00,,unknown,0,,,False,,72.0,,,,
274,ADPT,15.04,15.04,-0.0801,-1.0014,early,mid,sev1,18.17,37.08,45.34,11.40,,,55.5,0.74000,0.65,0.45,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,False,-0.0056,,,108,,64.00,,unknown,1,,,False,,35,,,,
275,PRLD,15.02,15.02,-0.0976,-1.2197,mid,micro,sev2,77.00,5,43.27,25.86,,,78.32050807568877293527446342,0.80500,0.95,0.30,1.446,1.446,2,2,True,weak,,,,,False,0.3212,,,52,,44.00,,unknown,0,,,False,,72.0,,,,
276,OPCH,14.83,14.83,-0.0812,-1.0145,early,mid,sev1,18.17,40.81,45.34,27.19,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0111,,,77,,68.00,,unknown,0,,,False,,35,,,,
277,EDIT,14.81,13.61,-0.1017,-1.2709,early,micro,sev2,63.16,5,38.16,95.00,,,,0.83500,0.95,0.45,,,0,0,False,,,stage_early_not_active,,,False,-0.4197,,,28,,59.00,,unknown,1,,,True,,64.0,,,,
278,EOLS,14.12,13.41,-0.1046,-1.307,late,small,sev2,65.97,5.40,57.33,68.16,,,34.97943406368360030360296275,0.87500,0.95,0.65,0.8922,0.8922,1,1,True,weak,,,,,True,-0.4594,,,108,,66.00,,unknown,0,,,False,,76.0,,,,
279,PHAT,14.09,13.39,-0.1061,-1.3257,late,small,sev2,74.33,6.43,37.57,66.42,,,49.5,0.83000,0.95,0.45,0.7092,0.7092,1,1,False,,,stage_commercial_not_active,,,False,-0.1263,,,201,,86.00,,unknown,0,,,False,,88.0,,,,
280,TXG,13.84,13.84,-0.0833,-1.0412,late,mid,none,5,51.64,42.30,30.60,,,32.09203097193027459457094380,0.80500,0.95,0.30,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,False,0.3245,,,77,,75.00,,unknown,0,,,False,,75.0,,,,
281,ACLX,13.78,13.78,-0.0844,-1.0548,late,mid,none,5,30.43,43.36,10.70,,,85,0.80500,0.95,0.30,11.7857,11.7857,7,7,False,,True,thesis_gate_triggered,,,False,-0.3340,,,201,,74.00,,unknown,0,,,False,,74.0,,,,
282,CRVS,13.77,13.77,-0.0855,-1.0686,late,small,none,25.61,17.10,49.78,10.70,,,66.17023009911423415374641373,0.83500,0.95,0.45,2.8295,2.8295,3,3,False,,True,thesis_gate_triggered,,,False,2.3297,,,201,,53.00,,unknown,0,,,False,,78.0,,,,
283,COGT,13.43,13.03,-0.0866,-1.0826,late,mid,none,12.06,16.32,42.30,10.70,,,85,0.80500,0.95,0.30,10.7045,10.7045,7,7,False,,True,thesis_gate_triggered,,,False,1.2828,,,201,,63.00,,unknown,0,,,False,,79.0,,,,
284,CNTA,13.21,13.21,-0.0889,-1.1113,late,mid,sev1,5,9.60,49.78,39.80,,,85,0.83000,0.95,0.45,9.0919,9.0919,7,7,False,,True,thesis_gate_triggered,,,False,-0.0577,,,201,,55.00,,unknown,0,,,False,,83.0,,,,
285,BBIO,13.05,13.05,-0.0913,-1.1409,late,large,sev1,19.31,13.64,50.27,10.70,,,85,0.80000,0.95,0.30,6.7701,6.7701,5,5,False,,True,thesis_gate_triggered,,,False,0.0779,,,108,,71.00,,unknown,0,,,False,,86.0,,,,
286,IMMP,13.00,11.96,-0.0937,-1.1715,late,small,none,34.42,10.34,55.70,10.70,,,,0.74500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,True,0.3056,,,201,,55.00,,unknown,0,,,False,,83.0,,,,
287,ETON,12.92,12.92,-0.0925,-1.1561,early,small,sev1,18.17,14.15,45.34,27.19,,,61.0,0.74500,0.65,0.45,4.5109,4.5109,2,2,False,,True,thesis_gate_triggered,,,False,-0.3889,,,77,,67.00,,unknown,0,,,False,,35,,,,
288,PAHC,12.66,12.66,-0.095,-1.1873,early,small,sev1,18.17,20.66,45.34,27.19,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1187,,,77,,54.00,,unknown,0,,,False,,35,,,,
289,ABOS,12.32,12.32,-0.1124,-1.4055,mid,micro,sev2,50.00,8.10,42.95,55.17,,,55.5,0.77500,0.85,0.30,0.7323,0.7323,1,1,True,weak,,,,,False,0.2258,,,52,,53.00,,unknown,0,,,False,,64.0,,,,
290,BLTE,12.31,12.31,-0.1159,-1.449,late,mid,sev2,48.52,6.59,40.59,53.48,,,65.53135047536033246746184055,0.74500,0.95,0.45,2.5158,2.5158,3,3,False,,,stage_pivotal_not_active,,,False,0.4775,,,201,,38.00,,unknown,0,,,False,,76.0,,,,
291,LFCR,11.87,11.87,-0.1003,-1.2535,early,small,sev1,18.17,15.73,45.34,31.58,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0737,,,77,,76.00,,unknown,0,,,False,,35,,,,
292,TKNO,11.77,11.77,-0.1031,-1.2887,early,micro,sev1,18.17,24.59,45.34,11.40,,,,0.68500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5576,,,0,,75.00,,unknown,0,,,False,,35,,,,
293,SVRA,11.48,11.48,-0.1076,-1.3448,late,small,sev1,32.02,11.42,34.98,10.70,,,71.29683604115859905443523459,0.83500,0.95,0.45,4.37,4.37,3,3,False,,True,thesis_gate_triggered,,,False,0.2647,,,201,,65.00,,unknown,0,,,False,,88.0,,,,
294,RNA,11.28,11.28,-0.1108,-1.3847,late,large,sev2,31.23,5,42.30,39.80,,,85,0.80000,0.95,0.30,18.9756,18.9756,11,11,True,moderate,,,,,False,-0.0456,,,201,,68.00,,unknown,0,,,False,,76.0,,,,
295,LQDA,11.18,11.18,-0.1092,-1.3645,late,mid,sev1,17.44,11.05,42.30,30.60,,,54.25812631029911623622462983,0.80500,0.95,0.30,4.6453,4.6453,3,3,False,,True,thesis_gate_triggered,,,False,0.4480,,,201,,71.00,,unknown,0,,,False,,79.0,,,,
296,IVVD,10.45,9.63,-0.1142,-1.4269,late,small,sev1,5,15.55,58.60,58.46,,,65.17023009911423415374641373,0.87500,0.95,0.65,1.9583,1.9583,3,3,False,,True,thesis_gate_triggered,,,True,0.3146,,,201,,75.00,,unknown,0,,,False,,76.0,,,,
297,ALMS,10.31,10.31,-0.1177,-1.4718,late,mid,sev2,36.85,5,43.65,48.01,,,85,0.80500,0.95,0.30,8.1766,8.1766,7,7,False,,True,thesis_gate_triggered,,,False,3.9195,,,201,,44.00,,unknown,0,,,False,,79.0,,,,
298,LENZ,10.28,10.28,-0.1216,-1.5199,late,small,sev2,38.50,5,34.98,53.48,,,85,0.83500,0.95,0.45,9.0963,9.0963,6,6,False,,,stage_pivotal_not_active,,,False,-0.4887,,,201,,66.00,,unknown,0,,,False,,76.0,,,,
299,ERAS,9.56,9.56,-0.1196,-1.4955,late,mid,none,9.92,30.87,34.98,10.70,,,65.53135047536033246746184055,0.83500,0.95,0.45,4.0735,4.0735,3,3,False,,True,thesis_gate_triggered,,,False,3.5946,,,201,,48.00,,unknown,0,,,False,,75.0,,,,
300,STVN,9.42,9.42,-0.1236,-1.5454,early,mid,sev1,18.17,12.60,45.34,11.40,,,,0.68500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5429,,,0,,60.00,,unknown,0,,,False,,35,,,,
301,OABI,9.26,9.26,-0.1257,-1.5718,early,micro,sev2,46.05,5,38.16,35.09,,,,0.74000,0.85,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0811,,,0,,55.00,,unknown,0,,,False,,35.0,,,,
