Rank,Ticker,Composite_Score,Clinical_Score,Financial_Score,Momentum_Score,Momentum_Pct,Momentum_Bucket,Stage_Bucket,Cash,Runway_Months
92,DVAX,25.25,20.0,30,30,-6.4,NEGATIVE,late,284024000,140.07430544139405
93,FOLD,25.25,20.0,30,30,-1.4,NEUTRAL,late,199808000,45.29766492858762
94,IMVT,25.25,20.0,30,30,0.6,NEUTRAL,late,376532000,21.41820250284414
95,NAMS,25.25,20.0,30,30,1.9,NEUTRAL,late,340450000,97.22975867485363
96,OCUL,25.25,10.0,40,30,4.4,NEUTRAL,commercial,79026000,31.27884425094004
97,RARE,25.25,10.0,40,30,6.7,POSITIVE,commercial,85768000,6.27677896226185
98,VCEL,25.25,10.0,40,30,2.1,NEUTRAL,commercial,61834000,99.00040026684457
99,XNCR,25.25,30.0,20,30,4.2,NEUTRAL,mid,551864000,108.98685055049948
100,BRKR,25.34,31.25,20,20,-22.8,NEGATIVE,preclinical,646200000,32.71898734177215
101,ACLX,25.75,30.0,20,40,13.1,POSITIVE,mid,582326000,255.55558806319488
102,ACRS,25.75,10.0,40,40,8.2,POSITIVE,commercial,39878000,16.993465909090908
103,AMRX,25.75,20.0,30,40,31.9,STRONG_POSITIVE,late,144674000,250.04868212588218
104,ANNX,25.75,20.0,30,40,18.9,POSITIVE,late,225110000,69.84486503257834
105,ARGX,25.75,20.0,30,40,25.8,STRONG_POSITIVE,late,0,0
106,ARWR,25.75,20.0,30,40,18.8,POSITIVE,late,254428000,15.05624759594047
107,AVXL,25.75,20.0,30,40,30.8,STRONG_POSITIVE,late,151024000,69.49223513171518
108,BCRX,25.75,20.0,30,40,55.1,STRONG_POSITIVE,late,110643000,24.8948305926912
109,CVAC,25.75,20.0,30,40,22.3,STRONG_POSITIVE,late,0,0
110,GH,25.75,30.0,20,40,92.3,STRONG_POSITIVE,mid,664186000,59.68735818112377
111,GOSS,25.75,20.0,30,40,42.5,STRONG_POSITIVE,late,296425000,72.35024916098851
112,KMDA,25.75,20.0,30,40,26.7,STRONG_POSITIVE,late,0,0
113,KRYS,25.75,20.0,30,40,19.4,POSITIVE,late,366419000,97.07106430889463
114,LGND,25.75,10.0,40,40,24.4,STRONG_POSITIVE,commercial,22954000,0
115,MDGL,25.75,20.0,30,40,22.7,STRONG_POSITIVE,late,142815000,22.286985018726593
116,MESO,25.75,20.0,30,40,71.6,STRONG_POSITIVE,late,0,0
117,MRVI,25.75,30.0,20,40,9.8,POSITIVE,unknown,574962000,102978.26865671642
118,MYGN,25.75,10.0,40,40,39.6,STRONG_POSITIVE,commercial,62400000,13.689213893967093
119,NUVB,25.75,30.0,20,40,23.1,STRONG_POSITIVE,mid,611213000,14.135823907274174
120,OMER,25.75,10.0,40,40,24.5,STRONG_POSITIVE,commercial,7105000,2.5298952553336695
121,PRME,25.75,20.0,30,40,8.3,POSITIVE,late,133462000,40.65142015889535
122,PTGX,25.75,20.0,30,40,38.3,STRONG_POSITIVE,late,282576000,100.54594514455151
123,REPL,25.75,20.0,30,40,44.9,STRONG_POSITIVE,late,146590000,10.093181244405683
124,RYTM,25.75,10.0,40,40,29.9,STRONG_POSITIVE,commercial,64078000,14.736503190938883
125,TVTX,25.75,20.0,30,40,59.3,STRONG_POSITIVE,late,259412000,36.05824095631928
126,IVVD,26.62,25.0,30,10,-55.9,NEGATIVE,late,200641000,68.16602021460321
127,LYEL,26.62,35.0,20,10,-29.0,NEGATIVE,early,510002000,91.3995728729521
128,SRRK,26.62,25.0,30,10,-35.0,NEGATIVE,late,329363000,100.36709921531781
129,VOR,26.62,25.0,30,10,-44.4,NEGATIVE,late,148270000,62.5765835472866
130,NUVL,26.94,32.5,20,40,21.5,STRONG_POSITIVE,early,719905000,342.92076849793585
131,ABCL,27.12,25.0,30,20,-23.0,NEGATIVE,late,133320000,39.88631264023934
132,COLL,27.12,25.0,30,20,-10.2,NEGATIVE,commercial,341081000,234.87730976701482
133,PHVS,27.12,25.0,30,20,-10.6,NEGATIVE,late,0,0
134,VERA,27.12,25.0,30,20,-14.0,NEGATIVE,late,160716000,64.13888057467824
135,CGON,27.62,25.0,30,30,-2.9,NEUTRAL,late,187674000,259.846313603323
136,DAWN,27.62,25.0,30,30,4.1,NEUTRAL,late,230784000,68.36862764460463
137,NMRA,27.62,25.0,30,30,0.8,NEUTRAL,late,290814000,97.9584
138,ZBIO,27.62,25.0,30,30,0.0,NEUTRAL,late,0,0
139,AKRO,28.12,25.0,30,40,17.9,POSITIVE,late,0,0
140,AMLX,28.12,25.0,30,40,7.5,POSITIVE,late,170201000,64.9312350977587
141,ERAS,28.12,25.0,30,40,53.9,STRONG_POSITIVE,late,492031000,177.84788698454773
142,HRMY,28.12,25.0,30,40,13.3,POSITIVE,late,311660000,64.56709769866893
143,KNSA,28.12,25.0,30,40,21.5,STRONG_POSITIVE,late,107954000,105.57848410757946
144,MCRB,28.12,25.0,30,40,68.2,STRONG_POSITIVE,late,127965000,21.575013347570742
145,NGNE,28.12,25.0,30,40,21.0,STRONG_POSITIVE,late,204263000,199.88224741091085
146,OLMA,28.12,25.0,30,40,13.7,POSITIVE,late,261807000,111.06851445944991
147,RNA,28.12,25.0,30,40,87.4,STRONG_POSITIVE,late,270177000,61.879680879490024
148,OPCH,28.81,27.5,30,30,-6.2,NEGATIVE,late,343849000,25.41069097179456
149,PBYI,29.00,20.0,40,10,-29.6,NEGATIVE,late,95939000,8.93002691570807
150,RAPT,29.00,30.0,30,10,-57.8,NEGATIVE,mid,158862000,65.12739571589628
151,VTYX,29.00,30.0,30,10,-46.2,NEGATIVE,mid,264310000,81.4702935963628
152,AVBP,29.31,27.5,30,40,9.5,POSITIVE,late,150389000,148.2638843246796
153,ALMS,29.50,30.0,30,20,-16.6,NEGATIVE,mid,0,0
154,AVTR,29.50,30.0,30,20,-15.4,NEGATIVE,unknown,262900000,0
155,CTMX,29.50,30.0,30,20,-23.7,NEGATIVE,mid,213733000,774.6288130474177
156,KROS,29.50,30.0,30,20,-18.2,NEGATIVE,mid,351429000,117.78426991397609
157,MGTX,29.50,30.0,30,20,-14.8,NEGATIVE,mid,129566000,51.205111316032145
158,QTRX,29.50,30.0,30,20,-9.1,NEGATIVE,unknown,336247000,661.1443552351302
159,STVN,29.50,30.0,30,20,-24.8,NEGATIVE,unknown,0,0
160,AARD,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
161,APGE,30.00,30.0,30,30,-5.2,NEGATIVE,mid,418476000,400.9350898203593
162,ARQT,30.00,20.0,40,30,5.1,POSITIVE,late,88395000,13.242696629213484
163,ATXS,30.00,30.0,30,30,3.2,NEUTRAL,mid,217232000,232.99821237039686
164,BIOA,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
165,CADL,30.00,20.0,40,30,3.6,NEUTRAL,late,35413000,48.317907902217165
166,CAI,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
167,CSTL,30.00,20.0,40,30,-2.1,NEUTRAL,late,98841000,40.6140254759622
168,CTKB,30.00,30.0,30,30,3.9,NEUTRAL,unknown,167299000,60.46951807228915
169,ENTA,30.00,30.0,30,30,4.2,NEUTRAL,mid,208867000,86.46946801904369
170,FDMT,30.00,30.0,30,30,1.8,NEUTRAL,mid,288232000,120.59075378286033
171,IDYA,30.00,30.0,30,30,-2.8,NEUTRAL,mid,435333000,220.98121827411168
172,INBX,30.00,30.0,30,30,6.3,POSITIVE,mid,0,0
173,LENZ,30.00,20.0,40,30,5.6,POSITIVE,late,35140000,33.2817679558011
174,MENS,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
175,NBP,30.00,30.0,30,30,-3.9,NEUTRAL,unknown,301616000,17.532501126240682
176,PRAX,30.00,20.0,40,30,-2.9,NEUTRAL,late,80839000,25.899559471365638
177,PRVA,30.00,30.0,30,30,1.3,NEUTRAL,unknown,389511000,12.31454149783171
178,RPRX,30.00,30.0,30,30,-1.8,NEUTRAL,mid,477010000,0
179,SEPN,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
180,SION,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
181,SLN,30.00,30.0,30,30,-3.1,NEUTRAL,mid,0,0
182,SVRA,30.00,20.0,40,30,-5.2,NEGATIVE,late,26585000,30.218812162546175
183,UPB,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
184,WVE,30.00,30.0,30,30,6.8,POSITIVE,mid,200351000,87.72895457033388
185,FTRE,30.19,32.5,30,10,-29.4,NEGATIVE,early,108600000,0
186,IMRX,30.19,32.5,30,10,-32.6,NEGATIVE,early,133717020,117.94943183234025
187,ACIU,30.50,30.0,30,40,48.6,STRONG_POSITIVE,mid,0,0
188,ADMA,30.50,20.0,40,40,107.5,STRONG_POSITIVE,commercial,51352000,90.76800707026072
189,AUPH,30.50,20.0,40,40,12.2,POSITIVE,late,88327000,40.44585209494009
190,CRNX,30.50,20.0,40,40,23.4,STRONG_POSITIVE,late,41193000,10.74716817045331
191,CTNM,30.50,30.0,30,40,33.6,STRONG_POSITIVE,mid,125190000,311.4179104477612
192,GHRS,30.50,30.0,30,40,9.1,POSITIVE,mid,0,0
193,IBRX,30.50,20.0,40,40,34.6,STRONG_POSITIVE,late,89490000,9.230293184806992
194,INVA,30.50,30.0,30,40,15.6,POSITIVE,unknown,193513000,217.69532202118683
195,IRON,30.50,30.0,30,40,57.6,STRONG_POSITIVE,mid,360382000,189.8329309512313
196,KALV,30.50,20.0,40,40,9.8,POSITIVE,late,56238000,8.196067477137202
197,KURA,30.50,30.0,30,40,20.4,STRONG_POSITIVE,mid,119030000,41.925504123983686
198,LEGN,30.50,30.0,30,40,8.5,POSITIVE,mid,0,0
199,MIRM,30.50,20.0,40,40,64.3,STRONG_POSITIVE,late,49419000,19.682309990043144
200,PCVX,30.50,30.0,30,40,32.4,STRONG_POSITIVE,mid,397451000,78.88280242135556
201,PEPG,30.50,30.0,30,40,33.8,STRONG_POSITIVE,mid,195036000,143.4176113732459
202,PGEN,30.50,20.0,40,40,18.4,POSITIVE,commercial,7578000,4.0
203,QURE,30.50,30.0,30,40,85.5,STRONG_POSITIVE,mid,153851000,79.03643135408194
204,RAPP,30.50,30.0,30,40,23.4,STRONG_POSITIVE,unknown,0,0
205,RXRX,30.50,30.0,30,40,10.4,POSITIVE,mid,391565000,71.92707456335053
206,SMMT,30.50,20.0,40,40,141.5,STRONG_POSITIVE,late,71425000,1.580269038453029
207,SNDX,30.50,30.0,30,40,10.3,POSITIVE,mid,295394000,86.19189806934786
208,STOK,30.50,30.0,30,40,14.5,POSITIVE,mid,190339000,101.31151031270791
209,TECH,30.50,30.0,30,40,20.9,STRONG_POSITIVE,unknown,304839000,10.14163649368724
210,TERN,30.50,30.0,30,40,99.4,STRONG_POSITIVE,mid,263440000,146.84503901895206
211,TGTX,30.50,20.0,40,40,51.4,STRONG_POSITIVE,late,61469000,18.8016924959217
212,URGN,30.50,20.0,40,40,16.8,POSITIVE,late,95002000,37.7328964353093
213,VCYT,30.50,30.0,30,40,20.2,STRONG_POSITIVE,mid,216454000,321.02929180571005
214,XERS,30.50,20.0,40,40,31.1,STRONG_POSITIVE,late,50984000,36.34359035285731
215,ZYME,30.50,30.0,30,40,12.8,POSITIVE,mid,157557000,77.63659508068821
216,FLGT,30.59,31.25,30,30,1.1,NEUTRAL,preclinical,117467000,91.89074315514993
217,SYRE,30.69,32.5,30,20,-18.2,NEGATIVE,early,240945000,156.9503854087504
218,BCAX,31.19,32.5,30,30,0.0,NEUTRAL,early,0,0
219,BCYC,31.19,32.5,30,30,3.3,NEUTRAL,early,293815000,90.25650215031743
220,IMMP,31.19,32.5,30,30,2.2,NEUTRAL,early,0,0
221,MAZE,31.19,32.5,30,30,0.0,NEUTRAL,early,0,0
222,AQST,31.38,25.0,40,10,-30.6,NEGATIVE,late,23872000,3.350025142964063
223,CABA,31.38,35.0,30,10,-49.4,NEGATIVE,early,193238000,146.26315125520375
224,SANA,31.38,35.0,30,10,-29.3,NEGATIVE,early,205195000,29.983561243500603
225,DSGN,31.69,32.5,30,40,18.2,POSITIVE,early,281798000,175.26567844925884
226,GRAL,31.69,32.5,30,40,8.4,POSITIVE,preclinical,0,0
227,TWST,31.69,32.5,30,40,86.8,STRONG_POSITIVE,early,286470000,34.042780748663105
228,CCCC,31.88,35.0,30,20,-17.3,NEGATIVE,early,282631000,97.51500862564691
229,CLLS,31.88,35.0,30,20,-16.1,NEGATIVE,early,0,0
230,CRMD,31.88,25.0,40,20,-11.6,NEGATIVE,late,25268225,28.694257130490065
231,LQDA,31.88,25.0,40,20,-7.1,NEGATIVE,late,83679000,85.49578544061302
232,SLDB,31.88,35.0,30,20,-19.5,NEGATIVE,early,200747000,35.99390380563898
233,TSHA,31.88,25.0,40,20,-8.0,NEGATIVE,late,63425000,43.19033026898195
234,EDIT,32.38,35.0,30,30,-5.3,NEGATIVE,early,328480000,80.38502324822579
235,EOLS,32.38,25.0,40,30,-2.3,NEUTRAL,late,62838000,50.98073152592792
236,MBX,32.38,35.0,30,30,0.0,NEUTRAL,early,0,0
237,ORIC,32.38,35.0,30,30,6.5,POSITIVE,early,274144000,137.38684485278765
238,AURA,32.88,25.0,40,40,17.9,POSITIVE,late,38492000,26.44589488148403
239,BBIO,32.88,35.0,30,40,7.4,POSITIVE,early,407368000,70846.60869565216
240,COGT,32.88,25.0,40,40,43.5,STRONG_POSITIVE,late,65920000,20.500168450514423
241,CRVS,32.88,25.0,40,40,39.5,STRONG_POSITIVE,late,12620000,19.23536136161565
242,DYN,32.88,35.0,30,40,68.7,STRONG_POSITIVE,early,121626000,33.03034829248421
243,ELVN,32.88,35.0,30,40,32.4,STRONG_POSITIVE,early,445109000,362.7620211898941
244,FULC,32.88,25.0,40,40,8.1,POSITIVE,late,34734000,16.82101779732838
245,GPCR,32.88,35.0,30,40,16.0,POSITIVE,early,129792000,86.64834492350487
246,HROW,32.88,25.0,40,40,92.0,STRONG_POSITIVE,commercial,74085000,133.82808971850068
247,LXEO,32.88,35.0,30,40,43.9,STRONG_POSITIVE,early,121466000,78.12574368869593
248,MLYS,32.88,25.0,40,40,20.0,POSITIVE,late,49304000,46.92639593908629
249,NRIX,32.88,35.0,30,40,62.6,STRONG_POSITIVE,early,303625000,89.44835882454029
250,RLAY,32.88,35.0,30,40,22.3,STRONG_POSITIVE,early,161275000,20.53608378696718
251,TNGX,32.88,35.0,30,40,35.5,STRONG_POSITIVE,early,327752000,140.42502142245073
252,TYRA,32.88,35.0,30,40,35.1,STRONG_POSITIVE,early,241701000,244.14242424242423
253,VYGR,32.88,35.0,30,40,9.9,POSITIVE,early,430394000,187.15494999275256
254,ABSI,34.25,30.0,40,20,-25.1,NEGATIVE,unknown,72362000,37.18021836865768
255,ATAI,34.25,30.0,40,20,-28.4,NEGATIVE,unknown,45034000,16.309280217292894
256,LFCR,34.25,30.0,40,20,-23.1,NEGATIVE,unknown,1984000,1.9184528605962934
257,RCKT,34.25,30.0,40,20,-7.2,NEGATIVE,mid,55904000,11.499922859346874
258,SGMT,34.25,30.0,40,20,-20.3,NEGATIVE,mid,94897000,172.88052224077728
259,ETON,34.75,30.0,40,30,6.9,POSITIVE,unknown,21388000,96.4872180451128
260,ORKA,34.75,30.0,40,30,2.4,NEUTRAL,unknown,37431000,333.7087667161961
261,TRVI,34.75,30.0,40,30,5.1,POSITIVE,mid,82971000,155.54632088736136
262,GLUE,34.94,32.5,40,10,-28.7,NEGATIVE,early,51847000,19.419564267432424
263,ABUS,35.25,30.0,40,40,22.9,STRONG_POSITIVE,mid,26285000,19.30473101168982
264,ADPT,35.25,30.0,40,40,45.5,STRONG_POSITIVE,mid,65064000,13.531742317891124
265,ANAB,35.25,30.0,40,40,41.0,STRONG_POSITIVE,mid,35965000,9.752118404700035
266,EPRX,35.25,30.0,40,40,7.3,POSITIVE,mid,18263389,11.853167416176928
267,EWTX,35.25,30.0,40,40,34.8,STRONG_POSITIVE,mid,86097000,45.238812505473334
268,KYMR,35.25,30.0,40,40,24.7,STRONG_POSITIVE,mid,50152000,14.704456606724001
269,LRMR,35.25,30.0,40,40,44.9,STRONG_POSITIVE,mid,26749000,49.18602513024824
270,PAHC,35.25,30.0,40,40,35.5,STRONG_POSITIVE,unknown,41281000,0
271,SPRY,35.25,30.0,40,40,23.6,STRONG_POSITIVE,mid,70971000,56.924804491678366
272,TECX,35.25,30.0,40,40,12.0,POSITIVE,unknown,72326000,34.776295227791806
273,ZVRA,35.25,30.0,40,40,22.6,STRONG_POSITIVE,mid,43049000,39.08511765150942
274,JANX,35.44,32.5,40,20,-12.5,NEGATIVE,early,19205000,13.200068732458904
275,OBIO,35.84,31.25,40,40,74.5,STRONG_POSITIVE,preclinical,87527000,96.0076782449726
276,PSNL,35.84,31.25,40,40,33.9,STRONG_POSITIVE,preclinical,87172000,36.500366377054334
277,TRDA,35.84,31.25,40,40,34.8,STRONG_POSITIVE,preclinical,67602000,121.54989511537309
278,BBOT,35.94,32.5,40,30,-1.4,NEUTRAL,early,1843598,0
279,BDTX,35.94,32.5,40,30,5.0,POSITIVE,early,39141000,22.500215568862274
280,KYTX,36.12,35.0,40,10,-56.4,NEGATIVE,early,62682000,67.50282688683478
281,CATX,36.62,35.0,40,20,-11.6,NEGATIVE,early,36452000,1179.0404312668463
282,MNMD,36.62,35.0,40,20,-24.5,NEGATIVE,preclinical,99704000,48.21470884545637
283,CGEM,37.12,35.0,40,30,-5.0,NEGATIVE,early,98434000,20.37900693557848
284,FHTX,37.12,35.0,40,30,2.3,NEUTRAL,early,50641000,19.932170034111785
