Rank,Ticker,Composite_Score,Clinical_Score,Financial_Score,Momentum_Score,Momentum_Pct,Momentum_Bucket,Stage_Bucket,Cash,Runway_Months
46,ALNY,22.50,20.0,20,30,-4.3,NEUTRAL,late,534081000,26.666161828402146
47,APLS,22.50,20.0,20,30,3.0,NEUTRAL,late,693814000,59.92563428941592
48,AXSM,22.50,10.0,30,30,4.5,NEUTRAL,commercial,200842000,60.812071053693984
49,CDNA,22.50,10.0,30,30,4.4,NEUTRAL,commercial,375060000,229.06758957654722
50,CRL,22.50,10.0,30,30,-0.5,NEUTRAL,commercial,253027000,0
51,GMAB,22.50,10.0,30,30,-6.8,NEGATIVE,commercial,0,0
52,MYGN,22.50,10.0,30,30,1.0,NEUTRAL,commercial,222200000,130.06829268292682
53,SNY,22.50,10.0,30,30,-2.2,NEUTRAL,commercial,0,0
54,TEM,22.50,10.0,30,30,0.0,NEUTRAL,commercial,0,0
55,XENE,22.50,20.0,20,30,4.9,NEUTRAL,late,592087000,361.21220132180986
56,MCRB,23.12,25.0,30,10,-31.0,NEGATIVE,late,163030000,34.55001412828483
57,VOR,23.12,25.0,30,10,-38.5,NEGATIVE,late,262581000,138.5834542815675
58,ANNX,23.75,20.0,30,20,-22.9,NEGATIVE,late,140020000,47.500636078364856
59,BCRX,23.75,20.0,30,20,-11.6,NEGATIVE,late,304767000,49.29112081513828
60,CMPS,23.75,20.0,30,20,-10.2,NEGATIVE,late,243684000,138.1232818478107
61,LGND,23.75,10.0,40,20,-10.4,NEGATIVE,commercial,45006000,35.10380240493988
62,MDGL,23.75,20.0,30,20,-12.0,NEGATIVE,late,374449000,78.12142285893111
63,MRSN,23.75,20.0,30,20,-16.7,NEGATIVE,late,266090000,67.56697278767615
64,MRVI,23.75,30.0,20,20,-9.5,NEGATIVE,unknown,632138000,0
65,OMER,23.75,10.0,40,20,-15.4,NEGATIVE,commercial,11009000,4.001938747690164
66,PTCT,23.75,20.0,30,20,-24.1,NEGATIVE,late,410705000,38.890677524738415
67,TBPH,23.75,10.0,40,20,-17.2,NEGATIVE,commercial,94367000,43.64464657365297
68,TVTX,23.75,20.0,30,20,-27.9,NEGATIVE,late,262924000,41.5301628252886
69,VNDA,23.75,10.0,40,20,-7.8,NEGATIVE,commercial,66927000,124.90264385692068
70,XNCR,23.75,30.0,20,20,-16.6,NEGATIVE,mid,533412000,108.43727659286114
71,BRKR,24.22,31.25,20,20,-10.2,NEGATIVE,preclinical,803400000,45.952335557673976
72,BEAM,24.38,35.0,10,30,-3.1,NEUTRAL,early,1142188000,198.02721992660446
73,ACAD,25.00,10.0,30,40,66.1,STRONG_POSITIVE,commercial,197503000,20.96338097933767
74,AMPH,25.00,10.0,30,40,33.2,STRONG_POSITIVE,commercial,156098000,54.752016836197825
75,ANIP,25.00,10.0,30,40,29.9,STRONG_POSITIVE,commercial,100300000,59.79135618479881
76,ARQT,25.00,20.0,40,10,-32.5,NEGATIVE,late,53641000,10.007026926186184
77,AVIR,25.00,20.0,20,40,8.0,POSITIVE,late,705545000,201.21539083109536
78,CADL,25.00,20.0,40,10,-31.4,NEGATIVE,late,70058000,961.8947368421053
79,DVAX,25.00,20.0,20,40,23.6,STRONG_POSITIVE,late,518209000,79.84730354391371
80,ENTA,25.00,30.0,30,10,-49.4,NEGATIVE,mid,167473000,66.73338867673917
81,EYPT,25.00,10.0,30,40,126.2,STRONG_POSITIVE,commercial,150473000,86.0829519450801
82,GH,25.00,30.0,10,40,53.3,STRONG_POSITIVE,mid,1014150000,98.75839906514753
83,GRFS,25.00,10.0,30,40,24.2,STRONG_POSITIVE,commercial,0,0
84,INDV,25.00,10.0,30,40,25.5,STRONG_POSITIVE,commercial,0,0
85,IONS,25.00,20.0,20,40,12.4,POSITIVE,late,678773000,124.99464436430598
86,PACB,25.00,10.0,30,40,24.8,STRONG_POSITIVE,commercial,428574000,63.10369452385919
87,PEPG,25.00,30.0,30,10,-29.4,NEGATIVE,unknown,118854000,78.16770799079251
88,PHAT,25.00,10.0,30,40,34.9,STRONG_POSITIVE,commercial,155385000,45.85319070453707
89,PRTA,25.00,20.0,20,40,31.4,STRONG_POSITIVE,late,542994000,179.551612014329
90,RARE,25.00,10.0,30,40,8.4,POSITIVE,commercial,153988000,12.13140756302521
91,RNA,25.00,30.0,30,10,-33.1,NEGATIVE,mid,425491000,149.14245655031402
92,ROIV,25.00,30.0,10,40,37.0,STRONG_POSITIVE,mid,2060400000,29.251048787239935
93,TERN,25.00,30.0,30,10,-31.6,NEGATIVE,mid,283114000,246.6686996297103
94,DNA,25.47,31.25,10,40,67.2,STRONG_POSITIVE,preclinical,1550004000,31.498544466177258
95,NAMS,25.62,25.0,30,20,-16.8,NEGATIVE,late,0,0
96,SRRK,25.62,25.0,30,20,-11.6,NEGATIVE,late,312261000,471.3373584905661
97,ABVX,26.25,20.0,30,30,0.0,NEUTRAL,late,0,0
98,ALVO,26.25,20.0,30,30,2.2,NEUTRAL,late,0,0
99,ANRO,26.25,20.0,30,30,0.0,NEUTRAL,commercial,0,0
100,ARGX,26.25,20.0,30,30,-1.3,NEUTRAL,late,0,0
101,ASND,26.25,20.0,30,30,4.6,NEUTRAL,late,0,0
102,AUPH,26.25,20.0,30,30,3.3,NEUTRAL,late,131636000,41.97799627956418
103,AVXL,26.25,20.0,30,30,3.6,NEUTRAL,late,149157861,83.95306699596973
104,BBOT,26.25,20.0,30,30,0.0,NEUTRAL,late,0,0
105,ESPR,26.25,20.0,30,30,5.1,POSITIVE,late,382310000,80.86795579136627
106,MNKD,26.25,10.0,40,30,-0.9,NEUTRAL,commercial,70282000,32.440341564735746
107,NUVB,26.25,30.0,20,30,-6.1,NEGATIVE,mid,661014000,372.524679472127
108,PTGX,26.25,20.0,30,30,3.1,NEUTRAL,late,210088000,120.4517916865743
109,RGNX,26.25,20.0,30,30,-2.5,NEUTRAL,late,459563000,71.87878471905427
110,RIGL,26.25,20.0,30,30,-3.1,NEUTRAL,late,236434000,103.37795591182365
111,KOD,26.88,25.0,20,40,38.9,STRONG_POSITIVE,late,960227000,120.39331724289252
112,RLAY,26.88,35.0,30,10,-32.9,NEGATIVE,early,119445000,23.101247461560778
113,CTKB,27.50,30.0,30,20,-11.8,NEGATIVE,unknown,296601000,1649.3104726598704
114,KURA,27.50,30.0,30,20,-12.8,NEGATIVE,mid,172384000,63.741657165747384
115,NBP,27.50,30.0,30,20,-22.7,NEGATIVE,unknown,465987000,15.382239509691193
116,ZYME,27.50,30.0,30,20,-22.7,NEGATIVE,mid,400912000,66.24363511187607
117,ABCL,28.12,25.0,30,30,-3.1,NEUTRAL,late,386535000,50.62064148595999
118,CGON,28.12,25.0,30,30,0.0,NEUTRAL,late,0,0
119,COLL,28.12,25.0,30,30,-6.7,NEGATIVE,commercial,106698000,97.97046445787743
120,HRMY,28.12,25.0,30,30,6.0,POSITIVE,late,243784000,67.96793754791942
121,LENZ,28.12,25.0,30,30,4.4,NEUTRAL,late,185070000,85.96245403522353
122,ZBIO,28.12,25.0,30,30,0.0,NEUTRAL,late,0,0
123,IMRX,28.44,32.5,30,20,-18.8,NEGATIVE,early,146948089,136.73433075064355
124,ACRS,28.75,10.0,40,40,14.4,POSITIVE,commercial,45277000,28.917132364681464
125,AMRX,28.75,20.0,30,40,83.6,STRONG_POSITIVE,late,210477000,286.4607009186798
126,ARWR,28.75,20.0,30,40,10.4,POSITIVE,late,261728000,49.954447130678204
127,BHVN,28.75,20.0,30,40,68.7,STRONG_POSITIVE,late,300722000,37.19045263418254
128,CLDX,28.75,20.0,30,40,14.9,POSITIVE,late,304952000,0
129,CNTA,28.75,20.0,30,40,80.7,STRONG_POSITIVE,late,393644000,86.67708906748871
130,CRNX,28.75,20.0,30,40,19.8,POSITIVE,late,145548000,50.439714673520655
131,CVAC,28.75,20.0,30,40,24.6,STRONG_POSITIVE,late,0,0
132,FOLD,28.75,20.0,30,40,12.9,POSITIVE,late,378099000,53.21590429275158
133,GLPG,28.75,20.0,30,40,9.7,POSITIVE,late,0,0
134,IMCR,28.75,20.0,30,40,11.0,POSITIVE,late,0,0
135,IMVT,28.75,20.0,30,40,34.1,STRONG_POSITIVE,late,493817000,37.808996363172334
136,IOVA,28.75,20.0,30,40,33.6,STRONG_POSITIVE,late,385472000,50.494656521881524
137,KMDA,28.75,20.0,30,40,9.9,POSITIVE,late,0,0
138,LRMR,28.75,30.0,40,10,-31.0,NEGATIVE,mid,26825000,35.99463267359947
139,MEDP,28.75,10.0,40,40,24.4,STRONG_POSITIVE,commercial,28265000,0
140,MESO,28.75,20.0,30,40,39.9,STRONG_POSITIVE,late,0,0
141,OBIO,28.75,30.0,40,10,-65.7,NEGATIVE,unknown,83699000,175.31646011520337
142,PCVX,28.75,30.0,20,40,17.2,POSITIVE,mid,834657000,256.90976247883856
143,PRME,28.75,20.0,30,40,12.2,POSITIVE,late,164248000,82.6751677852349
144,RVMD,28.75,30.0,20,40,8.5,POSITIVE,mid,581198000,120.98419692264993
145,RXRX,28.75,30.0,20,40,89.8,STRONG_POSITIVE,mid,549912000,117.88249164865397
146,TGTX,28.75,20.0,30,40,7.5,POSITIVE,late,185676000,53.65195405620169
147,TKNO,28.75,10.0,40,40,63.7,STRONG_POSITIVE,commercial,5955000,12.999818082590503
148,TXG,28.75,30.0,20,40,8.2,POSITIVE,unknown,663603000,187.75460354136703
149,VCEL,28.75,10.0,40,40,27.1,STRONG_POSITIVE,commercial,55659000,94.19094626991962
150,XERS,28.75,20.0,30,40,7.2,POSITIVE,late,103771000,36.9357536928279
151,AVBP,29.06,27.5,30,30,0.0,NEUTRAL,late,0,0
152,OPCH,29.06,27.5,30,30,3.5,NEUTRAL,late,294186000,23.74206912321526
153,AMLX,29.38,25.0,40,20,-26.5,NEGATIVE,late,62526000,15.681156997157668
154,CRMD,29.38,25.0,40,20,-24.5,NEGATIVE,late,43148323,73.60898434134742
155,DAWN,29.38,25.0,40,20,-8.7,NEGATIVE,late,85262000,25.25844915693584
156,EOLS,29.38,25.0,40,20,-8.3,NEGATIVE,late,53922000,36.972972972972975
157,ERAS,29.38,35.0,30,20,-15.2,NEGATIVE,early,484750000,159.55345877448025
158,HROW,29.38,25.0,40,20,-22.0,NEGATIVE,commercial,57656000,283.7867104183757
159,NRIX,29.38,35.0,30,20,-26.5,NEGATIVE,early,286200000,80.74671431594291
160,TNGX,29.38,35.0,30,20,-18.3,NEGATIVE,early,366133000,174.29371628054585
161,TSHA,29.38,25.0,40,20,-15.5,NEGATIVE,late,96630000,23.045094103384542
162,AARD,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
163,ACLX,30.00,30.0,30,30,-2.7,NEUTRAL,mid,317816000,146.45336200606738
164,ADMA,30.00,20.0,40,30,6.9,POSITIVE,commercial,86521542,41.51729210543711
165,ALMS,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
166,APGE,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
167,ATAI,30.00,30.0,30,30,3.6,NEUTRAL,unknown,190613000,62.04008787870569
168,AVTR,30.00,30.0,30,30,-1.4,NEUTRAL,unknown,372900000,0
169,BIOA,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
170,CAI,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
171,CTMX,30.00,30.0,30,30,6.4,POSITIVE,mid,402092000,150.87408148588224
172,CYTK,30.00,20.0,40,30,-4.1,NEUTRAL,late,65582000,8.798524232768742
173,EPRX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
174,INBX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
175,INVA,30.00,30.0,30,30,3.8,NEUTRAL,unknown,291049000,327.4198931283397
176,KROS,30.00,30.0,30,30,-0.5,NEUTRAL,unknown,228586000,113.41404118084841
177,MENS,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
178,MIRM,30.00,20.0,40,30,1.9,NEUTRAL,late,28003000,9.179806589083757
179,NMRA,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
180,PRVA,30.00,30.0,30,30,2.6,NEUTRAL,unknown,347992000,238.48680753854939
181,RAPP,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
182,RCKT,30.00,30.0,30,30,3.1,NEUTRAL,mid,140517000,39.23046856823787
183,SEPN,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
184,SGMT,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
185,SION,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
186,SLN,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
187,SPRY,30.00,30.0,30,30,5.2,POSITIVE,mid,210518000,348.44358620689655
188,TECH,30.00,30.0,30,30,-1.1,NEUTRAL,unknown,296835000,10.472556000811457
189,URGN,30.00,20.0,40,30,-4.3,NEUTRAL,late,55408000,23.418427726120036
190,VTYX,30.00,30.0,30,30,6.4,POSITIVE,mid,317941000,167.83793770895653
191,COGT,30.62,25.0,30,40,14.4,POSITIVE,late,152577000,59.76770908141281
192,FTRE,30.62,25.0,30,40,8.0,POSITIVE,late,0,0
193,KNSA,30.62,25.0,30,40,22.8,STRONG_POSITIVE,late,122715000,58.41253470844903
194,KRYS,30.62,25.0,30,40,43.4,STRONG_POSITIVE,late,169991000,40.82641849294506
195,KYMR,30.62,35.0,40,10,-36.5,NEGATIVE,early,33733000,11.034674517500818
196,LYEL,30.62,35.0,20,40,15.4,POSITIVE,early,739194000,130.170345151444
197,NTLA,30.62,35.0,20,40,12.0,POSITIVE,early,802498000,65.56713328612669
198,SMMT,30.62,25.0,30,40,33.8,STRONG_POSITIVE,late,348607000,195.507968406786
199,TARS,30.62,25.0,30,40,40.5,STRONG_POSITIVE,late,217026000,128.6842573376816
200,VERA,30.62,25.0,30,40,165.5,STRONG_POSITIVE,late,114653000,80.52888498683056
201,BCAX,30.94,32.5,30,30,0.0,NEUTRAL,early,0,0
202,ELVN,30.94,32.5,30,30,-2.4,NEUTRAL,early,110024000,53.36653193209378
203,GLUE,30.94,32.5,30,30,-0.6,NEUTRAL,early,138305000,69.34898880160455
204,GRAL,30.94,32.5,30,30,0.0,NEUTRAL,preclinical,0,0
205,KYTX,30.94,32.5,30,30,0.0,NEUTRAL,early,0,0
206,MAZE,30.94,32.5,30,30,0.0,NEUTRAL,early,0,0
207,MBX,30.94,32.5,30,30,0.0,NEUTRAL,early,0,0
208,SANA,30.94,32.5,30,30,2.5,NEUTRAL,early,423963000,161.7767743576698
209,TYRA,30.94,32.5,30,30,-1.7,NEUTRAL,early,292499000,236.74544718737354
210,UPB,30.94,32.5,30,30,0.0,NEUTRAL,early,0,0
211,ABUS,31.25,30.0,40,20,-23.9,NEGATIVE,mid,30776000,23.426070409134155
212,ADPT,31.25,30.0,40,20,-12.8,NEGATIVE,mid,90030000,17.220734506503444
213,ANAB,31.25,30.0,40,20,-18.2,NEGATIVE,mid,71308000,23.602151427389323
214,ETON,31.25,30.0,40,20,-15.1,NEGATIVE,unknown,16305000,36.70919324577861
215,PAHC,31.25,30.0,40,20,-7.3,NEGATIVE,unknown,74248000,0
216,WVE,31.25,30.0,40,20,-9.8,NEGATIVE,mid,88497000,28.0838842756651
217,ZVRA,31.25,30.0,40,20,-23.8,NEGATIVE,mid,65466000,421.45493562231763
218,PSNL,31.72,31.25,40,20,-27.9,NEGATIVE,preclinical,91586000,38.96033180899713
219,TRDA,31.72,31.25,40,20,-9.3,NEGATIVE,preclinical,45157000,25.00502976327811
220,CCCC,31.88,35.0,30,30,-2.6,NEUTRAL,early,279159000,105.9426944971537
221,CTNM,31.88,35.0,30,30,0.0,NEUTRAL,early,0,0
222,EDIT,31.88,35.0,30,30,5.3,POSITIVE,early,344274000,81.78339107195882
223,FHTX,31.88,35.0,30,30,7.0,POSITIVE,early,213645000,95.25674370216244
224,LXEO,31.88,35.0,30,30,0.0,NEUTRAL,early,0,0
225,SLDB,31.88,35.0,30,30,-2.6,NEUTRAL,early,155234000,27.833430454076833
226,ATXS,32.19,32.5,40,20,-14.4,NEGATIVE,early,61618000,48.25530248645826
227,JANX,32.19,32.5,40,20,-16.3,NEGATIVE,early,51426000,46.018791946308724
228,ACIU,32.50,30.0,30,40,38.2,STRONG_POSITIVE,mid,0,0
229,AKRO,32.50,30.0,30,40,13.2,POSITIVE,mid,0,0
230,ARCT,32.50,30.0,30,40,28.2,STRONG_POSITIVE,mid,319678000,74.96992319568488
231,AURA,32.50,30.0,30,40,37.2,STRONG_POSITIVE,mid,108382000,101.33104791585507
232,FDMT,32.50,30.0,30,40,13.5,POSITIVE,mid,213554000,97.2985040625712
233,GHRS,32.50,30.0,30,40,55.9,STRONG_POSITIVE,mid,0,0
234,GOSS,32.50,30.0,30,40,40.6,STRONG_POSITIVE,mid,255678000,53.09571688154365
235,IBRX,32.50,20.0,40,40,25.8,STRONG_POSITIVE,late,38928000,4.542975512030031
236,IDYA,32.50,30.0,30,40,50.1,STRONG_POSITIVE,mid,351488000,300.99593234853353
237,IRON,32.50,30.0,30,40,99.1,STRONG_POSITIVE,mid,194611000,237.01735512026792
238,KALV,32.50,20.0,40,40,19.6,POSITIVE,late,30732000,7.974742669319264
239,LEGN,32.50,30.0,30,40,26.9,STRONG_POSITIVE,mid,0,0
240,MGTX,32.50,30.0,30,40,18.5,POSITIVE,mid,115516000,44.65105492027702
241,PBYI,32.50,20.0,40,40,11.4,POSITIVE,late,81074000,285.89127240669995
242,PHVS,32.50,30.0,30,40,85.8,STRONG_POSITIVE,mid,0,0
243,QTRX,32.50,30.0,30,40,88.4,STRONG_POSITIVE,unknown,374317000,247.4414146422079
244,RAPT,32.50,30.0,30,40,13.8,POSITIVE,mid,249068000,146.0238420949775
245,REPL,32.50,30.0,30,40,22.2,STRONG_POSITIVE,mid,105948000,10.771086787081908
246,STVN,32.50,30.0,30,40,13.6,POSITIVE,unknown,0,0
247,SVRA,32.50,20.0,40,40,75.0,STRONG_POSITIVE,late,52100000,75.32530120481928
248,TECX,32.50,30.0,30,40,51.6,STRONG_POSITIVE,unknown,161663000,65.02718466128113
249,TRVI,32.50,30.0,30,40,16.8,POSITIVE,mid,120510000,197.31477691363077
250,BCYC,33.44,32.5,30,40,29.1,STRONG_POSITIVE,early,339154000,147.6508489333914
251,DSGN,33.44,32.5,30,40,33.7,STRONG_POSITIVE,early,330387000,298.88006030908406
252,IMMP,33.44,32.5,30,40,37.1,STRONG_POSITIVE,early,0,0
253,NUVL,33.44,32.5,30,40,36.1,STRONG_POSITIVE,early,472163000,322.86489258647214
254,TWST,33.44,32.5,30,40,58.5,STRONG_POSITIVE,early,465829000,39.94788860223967
255,VCYT,33.44,32.5,30,40,25.5,STRONG_POSITIVE,preclinical,154247000,127.99695733351773
256,ORKA,33.75,30.0,40,30,-0.5,NEUTRAL,unknown,42445000,155.66625916870416
257,SNDX,33.75,30.0,40,30,3.6,NEUTRAL,mid,74356000,24.005811294358203
258,AQST,34.38,25.0,40,40,13.5,POSITIVE,late,27273000,24.756127080181543
259,BBIO,34.38,35.0,30,40,21.2,STRONG_POSITIVE,early,423130000,73587.82608695651
260,CGEM,34.38,35.0,30,40,8.8,POSITIVE,early,156152000,154.88708877500414
261,CLLS,34.38,35.0,30,40,9.8,POSITIVE,early,0,0
262,CRVS,34.38,25.0,40,40,121.6,STRONG_POSITIVE,late,13159000,19.031939255152466
263,DYN,34.38,35.0,30,40,16.4,POSITIVE,early,172147000,58.054801450130675
264,FULC,34.38,25.0,40,40,41.5,STRONG_POSITIVE,late,57052000,9.667236193676839
265,LQDA,34.38,25.0,40,40,12.0,POSITIVE,late,93283000,70.21238160948378
266,MLYS,34.38,25.0,40,40,14.5,POSITIVE,late,87701000,139.042409829568
267,MNMD,34.38,35.0,30,40,13.4,POSITIVE,preclinical,142142000,92.44507072787383
268,NGNE,34.38,25.0,40,40,8.6,POSITIVE,late,93940000,73.43365253077975
269,OLMA,34.38,35.0,30,40,121.4,STRONG_POSITIVE,early,204421000,106.51550151975684
270,ORIC,34.38,35.0,30,40,26.7,STRONG_POSITIVE,early,327798000,169.850857118183
271,VYGR,34.38,35.0,30,40,20.1,STRONG_POSITIVE,early,151762000,85.42351892677893
272,CATX,35.62,35.0,40,30,-4.7,NEUTRAL,early,58904000,524.7572383073497
273,PGEN,35.62,35.0,40,30,1.7,NEUTRAL,early,4858000,3.028206326944055
274,ABSI,36.25,30.0,40,40,9.9,POSITIVE,unknown,59955000,24.393435953075205
275,EWTX,36.25,30.0,40,40,10.6,POSITIVE,mid,21993000,18.002455661664392
276,IVVD,36.25,30.0,40,40,20.9,STRONG_POSITIVE,mid,92076000,10.976019708739793
277,LFCR,36.25,30.0,40,40,150.3,STRONG_POSITIVE,unknown,2704000,3.4123461983384162
278,PRAX,36.25,30.0,40,40,8.5,POSITIVE,mid,77854000,13.595587700277951
279,STOK,36.25,30.0,40,40,12.3,POSITIVE,mid,84111000,40.94819262444724
280,SYRE,36.25,30.0,40,40,263.0,STRONG_POSITIVE,unknown,86915000,42.68210836470781
281,FLGT,36.72,31.25,40,40,25.6,STRONG_POSITIVE,preclinical,99500000,29.401625215464172
282,BDTX,37.19,32.5,40,40,225.5,STRONG_POSITIVE,early,54081000,25.442898027992314
283,CABA,37.19,32.5,40,40,41.8,STRONG_POSITIVE,early,81607000,75.6437509655492
284,GPCR,37.19,32.5,40,40,34.8,STRONG_POSITIVE,early,26091000,23.93486736488036
