ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
ARDX,"Ardelyx, Inc.",,,D,ineligible,,,D,0.152397,0.296154,1,,0,,610,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-30.0;clinical_score:+26.5;catalyst_score:-5.0,tier=;reason=;cat_days=610;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,survivability_critical,"{""burn_ttm"": 42483000.0, ""cash_total"": 67999000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.207400607301743, ""stage_bucket"": ""late"", ""surv_score"": ""-4.0"", ""tier1_count"": 1}",late|far_271_540|pos,0.06770064367816092,46.094722,0.931,0,1,1.3442,0.931,1,1,buying,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,1,1,True,True,True,far,0.3,adequate,<=1000bps,582.84,0.85,1,0,1.0,0,1.0,0,610,False,specific_days,0.037262,price_history,,1,0.6921,price_history,,-0.47261,,39.9567,0.8641,-0.221469,-0.251141,late,small,none,commercial_biotech,morningstar,,,,0,0.8854376442844731289561871664,54.12,45.56250000000000000000000000,55.5,74.39,77.000,20.52049382716049382716049383,76.3,1.3825,3.0,307,16,1.0,0.1936,0,0,0.0,0.6,0.5,respiratory,-0.4963,uncrowded,1.0,45,0.06770064367816092,0.847603,1.0262,32.31,0.669521,0.4386
MRNA,"Moderna, Inc.",,,D,ineligible,,,D,0.169521,0.180769,1,,0,,327,0,specific_days,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+25.3;financial_score:-22.7;momentum_score:-12.5,tier=;reason=;cat_days=327;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 1873000000.0, ""cash_total"": 2595000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.625734116390817, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.06770064367816092,39.767805,0.922,0,1,1.0992,0.922,3,3,selling,-0.0344,elite_3,0.0,0.0,0.0,,,0.9306,1,2,1,True,True,True,far,0.3,adequate,<=400bps,132.16,1.0,0,0,1.0,0,1.0,0,327,False,specific_days,-0.137206,price_history,,3,1.82,price_history,,-0.829842,,34.3486,0.6347,-0.221469,-0.608373,late,large,sev1,commercial_biotech,morningstar,,,,0,0.9,33.80,45.56250000000000000000000000,57.0,64.03,71.57303370786516853932584269,23.54956585167417133078034480,72.7952,1.2335,3.0,12,71,1.0,2.8985,5,5,0.0,0.4,0.95,oncology,-0.4963,uncrowded,1.0,50,0.06770064367816092,0.830479,0.9561,30.11,0.635274,0.3459
PBYI,Puma Biotechnology Inc,,,D,ineligible,,,D,0.813356,0.988462,1,,0,,92,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+13.6;catalyst_score:-11.1;clinical_score:-4.3,tier=;reason=;cat_days=92;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 94388000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|near_91_180|pos,-0.021128551724137933,75.705624,0.6335,0,1,0.232,0.6335,1,1,buying,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,near,1.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,92,False,specific_days,0.094749,price_history,,1,1.2496,price_history,,-0.492281,,39.399,0.7739,-0.221469,-0.270812,late,micro,none,commercial_biotech,morningstar,,,,0,0.8365158154675047704568413963,59.54,45.56250000000000000000000000,55.5,91.99,52.35955056179775280898876404,70.22471910112359550561797753,52.4609,0.3694,3.0,,35,1.0,0.6167,0,1,0.0,0.5,0.95,oncology,0.6994,highly_crowded,1.0,238,-0.021128551724137933,0.186644,-0.8903,36.49,0.717466,0.5753
APLS,"Apellis Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.765411,0.711538,1,,0,,62,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+16.6;momentum_score:-15.9;smart_money_score:+14.4,tier=;reason=;cat_days=62;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 466233000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|near_31_90|pos,0.0030059473684210525,58.061396,0.6365,0,1,0.2624,0.6365,6,6,buying,1.1248,elite_6,0.0,0.0,0.0,,,-1.5625,-2,1,3,True,True,True,near,1.0,adequate,<=1000bps,418.5,0.85,1,0,1.0,0,1.0,0,62,False,specific_days,-0.172927,price_history,,6,1.4251,price_history,,-0.63373,,28.0153,0.7133,-0.221469,-0.412261,late,mid,none,commercial_biotech,morningstar,,,,0,0.8657613165769000598444045482,40.75,45.07328400000000000000000000,71.0,48.48,53.03370786516853932584269663,73.20754716981132075471698113,53.3016,0.4051,3.0,62,14,1.0,1.3987,1,2,0.0,0.4,0.55,infectious_disease,-0.4963,uncrowded,1.0,224,0.0030059473684210525,0.234589,-0.7238,40.18,0.77226,0.7463
GERN,Geron Corporation,,,D,ineligible,,,D,0.744863,0.088462,1,,0,,183,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-30.9;smart_money_score:+18.0;clinical_score:+17.2,tier=;reason=;cat_days=183;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 88970000.0, ""cash_total"": 78117000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.53618073507924, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",late|near_181_270|pos,0.003727178571428571,33.603889,0.6396,0,1,0.2928,0.6396,2,2,selling,-0.4208,elite_2,0.0,0.0,0.0,,,0.9306,1,1,0,True,True,True,far,0.3,short,<=1000bps,710.6,0.85,1,0,1.0,0,1.0,0,183,False,specific_days,-0.462408,price_history,,2,0.8894,price_history,,-0.687623,,32.0505,0.5659,-0.221469,-0.466154,late,small,sev2,commercial_biotech,morningstar,,,,0,0.8500595354808590102707749767,23.09,45.56250000000000000000000000,54.5,75.70,53.70786516853932584269662921,5.535308641975308641975308640,52.8945,0.3878,3.0,1187,16,1.0,0.2335,0,0,0.0,0.4,0.95,oncology,0.2211,moderate,1.0,218,0.003727178571428571,0.255137,-0.6584,8.83,0.059932,-1.5553
AMPH,"Amphastar Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.22774,0.888462,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,XS,ineligible,financial_score:+14.3;catalyst_score:-12.5;momentum_score:-9.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 276209000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|pos,0.0638178034682081,66.3695,0.9076,0,1,0.3783,0.9076,0,0,neutral,-1.1936,,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,missing,0.0,adequate,<=2000bps,1139.42,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.227672,price_history,,0,-0.0849,price_history,,-0.457116,,49.2711,0.4149,-0.221469,-0.235647,late,small,none,commercial_pharma,morningstar,,,,0,0.9,44.01,41.25000000000000000000000000,,77.05,61.56179775280898876404494382,68.00000000000000000000000000,60.5118,0.7115,3.0,,12,1.0,0.0,0,0,0.0,0.6,0.5,respiratory,0.6994,highly_crowded,1.0,67,0.0638178034682081,0.77226,0.7463,47.31,0.92637,1.4493
SRPT,"Sarepta Therapeutics, Inc.",,,D,ineligible,,,D,0.186644,0.480769,1,,0,,579,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-28.2;financial_score:+13.7;smart_money_score:+12.5,tier=;reason=;cat_days=579;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 336685000.0, ""cash_total"": 850993000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.848768719225042, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.06770064367816092,51.513,0.8903,0,1,0.6428,0.8903,3,3,neutral,-0.0344,elite_3,0.0,0.0,0.0,,,-0.7314,-1,3,4,True,True,True,far,0.3,adequate,<=1000bps,463.86,0.85,1,0,1.0,0,1.0,0,579,False,specific_days,-0.321391,price_history,,3,1.546,price_history,,-0.610497,,23.73,1.0694,-0.221469,-0.389028,late,small,none,commercial_biotech,morningstar,,,,0,0.8614184485330681253107906514,24.35,45.56250000000000000000000000,65.0,48.10,61.46067415730337078651685393,66.24000000000000000000000000,62.1392,0.7807,3.0,127,25,1.0,0.701,2,0,0.0,0.8,0.75,rare_disease,0.6994,highly_crowded,1.0,55,0.06770064367816092,0.813356,0.8903,36.26,0.714041,0.5652
OPK,"Opko Health, Inc.",,,D,ineligible,,,D,0.525685,0.834615,1,,0,,91,0,specific_days,9,tailwind,,XS,ineligible,catalyst_score:-12.3;financial_score:+5.4;momentum_score:+5.2,tier=;reason=;cat_days=91;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 152621000.0, ""cash_total"": 411972000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 32.276737801482106, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 0}",late|near_91_180|nonpos,0.027423,63.069,0.6625,0,1,,0.6625,0,0,neutral,-1.1936,,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,near,1.0,adequate,<=2000bps,1631.21,0.7,1,0,1.0,0,1.0,0,91,False,specific_days,0.202885,price_history,,0,0.7405,price_history,,-0.14433,,40.643,0.354,-0.221469,0.077139,late,small,none,platform_diagnostics,morningstar,,,,0,0.9,65.32,47.77154177777777777777777778,,58.58,61.79775280898876404494382023,65.56000000000000000000000000,60.7819,0.723,3.0,91,12,1.0,0.7027,0,1,0.0,0.4,0.55,ophthalmology,0.6994,highly_crowded,1.0,154,0.027423,0.474315,-0.0644,48.45,0.943493,1.5848
RGNX,REGENXBIO Inc.,,,D,ineligible,,,D,0.532534,0.957692,1,,0,,123,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-29.0;financial_score:+19.0;smart_money_score:+7.2,tier=;reason=;cat_days=123;strength=mid;decay_w=0.7,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 71673000.0, ""cash_total"": 274205000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 45.90933824452723, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|near_91_180|nonpos,0.027423,71.883,0.5831,0,1,-1.2618,0.5831,1,1,buying,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,mid,0.7,adequate,<=2000bps,1127.96,0.7,1,0,1.0,0,1.0,0,123,False,specific_days,0.079672,price_history,,1,1.5558,price_history,,-0.667905,,45.8124,0.6963,-0.221469,-0.446436,late,small,none,commercial_biotech,morningstar,,,,0,0.8029201877934272300469483568,53.80,45.56250000000000000000000000,55.5,88.16,19.26650675419770231031435424,67.26000000000000000000000000,17.8867,-1.0999,3.0,549,15,1.0,0.5035,0,1,0.0,0.3,0.55,ophthalmology,0.2211,moderate,1.0,156,0.027423,0.467466,-0.0816,22.41,0.484589,-0.0386
ALVO,Alvotech,,,D,ineligible,,,D,0.224315,0.011538,1,,0,,,0,no_upcoming,9,headwind,,XS,ineligible,financial_score:-32.0;clinical_score:+23.4;momentum_score:+4.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,sponsor_absent_late_stage,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",late|none|pos,0.0638178034682081,28.042,0.6579,0,1,0.3283,0.6579,0,0,neutral,-1.1936,,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,missing,0.0,critical,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.263626,price_history,,0,0.0549,price_history,,-0.333563,,27.0668,0.9498,-0.221469,-0.112094,late,unknown,sev2,commercial_pharma,morningstar,,,,0,0.7956620278776978417266187050,41.46,41.25000000000000000000000000,,50,60.44943820224719101123595506,5,58.6994,0.6345,3.0,239,11,1.0,0.2283,0,0,0.0,0.3,0.6,autoimmune,0.6994,highly_crowded,1.0,66,0.0638178034682081,0.775685,0.7577,17.03,0.289384,-0.5552
PHAT,"Phathom Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.337329,0.226923,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-27.8;clinical_score:+12.4;smart_money_score:+10.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,survivability_critical,"{""burn_ttm"": 166775000.0, ""cash_total"": 129972000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.351905261579972, ""stage_bucket"": ""late"", ""surv_score"": ""-7.0"", ""tier1_count"": 1}",late|none|pos,0.0638178034682081,41.514502,0.6328,0,1,0.1863,0.6328,1,1,selling,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,missing,0.0,short,<=1000bps,859.62,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.119754,price_history,,1,1.0869,price_history,,-0.678462,,54.7518,0.6057,-0.221469,-0.456993,late,small,sev2,commercial_biotech,morningstar,,,,0,0.7992588677472398402630960770,41.66,41.25000000000000000000000000,49.5,80.38,51.34831460674157303370786517,11.22111604938271604938271605,50.5662,0.2889,3.0,,7,1.0,0.246,1,0,0.0,0.4,0.55,infectious_disease,-0.4963,uncrowded,1.0,99,0.0638178034682081,0.662671,0.4198,10.48,0.090753,-1.3361
AMLX,"Amylyx Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.436644,0.811538,1,,0,,276,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+29.9;clinical_score:-20.4;catalyst_score:-9.5,tier=;reason=;cat_days=276;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 95440000.0, ""cash_total"": 343990000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.251047778709136, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",late|far_271_540|nonpos,0.028703867724867726,61.8025,0.6106,0,1,-0.8315,0.6106,9,9,buying,2.284,elite_9,0.0,0.0,0.0,,,0.9306,1,1,0,True,True,True,far,0.3,adequate,<=1000bps,684.74,0.85,1,0,1.0,0,1.0,0,276,False,specific_days,0.086639,price_history,,9,1.5098,price_history,,-0.496444,,47.2165,0.6469,-0.221469,-0.274975,late,small,none,commercial_pharma,morningstar,,,,0,0.8732299502372410600624927670,56.83,45.56250000000000000000000000,85,75.55,34.62820350965787148087362706,53.32000000000000000000000000,33.0888,-0.4539,3.0,276,7,1.0,0.2955,0,0,0.0,0.4,0.6,cns,0.6994,highly_crowded,1.0,128,0.028703867724867726,0.563356,0.1595,31.79,0.652397,0.3918
CRMD,CorMedix Inc.,,,D,ineligible,,,D,0.059932,0.573077,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+16.0;momentum_score:-9.4;catalyst_score:-3.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 55716811.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",late|none|nonpos,0.07648335160680529,55.169056,0.8514,0,1,-0.2016,0.8514,2,2,buying,-0.4208,elite_2,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,missing,0.0,adequate,<=1000bps,707.46,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.07618,price_history,,2,1.6425,price_history,,-0.546726,,22.9775,0.8522,-0.221469,-0.325257,late,small,none,commercial_biotech,morningstar,,,,0,0.8416931150818443083843558666,35.57,41.25000000000000000000000000,61.0,80.09,42.75400131857649847802606293,44.49679012345679012345679012,41.5262,-0.0953,3.0,641,6,1.0,0.0072,0,0,0.0,0.4,0.55,infectious_disease,-1.2137,uncrowded,1.0,18,0.07648335160680529,0.940068,1.5553,31.72,0.648973,0.3825
IBRX,"ImmunityBio, Inc.",,,D,ineligible,,,D,0.457192,0.126923,1,,0,,364,0,specific_days,9,tailwind,high_vol|high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-30.5;momentum_score:+24.4;clinical_score:-20.9,tier=;reason=;cat_days=364;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,survivability_critical,"{""burn_ttm"": 304936000.0, ""cash_total"": 242818000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 7.9651196483535704, ""stage_bucket"": ""late"", ""surv_score"": ""-4.0"", ""tier1_count"": 1}",late|far_271_540|nonpos,0.028703867724867726,36.5675,0.5693,0,1,-1.4724,0.5693,1,1,neutral,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,far,0.3,short,<=400bps,178.96,1.0,0,0,1.0,0,1.0,0,364,False,specific_days,0.374268,price_history,,1,1.9961,price_history,,-0.671038,,50.5988,1.3149,-0.221469,-0.449569,late,mid,sev2,commercial_biotech,morningstar,,,,0,0.7846938775510204081632653061,59.92,45.56250000000000000000000000,52.5,63.81,14.60042923873248327231410176,5,13.9949,-1.2653,3.0,579,56,1.0,0.4774,0,0,0.0,0.4,0.95,oncology,0.6994,highly_crowded,1.0,134,0.028703867724867726,0.542808,0.1075,4.32,0.011986,-2.2576
BBIO,"BridgeBio Pharma, Inc.",,,D,ineligible,,,D,0.440068,0.242308,1,,0,,519,0,specific_days,9,tailwind,,XS,ineligible,momentum_score:+32.9;clinical_score:-28.5;financial_score:-26.7,tier=;reason=;cat_days=519;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag,1,debt_distress_with_weak_surv,"{""burn_ttm"": 445910000.0, ""cash_total"": 578058000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.850685940363437, ""stage_bucket"": ""late"", ""surv_score"": ""-3.0"", ""tier1_count"": 5}",late|far_271_540|nonpos,0.028703867724867726,42.920764,0.5792,0,1,-1.3567,0.5792,5,5,buying,0.7384,elite_5,0.0,0.0,0.0,,,-1.5625,-2,1,3,True,True,True,far,0.3,adequate,<=400bps,239.27,1.0,0,0,1.0,0,1.0,0,519,False,specific_days,0.375197,price_history,,5,1.1601,price_history,,-0.080341,,51.3442,0.4744,-0.221469,0.141128,late,large,sev1,commercial_biotech,morningstar,,,,0,0.8926583041082164328657314629,78.59,45.56250000000000000000000000,68.0,53.36,17.16463970598549565851674172,18.94836510541598283045070068,17.3368,-1.1233,3.0,143,29,1.0,1.0851,0,2,0.0,0.4,0.95,oncology,0.6994,crowded,1.0,129,0.028703867724867726,0.559932,0.1508,9.55,0.07363,-1.4493
IMCR,Immunocore Holdings plc,,,D,ineligible,,,D,0.460616,0.85,1,,0,,1053,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-44.3;smart_money_score:+27.9;financial_score:+16.4,tier=;reason=;cat_days=1053;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 10712000.0, ""cash_total"": 864153000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 453.2667191188041, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",late|far_271_540|nonpos,0.028703867724867726,64.9725,0.5528,0,1,-1.7797,0.5528,6,6,buying,1.1248,elite_6,0.0,0.0,0.0,,,0.0996,0,1,1,True,True,True,far,0.3,adequate,<=1000bps,888.71,0.85,1,0,1.0,0,1.0,0,1053,False,specific_days,0.087232,price_history,,6,0.8193,price_history,,-0.543538,,50.4719,0.4195,-0.221469,-0.322069,late,small,none,commercial_biotech,morningstar,,,,0,0.8953852743690669136374160685,58.50,45.56250000000000000000000000,80.0,64.20,7.793769024674213413009019621,68.450,6.7438,-1.5735,3.0,639,12,1.0,0.1567,0,0,0.0,0.3,0.95,oncology,0.6994,highly_crowded,1.0,135,0.028703867724867726,0.539384,0.0989,21.05,0.450342,-0.1248
CMPS,COMPASS Pathways Plc - American,,,D,ineligible,,,D,0.368151,0.326923,1,,0,,62,0,specific_days,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+35.2;financial_score:-16.2;momentum_score:-12.2,tier=;reason=;cat_days=62;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 119452000.0, ""cash_total"": 185937000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.924559632728812, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 5}",late|near_31_90|nonpos,0.05744935042735042,47.780889,0.6072,0,1,,0.6072,5,5,buying,0.7384,elite_5,0.0,0.0,0.0,,,0.9306,1,3,2,True,True,True,near,1.0,adequate,<=1000bps,762.54,0.85,1,0,1.0,0,1.0,0,62,False,specific_days,-0.042324,price_history,,5,2.022,price_history,,-0.708163,,32.8322,0.7735,-0.221469,-0.486694,late,small,sev1,platform_services,morningstar,,,,0,0.8100316011235955056179775281,30.13,45.07328400000000000000000000,77.5,85.76,32.82035096578714808736270672,26.08641975308641975308641975,33.5204,-0.4355,3.0,42,6,1.0,2.6531,3,4,0.0,0.7,0.6,cns,0.6994,highly_crowded,1.0,108,0.05744935042735042,0.631849,0.3368,18.31,0.351027,-0.3825
SNDX,"Syndax Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.844178,0.319231,1,,0,,336,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-25.0;clinical_score:+20.9;smart_money_score:+15.1,tier=;reason=;cat_days=336;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 253492000.0, ""cash_total"": 435979000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 5.155381629400534, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",mid|far_271_540|pos,-0.03622473913043479,47.73618,0.0935,0,1,1.063,0.0935,3,3,neutral,-0.0344,elite_3,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,far,0.3,critical,<=1000bps,584.59,0.85,1,0,1.0,0,1.0,0,336,False,specific_days,0.021094,price_history,,3,0.9234,price_history,,-0.504837,,37.0305,0.5965,-0.221469,-0.283368,mid,small,sev1,commercial_biotech,morningstar,,,,0,0.8340492721164613661814109742,43.26,45.56250000000000000000000000,65.0,79.59,70.76923076923076923076923077,24.95040000000000000000000000,70.4192,1.1325,2.0,427,38,1.0,0.194,0,0,0.0,0.6,0.95,oncology,0.6994,highly_crowded,1.0,247,-0.03622473913043479,0.155822,-1.0118,35.85,0.700342,0.5254
